,rep,NeSa,pa,AIC,identifier
0,0,255.069874113,0.000753914694693,-25913.6193377,Exp.Nes100_dDFE.Exponential
1,1,253.15963964,0.000758660605751,-25853.5292748,Exp.Nes100_dDFE.Exponential
2,2,255.059840321,0.000751458564416,-25865.6978818,Exp.Nes100_dDFE.Exponential
3,3,253.192362922,0.000761871821359,-25815.3035174,Exp.Nes100_dDFE.Exponential
4,4,1268.49545806,2.05198178081e-05,-20424.6263344,Exp.Nes100_dDFE.Exponential
5,5,253.895918083,0.000760287503656,-25881.6461218,Exp.Nes100_dDFE.Exponential
6,6,256.979629915,0.00074318478915,-25784.9309786,Exp.Nes100_dDFE.Exponential
7,7,258.22378614,0.000737086051306,-25871.1908977,Exp.Nes100_dDFE.Exponential
8,8,254.962717741,0.000752422841081,-25886.2240419,Exp.Nes100_dDFE.Exponential
9,9,253.639757859,0.000760608498917,-25838.8632562,Exp.Nes100_dDFE.Exponential
10,10,253.190409436,0.000761010088294,-25882.2428675,Exp.Nes100_dDFE.Exponential
11,11,255.787712812,0.000751797646849,-25838.2971084,Exp.Nes100_dDFE.Exponential
12,12,255.581028196,0.000752652679634,-25811.5888675,Exp.Nes100_dDFE.Exponential
13,13,253.085558978,0.00076362497505,-25948.8742313,Exp.Nes100_dDFE.Exponential
14,14,257.653667011,0.000738953556469,-25808.0107149,Exp.Nes100_dDFE.Exponential
15,15,255.086067388,0.000752918744477,-25840.4037491,Exp.Nes100_dDFE.Exponential
16,16,1213.78441944,2.74314294562e-05,-20443.9025893,Exp.Nes100_dDFE.Exponential
17,17,251.821060749,0.000769899975366,-25863.0281471,Exp.Nes100_dDFE.Exponential
18,18,251.967662956,0.000769426241452,-25864.6480903,Exp.Nes100_dDFE.Exponential
19,19,255.58133338,0.000748276650332,-25805.5223469,Exp.Nes100_dDFE.Exponential
20,20,257.170040428,0.000746737469351,-25849.7586375,Exp.Nes100_dDFE.Exponential
21,21,251.032599414,0.000765817069789,-25903.7499653,Exp.Nes100_dDFE.Exponential
22,22,255.497975783,0.000751184029278,-25837.8422727,Exp.Nes100_dDFE.Exponential
23,23,255.566665293,0.000748743684121,-25861.8138132,Exp.Nes100_dDFE.Exponential
24,24,254.074222615,0.000755627460252,-25806.4471244,Exp.Nes100_dDFE.Exponential
25,25,251.587045374,0.000766618058278,-25794.0562535,Exp.Nes100_dDFE.Exponential
26,26,249.573150417,0.000774849969178,-25820.1609988,Exp.Nes100_dDFE.Exponential
27,27,250.311253863,0.000774454011449,-25851.1019634,Exp.Nes100_dDFE.Exponential
28,28,252.347552574,0.000762120146111,-25835.9089709,Exp.Nes100_dDFE.Exponential
29,29,257.829964463,0.000741126706498,-25825.2115415,Exp.Nes100_dDFE.Exponential
