,rep,NeSa1,pa1,NeSa2,pa2,AIC,identifier
0,0,608.246826742,0.000485499817029,80.0743416061,0.00125940252264,-27525.5077733,BimodalDFE
1,1,561.020477071,0.000570212508327,39.186591893,0.0018983681841,-27529.1630413,BimodalDFE
2,2,605.39406408,0.000490825759643,77.3372236653,0.00127309173286,-27500.7421915,BimodalDFE
3,3,611.821654049,0.000466262346036,150.693713522,0.00030976966446,-27347.3188213,BimodalDFE
4,4,609.760969297,0.000480443869277,106.792797694,0.000827908657078,-27470.1054691,BimodalDFE
5,5,916.922867839,0.0440458875844,4010.14700854,0.00021058970274,-3263.17903666,BimodalDFE
6,6,592.590805845,0.000511817891605,78.0403921482,0.00107526888949,-27531.3471471,BimodalDFE
7,7,597.62760458,0.000503564172647,78.685936957,0.000545832045321,-27368.7674497,BimodalDFE
8,8,603.066367663,0.000495965885329,84.1321140473,0.001063006917,-27493.4746058,BimodalDFE
9,9,244.0,0.948274089104,1.11022302473e-10,0.2,89575.9509998,BimodalDFE
10,10,606.298453361,0.000485349949187,1.04913049515,0.085897951928,-27530.1231617,BimodalDFE
11,11,564.165874565,0.000547236329083,203.896797135,0.00832763526319,-21073.190292,BimodalDFE
12,12,609.184650816,0.000485678253848,97.4192757392,0.000941736390371,-27525.2899386,BimodalDFE
13,13,597.986903057,0.00050344096866,1.06024033214,0.0858899852529,-27469.1210779,BimodalDFE
14,14,615.502413819,0.00047096159038,1.04357240777,0.0840642137326,-27524.6894936,BimodalDFE
15,15,603.680819445,0.000494526336137,81.957985092,0.00116900933421,-27456.4311046,BimodalDFE
16,16,264.294734837,0.000236732042706,605.904803393,0.000461712123529,-27435.6605968,BimodalDFE
17,17,0.0421787222926,0.800321052294,863.656373137,0.0383098067182,-3863.28281048,BimodalDFE
18,18,296.997549316,0.507778391309,0.368145068153,0.0193387239291,-5787.42832788,BimodalDFE
19,19,13.7463867645,2.64714363565e-05,583.551325921,0.000490903774289,-26712.9425641,BimodalDFE
20,20,597.024929378,0.000502681874982,1.05357042168,0.0798246265404,-27422.0793484,BimodalDFE
21,21,618.460914447,0.000469604689182,100.702529646,0.000954690310047,-27516.0400422,BimodalDFE
22,22,75.0480344029,0.00117328133684,595.94897234,0.000507369093155,-27454.6054887,BimodalDFE
23,23,124.195778088,0.000323934853146,670.410250609,0.000443579551381,-27136.7226276,BimodalDFE
24,24,108.996532249,0.626191465447,1.01496029697,0.2,-9283.20613012,BimodalDFE
25,25,15.401925021,0.918906325566,298.667123705,0.0102038306886,-11738.6968651,BimodalDFE
26,26,733.526610487,0.000336704364212,43.1849591741,0.0254767131801,-24821.8288755,BimodalDFE
27,27,166.225559934,5.16567792763e-07,372.603047519,0.00245599375761,-18203.6984099,BimodalDFE
28,28,14.1582019121,0.33802633154,766.60978376,0.0372226271295,-4384.74716295,BimodalDFE
29,29,1.14514534072,0.989001177184,617.422774889,0.000443775257573,-25493.0356052,BimodalDFE
30,30,5.19139457411,0.0955364094206,222.364159254,6.04699108807e-05,-18415.5737196,BimodalDFE
31,31,0.931214271194,0.413014307488,587.18670863,0.00203193584102,-6572.07238081,BimodalDFE
32,32,30.1491725893,0.00120216874445,635.026417429,0.0010724325657,-17013.9924235,BimodalDFE
33,33,588.807105958,7.54764273501e-05,178.022914752,0.00657898061154,-20130.478205,BimodalDFE
34,34,281.196901179,0.0166841123507,598.11438944,0.000499422533066,-26948.1563985,BimodalDFE
35,35,551.722315401,0.103534936338,1419.95242932,4.36157676848e-05,-4700.94854892,BimodalDFE
36,36,7.31623253258,0.0278515510634,828.650556553,0.0665206535581,-5769.48662653,BimodalDFE
37,37,597.599637297,0.000503643821686,78.5189802074,0.00113149798492,-27495.5734967,BimodalDFE
38,38,104.480824688,0.000898137258281,619.432930267,0.000467448620871,-27495.3139423,BimodalDFE
39,39,598.438046961,0.000503833453558,78.4360161969,0.0011514526888,-27408.4845829,BimodalDFE
40,40,617.26870723,0.000460465065031,53.8376461384,0.000651499501484,-27112.7667823,BimodalDFE
41,41,605.74535296,0.000487296459299,1.05396715244,0.0898044717591,-27501.8330383,BimodalDFE
42,42,244.301903064,0.00477513539974,567.771572605,0.000557416926965,-26978.466818,BimodalDFE
43,43,598.10251623,0.000505367769442,73.4196718596,0.00128314517705,-27544.3641345,BimodalDFE
44,44,609.657518196,0.00048282936646,91.8562184749,0.00101264729782,-27468.7682311,BimodalDFE
45,45,3.34155853959,0.321977870565,924.080223019,0.001346987799,-10679.3211497,BimodalDFE
46,46,609.971899302,0.000485777279795,88.1765869534,0.00103682677869,-27427.7773582,BimodalDFE
47,47,571.995511926,0.000648914471254,114.225103246,0.0311577833821,-15099.2669599,BimodalDFE
48,48,87.5593186034,0.00113070231983,611.777394286,0.000481255740365,-27512.7382686,BimodalDFE
49,49,0.294344716878,0.548685380302,713.450956364,0.0251746143628,-4814.03828673,BimodalDFE
50,50,84.2293541881,0.00109167228916,601.931829549,0.000497068689179,-27513.5518642,BimodalDFE
51,51,598.904016874,0.000502078019202,77.9842708853,0.00117507355857,-27433.3900165,BimodalDFE
52,52,911.248529816,0.000294506892775,120.077814085,0.155465212963,-18431.9482673,BimodalDFE
53,53,1.06879110467,0.0848925088347,588.850332634,0.00052128786203,-27401.9301626,BimodalDFE
54,54,618.560168195,0.000465027301319,103.101018415,0.0009345099339,-27435.8845682,BimodalDFE
55,55,161.455808611,0.277064046337,463.908269763,0.00869232657803,-7484.43357592,BimodalDFE
56,56,0.240858953338,0.0164442109485,779.396568993,0.0543320856751,-3950.51606768,BimodalDFE
57,57,605.291438093,0.000492549334815,1.06057265459,0.0947852924982,-27546.60985,BimodalDFE
58,58,35.2647702513,0.46366980816,808.176943232,0.00029527049337,-17330.1395678,BimodalDFE
59,59,20.6953356933,0.317506537665,735.713087116,0.0372919498848,-4542.90367756,BimodalDFE
60,60,70.9852538106,0.168577660256,757.580548768,0.024800922716,-4846.01673434,BimodalDFE
61,61,605.819904725,0.000488878977114,81.9229708602,0.00120841024075,-27550.8695327,BimodalDFE
62,62,151.20099574,8.49736717118e-05,585.698544762,0.126208058079,-21396.257658,BimodalDFE
63,63,255.516357126,0.0508921109859,396.641469118,0.00405687489815,-8185.73588282,BimodalDFE
64,64,864.203598946,0.00422151193408,746.368159095,0.0682312077087,-3857.60714264,BimodalDFE
65,65,80.7972166492,0.00117037252174,609.642280348,0.000487693669123,-27462.8938022,BimodalDFE
66,66,7.41658182196,0.816966181379,641.358320061,0.0208959703329,-5815.93275922,BimodalDFE
67,67,100.469319776,0.000912652257883,615.957227251,0.000474814316322,-27431.6503034,BimodalDFE
68,68,576.359296932,0.000403254935482,61.1973146444,0.0545638654177,-19169.2296746,BimodalDFE
69,69,302.176070261,0.945395623032,792.436048648,0.021347370279,-4408.12728927,BimodalDFE
70,70,0.0853636466513,0.6975835297,476.113862867,0.0451028247384,-6026.70286461,BimodalDFE
71,71,78.4233912261,0.00119791152723,603.709285429,0.000498769927299,-27476.8262066,BimodalDFE
72,72,585.18247577,0.000530531104102,70.3142164942,0.00174344350087,-27521.4573862,BimodalDFE
73,73,608.263111023,0.000491088420342,1.06159025681,0.0952570417162,-27625.7549178,BimodalDFE
74,74,88.6095562856,7.59605963185e-07,584.977773049,0.000535485248573,-27433.8639691,BimodalDFE
75,75,600.976734265,0.000501023540462,74.3008732985,0.0012814759468,-27438.9564899,BimodalDFE
76,76,3954.03405363,0.788298552566,604.508699706,0.0375472812674,-4730.65112818,BimodalDFE
77,77,603.147352851,0.000492912667188,1.05525193955,0.0883744387443,-27445.493332,BimodalDFE
78,78,574.545884506,0.00194818925774,872.89726725,0.000501727920495,-11112.0988487,BimodalDFE
79,79,91.319097571,0.00100917099892,611.133944056,0.000482614065814,-27493.5046489,BimodalDFE
80,80,1.01079215969,0.296250888237,76.5117990769,0.00122727734962,-27446.4458142,BimodalDFE
81,81,619.876347713,0.000467185348872,1.04835205283,0.0907640237857,-27587.0202733,BimodalDFE
82,82,1e-20,0.747459904679,690.000594073,0.2,89575.9509998,BimodalDFE
83,83,332.871734591,0.426295302878,672.330933466,0.00854356404118,-5451.78012197,BimodalDFE
84,84,4.97671398458,0.00200648954476,362.44039832,0.0012776440695,-25926.9374358,BimodalDFE
85,85,616.71910044,0.000469731168008,102.903785638,0.000935781876511,-27558.0805343,BimodalDFE
86,86,595.302531368,0.000508041986199,1.05826102309,0.0794087754513,-27538.4059047,BimodalDFE
87,87,71.4923869595,0.00142892098588,607.141596685,0.000493371343264,-27542.6888622,BimodalDFE
88,88,603.959314334,0.00049625518629,82.2402064172,0.0011121867338,-27434.1877788,BimodalDFE
89,89,19.1896931916,0.242569196835,1153.86742968,0.00895578922702,-4417.93676359,BimodalDFE
90,90,564.995747363,0.82268154981,1069.1361964,0.2,-3256.30192281,BimodalDFE
91,91,635.659696154,0.000494220711586,0.156124702777,0.106355682641,-22842.1603044,BimodalDFE
92,92,291.822992999,0.0017766078747,0.781598003652,0.0707880575296,-23246.1049959,BimodalDFE
93,93,618.763320284,0.000465887056734,115.851577563,0.000795978743971,-27448.9263606,BimodalDFE
94,94,704.335769024,0.00667038268411,1362.2697456,0.000768069538194,-6325.25069764,BimodalDFE
95,95,181.771791688,0.22367474418,794.252132603,0.00039415977184,-7932.29380946,BimodalDFE
96,96,29.8164678567,0.121666714966,444.82444783,0.00628141110551,-10274.3774486,BimodalDFE
97,97,449.501664216,0.00753221830675,231.757759176,0.0612786034754,-7804.65955916,BimodalDFE
98,98,600.429739796,0.000432230962884,463.408461706,1.24150130725e-05,-25922.5569232,BimodalDFE
99,99,6.11503728659,0.248193462954,152.854263031,0.00336841704733,-18199.3347403,BimodalDFE
100,100,102.924075256,0.000901945786089,624.223070446,0.000433767258543,-27229.7774331,BimodalDFE
101,101,711.97939188,0.963139295436,1392.8919215,0.2,-2657.08918815,BimodalDFE
102,102,611.845066472,0.00048381969421,82.3459026792,0.0011895774343,-27589.5713337,BimodalDFE
103,103,546.277898186,0.821393927786,573.569495464,0.0202182356608,-5615.21174727,BimodalDFE
104,104,614.712837236,0.000474446444743,102.181604056,0.000870793338542,-27507.4446533,BimodalDFE
105,105,49.2223085837,0.0040328996018,851.764139406,0.0293174354391,-4217.13897903,BimodalDFE
106,106,1207.16962035,0.257483148113,679.104253304,0.0223304090908,-4939.62580087,BimodalDFE
107,107,14854.0925967,0.985269740964,742.604976602,0.0202343402683,-3850.12869894,BimodalDFE
108,108,575.175644609,0.000550426390917,34.6666036723,0.00278272519929,-27447.2582721,BimodalDFE
109,109,615.796713817,0.000472977580013,1.04803152534,0.0909040465293,-27485.4992141,BimodalDFE
110,110,0.0489895948252,0.961561272383,388.304297947,0.0514252834698,-6471.64596522,BimodalDFE
111,111,2.07283695253,0.193090943586,830.671567419,0.00381374394056,-7682.04769483,BimodalDFE
112,112,606.887095661,0.000848183783172,248.520948188,0.00340671110234,-15149.8955895,BimodalDFE
113,113,590.160856348,0.000514972637753,1.06723199078,0.0865288827357,-27403.2954898,BimodalDFE
114,114,6.14574630609,0.00447999423476,265.954468767,0.0287953913587,-9520.14405663,BimodalDFE
115,115,84.1675291995,0.00109051296671,604.725188114,0.000494142881165,-27472.4474566,BimodalDFE
116,116,612.337967518,0.000480265297935,1.04966859793,0.0867732246368,-27422.26301,BimodalDFE
117,117,7.64751670879,0.332062853802,530.329658563,0.00309621622213,-11786.5904103,BimodalDFE
118,118,605.905903976,0.000490458650093,88.2785978027,0.00106449601048,-27542.8585378,BimodalDFE
119,119,620.799459548,0.000469104254029,1.05582877424,0.0979483845622,-27543.9440781,BimodalDFE
120,120,592.786338227,0.000512750773241,68.7363623229,0.00131722177459,-27559.703293,BimodalDFE
121,121,174.74224631,0.000307261271847,610.094815172,0.000412283849807,-26601.8508652,BimodalDFE
122,122,600.700499314,0.000500765777042,1.05871229383,0.0870712221192,-27564.6785724,BimodalDFE
123,123,613.647155912,0.000471465735286,115.431960698,0.000782245030938,-27627.3994713,BimodalDFE
124,124,38.0440054454,0.000231883904497,502.192171524,0.00097733552486,-23541.0168363,BimodalDFE
