,rep,NeSa,pa,AIC,identifier
0,0,157.166500519,0.000276578736623,-23687.139734,Exp.Nes10_dDFE.Exponential_div10
1,1,152.471288971,0.000287075908474,-23706.4621636,Exp.Nes10_dDFE.Exponential_div10
2,2,155.834941708,0.000277819533821,-23722.605358,Exp.Nes10_dDFE.Exponential_div10
3,3,151.042678868,0.000291552477418,-23717.2668398,Exp.Nes10_dDFE.Exponential_div10
4,4,153.071114614,0.000282953775918,-23732.0880758,Exp.Nes10_dDFE.Exponential_div10
5,5,153.542320756,0.000282914808968,-23741.7181848,Exp.Nes10_dDFE.Exponential_div10
6,6,144.097160919,0.000308694439391,-23643.7082798,Exp.Nes10_dDFE.Exponential_div10
7,7,149.982170674,0.000295501739942,-23706.8687346,Exp.Nes10_dDFE.Exponential_div10
8,8,156.290823143,0.000274152028446,-23710.1374158,Exp.Nes10_dDFE.Exponential_div10
9,9,158.823329301,0.000269165542009,-23732.7869067,Exp.Nes10_dDFE.Exponential_div10
10,10,143.848005718,0.000313434853918,-23751.3767235,Exp.Nes10_dDFE.Exponential_div10
11,11,139.221663491,0.00032449307346,-23691.7138308,Exp.Nes10_dDFE.Exponential_div10
12,12,133.605401712,0.000348475238119,-23720.1716673,Exp.Nes10_dDFE.Exponential_div10
13,13,146.789185361,0.000303368902874,-23731.8710871,Exp.Nes10_dDFE.Exponential_div10
14,14,163.89317414,0.000263149725972,-23732.7138858,Exp.Nes10_dDFE.Exponential_div10
15,15,144.686513425,0.000308147378029,-23701.7559184,Exp.Nes10_dDFE.Exponential_div10
16,16,136.170450586,0.000344307232406,-23758.3196319,Exp.Nes10_dDFE.Exponential_div10
17,17,157.819158506,0.000277446170624,-23759.8692289,Exp.Nes10_dDFE.Exponential_div10
18,18,156.208839486,0.000272903098158,-23737.5367756,Exp.Nes10_dDFE.Exponential_div10
19,19,155.290425866,0.000279850955871,-23614.6328975,Exp.Nes10_dDFE.Exponential_div10
20,20,151.534044318,0.000292738836816,-23656.6907762,Exp.Nes10_dDFE.Exponential_div10
