NeSa,S_d,b,model,number,pa,product
16.70035,-46.85702,0.97744,Exp.Nes100_dDFE.Exponential_div10/,154,0.00232,0.038744812
6.42179,-43.87289,1.10243,Exp.Nes100_dDFE.Exponential_div10/,726,0.00692,0.0444387868
31.68774,-46.20762,0.96271,Exp.Nes100_dDFE.Exponential_div10/,953,0.00119,0.0377084106
7.68095,-47.99694,0.99724,Exp.Nes100_dDFE.Exponential_div10/,864,0.00514,0.039480083
6.9537,-44.49973,1.04584,Exp.Nes100_dDFE.Exponential_div10/,828,0.00564,0.039218868
6.58387,-45.62581,1.03086,Exp.Nes100_dDFE.Exponential_div10/,356,0.00586,0.0385814782
6.56297,-45.7368,1.05501,Exp.Nes100_dDFE.Exponential_div10/,672,0.00684,0.0448907148
17.69934,-44.37472,1.05209,Exp.Nes100_dDFE.Exponential_div10/,74,0.00238,0.0421244292
6.28292,-45.94196,1.02674,Exp.Nes100_dDFE.Exponential_div10/,613,0.00632,0.0397080544
16.69442,-42.38723,1.05254,Exp.Nes100_dDFE.Exponential_div10/,313,0.00236,0.0393988312
18.57978,-49.03794,0.9514,Exp.Nes100_dDFE.Exponential_div10/,76,0.00199,0.0369737622
94.41122,-50.28731,0.91356,Exp.Nes100_dDFE.Exponential_div10/,293,0.00036,0.0339880392
5.63569,-38.60455,1.20365,Exp.Nes100_dDFE.Exponential_div10/,425,0.00823,0.0463817287
97.64682,-51.06687,0.90731,Exp.Nes100_dDFE.Exponential_div10/,616,0.00034,0.0331999188
12.20967,-42.24459,1.09444,Exp.Nes100_dDFE.Exponential_div10/,756,0.00356,0.0434664252
3.52552,-41.88843,1.14985,Exp.Nes100_dDFE.Exponential_div10/,137,0.01256,0.0442805312
34.60716,-49.64995,0.92243,Exp.Nes100_dDFE.Exponential_div10/,717,0.00103,0.0356453748
9.21083,-43.19597,1.04753,Exp.Nes100_dDFE.Exponential_div10/,305,0.00429,0.0395144607
16.70036,-50.53954,0.92006,Exp.Nes100_dDFE.Exponential_div10/,538,0.00208,0.0347367488
4.2487,-46.97328,1.06771,Exp.Nes100_dDFE.Exponential_div10/,172,0.00989,0.042019643
4.57187,-41.39001,1.15804,Exp.Nes100_dDFE.Exponential_div10/,276,0.00954,0.0436156398
17.1298,-46.48848,1.00029,Exp.Nes100_dDFE.Exponential_div10/,39,0.0023,0.03939854
21.85159,-46.22894,1.01175,Exp.Nes100_dDFE.Exponential_div10/,187,0.00186,0.0406439574
33.54754,-47.78561,0.9664,Exp.Nes100_dDFE.Exponential_div10/,176,0.00109,0.0365668186
21.00041,-47.5344,0.9665,Exp.Nes100_dDFE.Exponential_div10/,690,0.00176,0.0369607216
5.97927,-45.14506,1.05734,Exp.Nes100_dDFE.Exponential_div10/,120,0.00651,0.0389250477
9.88615,-47.63876,1.01181,Exp.Nes100_dDFE.Exponential_div10/,947,0.00429,0.0424115835
14.07998,-45.98809,0.98637,Exp.Nes100_dDFE.Exponential_div10/,772,0.0026,0.036607948
8.63928,-46.01096,1.00173,Exp.Nes100_dDFE.Exponential_div10/,422,0.00407,0.0351618696
17.19352,-48.07467,0.9441,Exp.Nes100_dDFE.Exponential_div10/,793,0.00192,0.0330115584
14.45464,-46.91384,0.97436,Exp.Nes100_dDFE.Exponential_div10/,860,0.00251,0.0362811464
6.97413,-47.14545,1.03373,Exp.Nes100_dDFE.Exponential_div10/,153,0.00603,0.0420540039
16.6934,-48.38638,0.94768,Exp.Nes100_dDFE.Exponential_div10/,259,0.00209,0.034889206
8.60576,-47.13734,1.00143,Exp.Nes100_dDFE.Exponential_div10/,906,0.00454,0.0390701504
48.11387,-46.49161,0.95606,Exp.Nes100_dDFE.Exponential_div10/,472,0.00072,0.0346419864
47.0762,-47.7978,0.96639,Exp.Nes100_dDFE.Exponential_div10/,817,0.0009,0.04236858
14.21924,-46.56445,1.00388,Exp.Nes100_dDFE.Exponential_div10/,497,0.00276,0.0392451024
49.89802,-47.58489,0.92282,Exp.Nes100_dDFE.Exponential_div10/,310,0.0006,0.029938812
6.29002,-40.4527,1.13753,Exp.Nes100_dDFE.Exponential_div10/,755,0.00695,0.043715639
10.7289,-45.80547,1.02243,Exp.Nes100_dDFE.Exponential_div10/,656,0.00381,0.040877109
9.8492,-44.745,1.02656,Exp.Nes100_dDFE.Exponential_div10/,789,0.00385,0.03791942
8.00287,-46.58315,1.0088,Exp.Nes100_dDFE.Exponential_div10/,162,0.00474,0.0379336038
10.7289,-44.47211,1.04866,Exp.Nes100_dDFE.Exponential_div10/,142,0.00383,0.041091687
14.01713,-46.28662,0.98738,Exp.Nes100_dDFE.Exponential_div10/,213,0.00293,0.0410701909
31.3879,-47.92265,0.95596,Exp.Nes100_dDFE.Exponential_div10/,366,0.0012,0.03766548
97.82634,-45.77104,0.93227,Exp.Nes100_dDFE.Exponential_div10/,705,0.00036,0.0352174824
10.03316,-48.01937,0.97757,Exp.Nes100_dDFE.Exponential_div10/,509,0.00349,0.0350157284
5.51437,-45.11634,1.03142,Exp.Nes100_dDFE.Exponential_div10/,446,0.00756,0.0416886372
9.18115,-46.11171,1.02134,Exp.Nes100_dDFE.Exponential_div10/,10,0.00442,0.040580683
18.70689,-46.5756,1.0003,Exp.Nes100_dDFE.Exponential_div10/,330,0.0021,0.039284469
5.15111,-43.49012,1.10239,Exp.Nes100_dDFE.Exponential_div10/,49,0.00805,0.0414664355
17.77606,-46.91015,0.98833,Exp.Nes100_dDFE.Exponential_div10/,533,0.00219,0.0389295714
93.97094,-50.83376,0.92344,Exp.Nes100_dDFE.Exponential_div10/,628,0.00039,0.0366486666
7.84475,-43.30555,1.0805,Exp.Nes100_dDFE.Exponential_div10/,339,0.00527,0.0413418325
49.80557,-51.20712,0.90928,Exp.Nes100_dDFE.Exponential_div10/,592,0.00063,0.0313775091
42.50966,-46.78855,0.94915,Exp.Nes100_dDFE.Exponential_div10/,413,0.00083,0.0352830178
10.72888,-45.65431,1.0276,Exp.Nes100_dDFE.Exponential_div10/,752,0.0037,0.039696856
22.14936,-43.19799,1.01362,Exp.Nes100_dDFE.Exponential_div10/,762,0.00165,0.036546444
9.81821,-45.22536,1.02884,Exp.Nes100_dDFE.Exponential_div10/,617,0.00409,0.0401564789
18.99246,-44.1701,1.01742,Exp.Nes100_dDFE.Exponential_div10/,510,0.00208,0.0395043168
10.72344,-44.47377,1.02515,Exp.Nes100_dDFE.Exponential_div10/,173,0.00371,0.0397839624
5.7165,-46.95718,1.04875,Exp.Nes100_dDFE.Exponential_div10/,834,0.00756,0.04321674
75.85847,-49.57041,0.89968,Exp.Nes100_dDFE.Exponential_div10/,202,0.00042,0.0318605574
18.08392,-46.07194,1.00339,Exp.Nes100_dDFE.Exponential_div10/,847,0.0021,0.037976232
4.97046,-43.40812,1.10163,Exp.Nes100_dDFE.Exponential_div10/,7,0.00885,0.043988571
12.14783,-48.05543,0.97758,Exp.Nes100_dDFE.Exponential_div10/,977,0.00323,0.0392374909
49.68512,-47.61429,0.95913,Exp.Nes100_dDFE.Exponential_div10/,439,0.00073,0.0362701376
22.9222,-51.56664,0.92792,Exp.Nes100_dDFE.Exponential_div10/,733,0.00157,0.035987854
75.0631,-50.50847,0.89919,Exp.Nes100_dDFE.Exponential_div10/,780,0.00046,0.034529026
8.203,-47.21403,0.99615,Exp.Nes100_dDFE.Exponential_div10/,264,0.00465,0.03814395
10.81604,-46.11024,1.01192,Exp.Nes100_dDFE.Exponential_div10/,337,0.00356,0.0385051024
10.72885,-46.17278,0.999,Exp.Nes100_dDFE.Exponential_div10/,106,0.00335,0.0359416475
30.37395,-47.49276,0.95842,Exp.Nes100_dDFE.Exponential_div10/,614,0.00128,0.038878656
67.66188,-47.08192,0.95602,Exp.Nes100_dDFE.Exponential_div10/,810,0.00051,0.0345075588
18.02241,-48.90974,0.95822,Exp.Nes100_dDFE.Exponential_div10/,541,0.00204,0.0367657164
75.09436,-50.41768,0.89306,Exp.Nes100_dDFE.Exponential_div10/,14,0.00042,0.0315396312
39.59674,-46.86908,0.94408,Exp.Nes100_dDFE.Exponential_div10/,646,0.0009,0.035637066
7.37685,-45.03983,1.02813,Exp.Nes100_dDFE.Exponential_div10/,126,0.00566,0.041752971
19.82549,-47.33783,0.98232,Exp.Nes100_dDFE.Exponential_div10/,24,0.00197,0.0390562153
42.1438,-44.03208,1.01027,Exp.Nes100_dDFE.Exponential_div10/,794,0.00093,0.039193734
11.47368,-46.6992,1.01139,Exp.Nes100_dDFE.Exponential_div10/,851,0.00346,0.0396989328
7.37688,-45.33421,1.02864,Exp.Nes100_dDFE.Exponential_div10/,114,0.0053,0.039097464
9.2991,-47.98367,0.97758,Exp.Nes100_dDFE.Exponential_div10/,405,0.00429,0.039893139
8.87285,-44.27139,1.03874,Exp.Nes100_dDFE.Exponential_div10/,568,0.00476,0.042234766
14.34072,-45.70944,1.00144,Exp.Nes100_dDFE.Exponential_div10/,234,0.00268,0.0384331296
6.16049,-44.82765,1.05151,Exp.Nes100_dDFE.Exponential_div10/,844,0.00683,0.0420761467
45.75567,-47.72115,0.96008,Exp.Nes100_dDFE.Exponential_div10/,34,0.0008,0.036604536
41.28699,-44.69813,1.01567,Exp.Nes100_dDFE.Exponential_div10/,991,0.00099,0.0408741201
13.24631,-43.36177,1.01136,Exp.Nes100_dDFE.Exponential_div10/,905,0.00277,0.0366922787
12.91032,-44.3062,1.02369,Exp.Nes100_dDFE.Exponential_div10/,895,0.00311,0.0401510952
16.69376,-47.37439,0.97481,Exp.Nes100_dDFE.Exponential_div10/,845,0.00246,0.0410666496
8.33575,-41.60351,1.07657,Exp.Nes100_dDFE.Exponential_div10/,823,0.00475,0.0395948125
33.36323,-45.83704,0.98736,Exp.Nes100_dDFE.Exponential_div10/,814,0.00108,0.0360322884
34.23846,-50.15799,0.92238,Exp.Nes100_dDFE.Exponential_div10/,353,0.00108,0.0369775368
16.91667,-43.95612,1.01183,Exp.Nes100_dDFE.Exponential_div10/,976,0.00235,0.0397541745
4.01346,-40.88119,1.17434,Exp.Nes100_dDFE.Exponential_div10/,426,0.01103,0.0442684638
6.41733,-46.50526,1.03817,Exp.Nes100_dDFE.Exponential_div10/,896,0.00631,0.0404933523
8.63726,-45.78418,1.03479,Exp.Nes100_dDFE.Exponential_div10/,328,0.00471,0.0406814946
92.6357,-48.31768,0.92531,Exp.Nes100_dDFE.Exponential_div10/,612,0.00035,0.032422495
5.46011,-42.75103,1.17756,Exp.Nes100_dDFE.Exponential_div10/,874,0.00872,0.0476121592
43.72517,-50.87269,0.93643,Exp.Nes100_dDFE.Exponential_div10/,743,0.00083,0.0362918911
87.09032,-48.28547,0.9441,Exp.Nes100_dDFE.Exponential_div10/,969,0.00045,0.039190644
21.49581,-46.91641,0.95482,Exp.Nes100_dDFE.Exponential_div10/,318,0.00164,0.0352531284
49.94853,-50.09638,0.91011,Exp.Nes100_dDFE.Exponential_div10/,735,0.00063,0.0314675739
8.19487,-44.57344,1.04779,Exp.Nes100_dDFE.Exponential_div10/,434,0.00476,0.0390075812
9.42271,-42.69728,1.10397,Exp.Nes100_dDFE.Exponential_div10/,942,0.00508,0.0478673668
10.34944,-45.23826,1.01072,Exp.Nes100_dDFE.Exponential_div10/,470,0.00398,0.0411907712
89.80454,-48.64113,0.93124,Exp.Nes100_dDFE.Exponential_div10/,113,0.00038,0.0341257252
13.86706,-44.57546,1.0167,Exp.Nes100_dDFE.Exponential_div10/,803,0.0027,0.037441062
19.12382,-45.61338,0.98581,Exp.Nes100_dDFE.Exponential_div10/,697,0.00208,0.0397775456
12.06258,-49.47034,0.95492,Exp.Nes100_dDFE.Exponential_div10/,878,0.00294,0.0354639852
18.64259,-45.28089,0.98631,Exp.Nes100_dDFE.Exponential_div10/,671,0.00197,0.0367259023
9.49458,-43.81067,1.04531,Exp.Nes100_dDFE.Exponential_div10/,171,0.00403,0.0382631574
12.80883,-48.75149,0.97536,Exp.Nes100_dDFE.Exponential_div10/,148,0.00295,0.0377860485
8.63933,-41.83464,1.12414,Exp.Nes100_dDFE.Exponential_div10/,397,0.00512,0.0442333696
96.82389,-47.79721,0.93608,Exp.Nes100_dDFE.Exponential_div10/,988,0.00035,0.0338883615
10.72893,-45.47581,1.03871,Exp.Nes100_dDFE.Exponential_div10/,201,0.00403,0.0432375879
13.08892,-45.17042,1.01191,Exp.Nes100_dDFE.Exponential_div10/,804,0.00296,0.0387432032
6.50374,-45.34804,1.02577,Exp.Nes100_dDFE.Exponential_div10/,871,0.00586,0.0381119164
12.13169,-46.33796,0.98737,Exp.Nes100_dDFE.Exponential_div10/,771,0.00284,0.0344539996
51.92743,-44.56986,1.00338,Exp.Nes100_dDFE.Exponential_div10/,729,0.00075,0.0389455725
18.24019,-46.45767,1.00512,Exp.Nes100_dDFE.Exponential_div10/,177,0.00229,0.0417700351
48.64224,-46.5283,0.98638,Exp.Nes100_dDFE.Exponential_div10/,163,0.00083,0.0403730592
19.77146,-48.04749,0.95543,Exp.Nes100_dDFE.Exponential_div10/,214,0.00192,0.0379612032
49.37575,-48.53509,0.92208,Exp.Nes100_dDFE.Exponential_div10/,64,0.00069,0.0340692675
49.24909,-45.30441,0.98633,Exp.Nes100_dDFE.Exponential_div10/,179,0.00076,0.0374293084
9.51337,-51.43412,0.92541,Exp.Nes100_dDFE.Exponential_div10/,968,0.00341,0.0324405917
10.58997,-43.53776,1.05401,Exp.Nes100_dDFE.Exponential_div10/,30,0.00376,0.0398182872
18.80569,-47.03873,0.97487,Exp.Nes100_dDFE.Exponential_div10/,809,0.00196,0.0368591524
10.72887,-44.16191,1.03712,Exp.Nes100_dDFE.Exponential_div10/,391,0.00377,0.0404478399
56.89162,-43.6077,1.00293,Exp.Nes100_dDFE.Exponential_div10/,839,0.00063,0.0358417206
10.27512,-45.57899,1.00888,Exp.Nes100_dDFE.Exponential_div10/,838,0.00372,0.0382234464
43.38998,-49.06632,0.90301,Exp.Nes100_dDFE.Exponential_div10/,273,0.00073,0.0316746854
26.36832,-46.62865,0.97987,Exp.Nes100_dDFE.Exponential_div10/,885,0.00144,0.0379703808
21.63517,-49.13138,0.93495,Exp.Nes100_dDFE.Exponential_div10/,684,0.00182,0.0393760094
5.67804,-43.97903,1.07358,Exp.Nes100_dDFE.Exponential_div10/,204,0.0074,0.042017496
48.8336,-49.12734,0.94262,Exp.Nes100_dDFE.Exponential_div10/,110,0.00072,0.035160192
8.7947,-45.96047,0.99993,Exp.Nes100_dDFE.Exponential_div10/,454,0.00415,0.036498005
43.72489,-52.10843,0.89953,Exp.Nes100_dDFE.Exponential_div10/,115,0.00075,0.0327936675
30.22594,-43.81442,1.02909,Exp.Nes100_dDFE.Exponential_div10/,832,0.00139,0.0420140566
92.95727,-50.32318,0.90564,Exp.Nes100_dDFE.Exponential_div10/,931,0.00035,0.0325350445
18.47892,-48.71201,0.96058,Exp.Nes100_dDFE.Exponential_div10/,108,0.0022,0.040653624
5.4199,-47.30038,1.01181,Exp.Nes100_dDFE.Exponential_div10/,945,0.00707,0.038318693
16.69994,-49.88462,0.92776,Exp.Nes100_dDFE.Exponential_div10/,367,0.00211,0.0352368734
4.89012,-45.09986,1.09288,Exp.Nes100_dDFE.Exponential_div10/,412,0.00878,0.0429352536
10.66398,-47.70462,0.98745,Exp.Nes100_dDFE.Exponential_div10/,4,0.00366,0.0390301668
16.48825,-47.07465,1.00018,Exp.Nes100_dDFE.Exponential_div10/,689,0.00243,0.0400664475
15.3795,-44.25802,1.0005,Exp.Nes100_dDFE.Exponential_div10/,693,0.00253,0.038910135
43.72514,-51.79663,0.90947,Exp.Nes100_dDFE.Exponential_div10/,483,0.00089,0.0389153746
9.26615,-45.19601,1.00097,Exp.Nes100_dDFE.Exponential_div10/,92,0.00386,0.035767339
6.01605,-41.98926,1.11221,Exp.Nes100_dDFE.Exponential_div10/,764,0.00692,0.041631066
10.6314,-46.1109,0.99663,Exp.Nes100_dDFE.Exponential_div10/,955,0.00352,0.037422528
42.24341,-51.79705,0.89908,Exp.Nes100_dDFE.Exponential_div10/,428,0.00081,0.0342171621
10.16731,-44.86281,1.01134,Exp.Nes100_dDFE.Exponential_div10/,930,0.00405,0.0411776055
16.69998,-44.79359,1.03134,Exp.Nes100_dDFE.Exponential_div10/,829,0.00247,0.0412489506
38.58818,-48.4052,0.94856,Exp.Nes100_dDFE.Exponential_div10/,732,0.00092,0.0355011256
65.3589,-49.85423,0.93108,Exp.Nes100_dDFE.Exponential_div10/,634,0.00052,0.033986628
8.65764,-47.43929,0.99805,Exp.Nes100_dDFE.Exponential_div10/,677,0.00455,0.039392262
12.56648,-46.60546,1.0127,Exp.Nes100_dDFE.Exponential_div10/,587,0.00346,0.0434800208
11.54394,-44.82034,1.0071,Exp.Nes100_dDFE.Exponential_div10/,688,0.00338,0.0390185172
10.72891,-49.82299,0.9428,Exp.Nes100_dDFE.Exponential_div10/,398,0.00318,0.0341179338
14.07971,-44.4793,1.01139,Exp.Nes100_dDFE.Exponential_div10/,420,0.00267,0.0375928257
20.7641,-50.92966,0.91687,Exp.Nes100_dDFE.Exponential_div10/,94,0.00167,0.034676047
9.27156,-46.4661,1.00014,Exp.Nes100_dDFE.Exponential_div10/,274,0.00406,0.0376425336
6.86525,-44.74014,1.07857,Exp.Nes100_dDFE.Exponential_div10/,639,0.00589,0.0404363225
10.72346,-44.91546,1.04912,Exp.Nes100_dDFE.Exponential_div10/,802,0.0041,0.043966186
7.37499,-41.08392,1.14177,Exp.Nes100_dDFE.Exponential_div10/,882,0.00639,0.0471261861
36.276,-47.66717,0.97433,Exp.Nes100_dDFE.Exponential_div10/,393,0.00107,0.03881532
8.45745,-43.60481,1.05753,Exp.Nes100_dDFE.Exponential_div10/,543,0.00474,0.040088313
16.1014,-46.68954,0.9737,Exp.Nes100_dDFE.Exponential_div10/,387,0.00214,0.034456996
43.72519,-50.64299,0.94173,Exp.Nes100_dDFE.Exponential_div10/,58,0.00083,0.0362919077
67.13251,-45.29009,0.98631,Exp.Nes100_dDFE.Exponential_div10/,77,0.00058,0.0389368558
10.23498,-47.58566,0.99987,Exp.Nes100_dDFE.Exponential_div10/,681,0.00391,0.0400187718
36.0174,-52.02104,0.89571,Exp.Nes100_dDFE.Exponential_div10/,290,0.00098,0.035297052
34.87458,-52.00222,0.89338,Exp.Nes100_dDFE.Exponential_div10/,341,0.00099,0.0345258342
17.23099,-46.38958,1.00526,Exp.Nes100_dDFE.Exponential_div10/,900,0.00225,0.0387697275
43.72516,-51.35206,0.90601,Exp.Nes100_dDFE.Exponential_div10/,164,0.00078,0.0341056248
7.32957,-43.0396,1.09701,Exp.Nes100_dDFE.Exponential_div10/,523,0.00601,0.0440507157
4.18745,-42.77413,1.13182,Exp.Nes100_dDFE.Exponential_div10/,506,0.00972,0.040702014
15.69574,-45.75557,1.0114,Exp.Nes100_dDFE.Exponential_div10/,22,0.00244,0.0382976056
7.14265,-46.7419,1.0232,Exp.Nes100_dDFE.Exponential_div10/,227,0.00548,0.039141722
41.15176,-48.28243,0.92104,Exp.Nes100_dDFE.Exponential_div10/,289,0.00089,0.0366250664
39.59569,-49.13879,0.92845,Exp.Nes100_dDFE.Exponential_div10/,819,0.00088,0.0348442072
7.43634,-48.91694,0.99252,Exp.Nes100_dDFE.Exponential_div10/,826,0.00563,0.0418665942
4.88155,-43.84998,1.10593,Exp.Nes100_dDFE.Exponential_div10/,552,0.00883,0.0431040865
27.37782,-44.70057,1.01184,Exp.Nes100_dDFE.Exponential_div10/,768,0.00143,0.0391502826
49.9856,-50.39715,0.91798,Exp.Nes100_dDFE.Exponential_div10/,199,0.00069,0.034490064
21.85129,-47.67082,0.9601,Exp.Nes100_dDFE.Exponential_div10/,611,0.00167,0.0364916543
16.41238,-47.0932,0.9819,Exp.Nes100_dDFE.Exponential_div10/,609,0.00246,0.0403744548
46.34444,-49.6175,0.92831,Exp.Nes100_dDFE.Exponential_div10/,88,0.00076,0.0352217744
15.22281,-47.79828,0.97757,Exp.Nes100_dDFE.Exponential_div10/,776,0.00243,0.0369914283
9.94573,-47.13177,0.98743,Exp.Nes100_dDFE.Exponential_div10/,525,0.00396,0.0393850908
43.83885,-50.80462,0.90615,Exp.Nes100_dDFE.Exponential_div10/,820,0.00085,0.0372630225
3.83983,-40.88754,1.20778,Exp.Nes100_dDFE.Exponential_div10/,279,0.01228,0.0471531124
22.14279,-45.71704,0.98739,Exp.Nes100_dDFE.Exponential_div10/,448,0.00189,0.0418498731
18.46597,-46.7732,1.0118,Exp.Nes100_dDFE.Exponential_div10/,919,0.00237,0.0437643489
49.9192,-50.35175,0.91199,Exp.Nes100_dDFE.Exponential_div10/,980,0.00066,0.032946672
99.77265,-51.24904,0.88915,Exp.Nes100_dDFE.Exponential_div10/,518,0.00037,0.0369158805
8.60017,-42.95056,1.05913,Exp.Nes100_dDFE.Exponential_div10/,959,0.00477,0.0410228109
5.65549,-47.04095,1.00889,Exp.Nes100_dDFE.Exponential_div10/,238,0.00704,0.0398146496
11.69213,-46.52313,0.97442,Exp.Nes100_dDFE.Exponential_div10/,285,0.00321,0.0375317373
7.37666,-44.06779,1.04205,Exp.Nes100_dDFE.Exponential_div10/,253,0.005,0.0368833
18.66125,-45.03775,1.00688,Exp.Nes100_dDFE.Exponential_div10/,415,0.00214,0.039935075
7.37526,-42.07257,1.06696,Exp.Nes100_dDFE.Exponential_div10/,296,0.00552,0.0407114352
28.00236,-45.09823,0.98324,Exp.Nes100_dDFE.Exponential_div10/,857,0.0012,0.033602832
12.51738,-50.44393,0.94916,Exp.Nes100_dDFE.Exponential_div10/,386,0.0027,0.033796926
9.71543,-46.0023,1.00148,Exp.Nes100_dDFE.Exponential_div10/,966,0.00386,0.0375015598
4.75809,-48.87769,0.99513,Exp.Nes100_dDFE.Exponential_div10/,168,0.00775,0.0368751975
21.38036,-46.11196,0.9775,Exp.Nes100_dDFE.Exponential_div10/,620,0.00171,0.0365604156
43.64934,-47.44323,0.95482,Exp.Nes100_dDFE.Exponential_div10/,842,0.00081,0.0353559654
99.39687,-50.08327,0.90214,Exp.Nes100_dDFE.Exponential_div10/,347,0.00032,0.0318069984
38.08089,-46.48144,0.96628,Exp.Nes100_dDFE.Exponential_div10/,870,0.00095,0.0361768455
