NeSa,S_d,b,model,number,pa,product
1.46928,-42.16177,1.08076,Exp.Nes10_dDFE.Exponential_div10/,522,0.00745,0.010946136
12.13214,-45.96849,0.98977,Exp.Nes10_dDFE.Exponential_div10/,104,0.00083,0.0100696762
39.9911,-44.92654,0.96621,Exp.Nes10_dDFE.Exponential_div10/,352,0.00022,0.008798042
3.1081,-42.4334,1.04488,Exp.Nes10_dDFE.Exponential_div10/,29,0.00364,0.011313484
1.19545,-45.46017,1.00507,Exp.Nes10_dDFE.Exponential_div10/,648,0.00551,0.0065869295
0.09933,-46.06557,0.99628,Exp.Nes10_dDFE.Exponential_div10/,437,0.00827,0.0008214591
21.41616,-46.29899,0.96059,Exp.Nes10_dDFE.Exponential_div10/,784,0.00039,0.0083523024
0.29561,-46.16074,0.99492,Exp.Nes10_dDFE.Exponential_div10/,35,0.00561,0.0016583721
10.93888,-44.506,1.01819,Exp.Nes10_dDFE.Exponential_div10/,971,0.00111,0.0121421568
4.89013,-43.62977,1.0211,Exp.Nes10_dDFE.Exponential_div10/,685,0.0021,0.010269273
5.73957,-43.99001,1.0276,Exp.Nes10_dDFE.Exponential_div10/,121,0.00192,0.0110199744
48.31165,-43.63386,0.99942,Exp.Nes10_dDFE.Exponential_div10/,872,0.0002,0.00966233
0.13343,-42.75369,1.08365,Exp.Nes10_dDFE.Exponential_div10/,447,0.01344,0.0017932992
2.11941,-44.19667,1.07104,Exp.Nes10_dDFE.Exponential_div10/,459,0.00562,0.0119110842
0.11221,-43.02557,1.09581,Exp.Nes10_dDFE.Exponential_div10/,411,0.01403,0.0015743063
0.89755,-47.85388,1.00882,Exp.Nes10_dDFE.Exponential_div10/,435,0.00847,0.0076022485
0.07336,-42.60138,1.20307,Exp.Nes10_dDFE.Exponential_div10/,127,0.02208,0.0016197888
1.51933,-44.90926,1.04797,Exp.Nes10_dDFE.Exponential_div10/,445,0.00686,0.0104226038
14.31863,-46.34,0.9561,Exp.Nes10_dDFE.Exponential_div10/,130,0.00057,0.0081616191
0.10144,-46.11332,0.92807,Exp.Nes10_dDFE.Exponential_div10/,791,0.00039,3.95616e-05
2.13355,-43.5163,1.0829,Exp.Nes10_dDFE.Exponential_div10/,100,0.00648,0.013825404
2.32348,-45.52827,1.00039,Exp.Nes10_dDFE.Exponential_div10/,622,0.00364,0.0084574672
13.7745,-46.29458,0.9833,Exp.Nes10_dDFE.Exponential_div10/,180,0.00077,0.010606365
6.07584,-42.49254,1.06182,Exp.Nes10_dDFE.Exponential_div10/,210,0.00221,0.0134276064
2.19919,-45.12076,0.99491,Exp.Nes10_dDFE.Exponential_div10/,514,0.0043,0.009456517
0.01682,-42.40732,1.18222,Exp.Nes10_dDFE.Exponential_div10/,452,0.02067,0.0003476694
2.15312,-45.24559,1.00887,Exp.Nes10_dDFE.Exponential_div10/,843,0.00418,0.0090000416
0.00578,-39.74545,1.30439,Exp.Nes10_dDFE.Exponential_div10/,81,0.02542,0.0001469276
0.62269,-41.29638,1.27609,Exp.Nes10_dDFE.Exponential_div10/,645,0.01856,0.0115571264
0.01233,-41.53865,1.20812,Exp.Nes10_dDFE.Exponential_div10/,894,0.02098,0.0002586834
0.05267,-46.01035,1.07597,Exp.Nes10_dDFE.Exponential_div10/,529,0.01612,0.0008490404
5.59972,-45.52502,1.00879,Exp.Nes10_dDFE.Exponential_div10/,465,0.00165,0.009239538
0.00728,-45.21398,1.09184,Exp.Nes10_dDFE.Exponential_div10/,632,0.01666,0.0001212848
0.09252,-46.68934,1.02477,Exp.Nes10_dDFE.Exponential_div10/,33,0.01239,0.0011463228
0.21196,-47.11693,0.92803,Exp.Nes10_dDFE.Exponential_div10/,767,0.00096,0.0002034816
0.0245,-44.55274,1.11344,Exp.Nes10_dDFE.Exponential_div10/,283,0.01961,0.000480445
0.0295,-38.93693,1.31172,Exp.Nes10_dDFE.Exponential_div10/,252,0.02429,0.000716555
4.2769,-40.11293,1.09531,Exp.Nes10_dDFE.Exponential_div10/,36,0.00293,0.012531317
3.5787,-45.46599,1.00171,Exp.Nes10_dDFE.Exponential_div10/,782,0.00276,0.009877212
0.21265,-46.67281,0.98815,Exp.Nes10_dDFE.Exponential_div10/,738,0.00852,0.001811778
49.9157,-51.42958,0.8854,Exp.Nes10_dDFE.Exponential_div10/,51,7e-05,0.003494099
0.22613,-44.99119,1.11044,Exp.Nes10_dDFE.Exponential_div10/,640,0.01476,0.0033376788
0.15627,-49.85643,0.92166,Exp.Nes10_dDFE.Exponential_div10/,178,0.00419,0.0006547713
0.29058,-47.39695,1.00706,Exp.Nes10_dDFE.Exponential_div10/,418,0.01187,0.0034491846
8.68218,-43.71214,1.00525,Exp.Nes10_dDFE.Exponential_div10/,833,0.00113,0.0098108634
0.97872,-45.11927,1.01083,Exp.Nes10_dDFE.Exponential_div10/,479,0.00737,0.0072131664
0.23384,-46.02847,1.00526,Exp.Nes10_dDFE.Exponential_div10/,112,0.00982,0.0022963088
5.3198,-46.07833,0.98228,Exp.Nes10_dDFE.Exponential_div10/,122,0.00196,0.010426808
0.10512,-47.69653,0.94408,Exp.Nes10_dDFE.Exponential_div10/,477,0.00568,0.0005970816
0.52453,-46.58348,1.05975,Exp.Nes10_dDFE.Exponential_div10/,278,0.01061,0.0055652633
90.23408,-43.8032,0.98316,Exp.Nes10_dDFE.Exponential_div10/,23,8e-05,0.0072187264
2.61092,-45.74442,1.0034,Exp.Nes10_dDFE.Exponential_div10/,19,0.00322,0.0084071624
14.46232,-43.69642,1.01018,Exp.Nes10_dDFE.Exponential_div10/,863,0.00058,0.0083881456
0.10675,-46.5885,0.99942,Exp.Nes10_dDFE.Exponential_div10/,43,0.00921,0.0009831675
0.16671,-52.94698,0.86656,Exp.Nes10_dDFE.Exponential_div10/,268,5e-05,8.3355e-06
0.1541,-47.84204,0.97434,Exp.Nes10_dDFE.Exponential_div10/,133,0.00744,0.001146504
26.09104,-44.51571,0.98164,Exp.Nes10_dDFE.Exponential_div10/,460,0.00032,0.0083491328
2.08547,-43.42887,1.04381,Exp.Nes10_dDFE.Exponential_div10/,923,0.00413,0.0086129911
3.58791,-45.58959,1.01193,Exp.Nes10_dDFE.Exponential_div10/,240,0.00265,0.0095079615
10.54612,-43.55398,1.0004,Exp.Nes10_dDFE.Exponential_div10/,65,0.00083,0.0087532796
70.13183,-43.69099,1.00025,Exp.Nes10_dDFE.Exponential_div10/,485,0.00015,0.0105197745
5.75504,-46.20847,0.99722,Exp.Nes10_dDFE.Exponential_div10/,800,0.00167,0.0096109168
8.50439,-44.05136,1.0049,Exp.Nes10_dDFE.Exponential_div10/,484,0.00126,0.0107155314
0.35729,-43.76911,1.08283,Exp.Nes10_dDFE.Exponential_div10/,636,0.01284,0.0045876036
6.7757,-45.58701,0.98326,Exp.Nes10_dDFE.Exponential_div10/,708,0.0011,0.00745327
2.46844,-43.89315,1.05087,Exp.Nes10_dDFE.Exponential_div10/,175,0.00544,0.0134283136
47.52004,-48.20485,0.93131,Exp.Nes10_dDFE.Exponential_div10/,287,0.00014,0.0066528056
6.24158,-44.93908,1.00711,Exp.Nes10_dDFE.Exponential_div10/,369,0.00192,0.0119838336
0.00179,-42.14121,1.21763,Exp.Nes10_dDFE.Exponential_div10/,673,0.02194,3.92726e-05
3.54935,-45.26037,0.9985,Exp.Nes10_dDFE.Exponential_div10/,720,0.002,0.0070987
0.11123,-49.37973,0.94694,Exp.Nes10_dDFE.Exponential_div10/,40,0.00631,0.0007018613
1.77303,-46.38955,1.00171,Exp.Nes10_dDFE.Exponential_div10/,831,0.00479,0.0084928137
2.22663,-45.882,0.98328,Exp.Nes10_dDFE.Exponential_div10/,582,0.00324,0.0072142812
2.51317,-44.54018,1.01172,Exp.Nes10_dDFE.Exponential_div10/,449,0.00379,0.0095249143
3.84286,-44.46809,0.99985,Exp.Nes10_dDFE.Exponential_div10/,219,0.00245,0.009415007
14.22048,-48.63199,0.95088,Exp.Nes10_dDFE.Exponential_div10/,224,0.00047,0.0066836256
5.14206,-42.07773,1.04609,Exp.Nes10_dDFE.Exponential_div10/,958,0.00196,0.0100784376
27.6093,-43.27941,1.00346,Exp.Nes10_dDFE.Exponential_div10/,637,0.0004,0.01104372
8.21199,-44.43704,1.00517,Exp.Nes10_dDFE.Exponential_div10/,553,0.0012,0.009854388
0.94702,-47.0394,1.01179,Exp.Nes10_dDFE.Exponential_div10/,228,0.00774,0.0073299348
0.19047,-45.48197,1.01178,Exp.Nes10_dDFE.Exponential_div10/,249,0.0097,0.001847559
2.66259,-46.32643,1.00109,Exp.Nes10_dDFE.Exponential_div10/,501,0.00363,0.0096652017
3.90962,-44.69892,0.98968,Exp.Nes10_dDFE.Exponential_div10/,442,0.00205,0.008014721
0.82956,-41.92457,1.11292,Exp.Nes10_dDFE.Exponential_div10/,915,0.01035,0.008585946
0.48759,-46.1363,1.00404,Exp.Nes10_dDFE.Exponential_div10/,193,0.00885,0.0043151715
0.11692,-45.5039,1.05346,Exp.Nes10_dDFE.Exponential_div10/,601,0.01228,0.0014357776
6.69615,-46.552,0.9663,Exp.Nes10_dDFE.Exponential_div10/,907,0.00127,0.0085041105
0.03165,-43.20452,1.17011,Exp.Nes10_dDFE.Exponential_div10/,710,0.02143,0.0006782595
0.24049,-47.41553,0.97141,Exp.Nes10_dDFE.Exponential_div10/,195,0.00728,0.0017507672
9.69093,-43.83682,1.01128,Exp.Nes10_dDFE.Exponential_div10/,879,0.00113,0.0109507509
0.01617,-47.41645,1.09264,Exp.Nes10_dDFE.Exponential_div10/,50,0.02068,0.0003343956
0.50242,-44.14104,1.02954,Exp.Nes10_dDFE.Exponential_div10/,996,0.00851,0.0042755942
5.01292,-45.11131,0.99504,Exp.Nes10_dDFE.Exponential_div10/,351,0.00205,0.010276486
0.35258,-45.15314,1.01174,Exp.Nes10_dDFE.Exponential_div10/,141,0.00752,0.0026514016
0.7048,-47.12211,1.01182,Exp.Nes10_dDFE.Exponential_div10/,545,0.00776,0.005469248
0.35384,-42.50147,1.12727,Exp.Nes10_dDFE.Exponential_div10/,913,0.01398,0.0049466832
0.16093,-45.00359,1.00886,Exp.Nes10_dDFE.Exponential_div10/,170,0.01034,0.0016640162
9.07031,-44.13357,1.0034,Exp.Nes10_dDFE.Exponential_div10/,512,0.00106,0.0096145286
0.85642,-43.3858,1.13009,Exp.Nes10_dDFE.Exponential_div10/,665,0.01323,0.0113304366
2.10778,-44.61827,1.00049,Exp.Nes10_dDFE.Exponential_div10/,655,0.0037,0.007798786
7.26093,-47.20077,0.94834,Exp.Nes10_dDFE.Exponential_div10/,560,0.00108,0.0078418044
79.03602,-46.92117,0.94893,Exp.Nes10_dDFE.Exponential_div10/,52,0.0001,0.007903602
0.11169,-47.31174,0.94724,Exp.Nes10_dDFE.Exponential_div10/,692,0.00515,0.0005752035
1.75387,-42.73395,1.10432,Exp.Nes10_dDFE.Exponential_div10/,233,0.00728,0.0127681736
4.88154,-45.30922,1.0017,Exp.Nes10_dDFE.Exponential_div10/,346,0.00229,0.0111787266
10.11044,-42.42733,0.99953,Exp.Nes10_dDFE.Exponential_div10/,406,0.00082,0.0082905608
3.3809,-45.24146,0.99982,Exp.Nes10_dDFE.Exponential_div10/,704,0.003,0.0101427
7.06902,-43.96593,1.00392,Exp.Nes10_dDFE.Exponential_div10/,972,0.00144,0.0101793888
51.9196,-47.95054,0.94411,Exp.Nes10_dDFE.Exponential_div10/,486,0.00011,0.005711156
4.77317,-47.03533,0.98333,Exp.Nes10_dDFE.Exponential_div10/,696,0.00245,0.0116942665
16.69984,-44.1923,0.97211,Exp.Nes10_dDFE.Exponential_div10/,647,0.00038,0.0063459392
0.02404,-43.92655,1.14245,Exp.Nes10_dDFE.Exponential_div10/,912,0.02095,0.000503638
0.00612,-42.04442,1.20977,Exp.Nes10_dDFE.Exponential_div10/,89,0.02371,0.0001451052
3.41015,-43.4097,1.01371,Exp.Nes10_dDFE.Exponential_div10/,849,0.00301,0.0102645515
89.64513,-47.45473,0.94827,Exp.Nes10_dDFE.Exponential_div10/,624,8e-05,0.0071716104
4.43796,-47.08503,0.97437,Exp.Nes10_dDFE.Exponential_div10/,385,0.00207,0.0091865772
1.34364,-41.16135,1.15835,Exp.Nes10_dDFE.Exponential_div10/,62,0.00967,0.0129929988
0.27991,-42.25021,1.29289,Exp.Nes10_dDFE.Exponential_div10/,183,0.02171,0.0060768461
4.775,-44.2563,1.01078,Exp.Nes10_dDFE.Exponential_div10/,41,0.00198,0.0094545
1.51696,-45.68016,1.01196,Exp.Nes10_dDFE.Exponential_div10/,830,0.00484,0.0073420864
8.70915,-47.2748,0.96024,Exp.Nes10_dDFE.Exponential_div10/,309,0.00108,0.009405882
0.05836,-48.62741,0.94849,Exp.Nes10_dDFE.Exponential_div10/,806,0.00875,0.00051065
3.9711,-43.10986,1.02732,Exp.Nes10_dDFE.Exponential_div10/,433,0.00275,0.010920525
0.77868,-41.85437,1.18615,Exp.Nes10_dDFE.Exponential_div10/,795,0.01459,0.0113609412
5.94061,-47.24463,0.97436,Exp.Nes10_dDFE.Exponential_div10/,139,0.00137,0.0081386357
0.17309,-48.15941,1.00418,Exp.Nes10_dDFE.Exponential_div10/,190,0.01127,0.0019507243
0.00902,-41.29532,1.20386,Exp.Nes10_dDFE.Exponential_div10/,48,0.02085,0.000188067
0.10989,-51.09507,0.86911,Exp.Nes10_dDFE.Exponential_div10/,220,0.00041,4.50549e-05
8.73734,-46.41545,0.98837,Exp.Nes10_dDFE.Exponential_div10/,736,0.0012,0.010484808
10.89867,-44.5117,0.99976,Exp.Nes10_dDFE.Exponential_div10/,728,0.00098,0.0106806966
0.5711,-41.59518,1.1759,Exp.Nes10_dDFE.Exponential_div10/,345,0.01638,0.009354618
1.49596,-43.05442,1.06617,Exp.Nes10_dDFE.Exponential_div10/,649,0.00651,0.0097386996
6.67975,-46.86413,0.94408,Exp.Nes10_dDFE.Exponential_div10/,251,0.00101,0.0067465475
0.162,-43.28751,1.15578,Exp.Nes10_dDFE.Exponential_div10/,963,0.0195,0.003159
0.91476,-45.0113,1.08186,Exp.Nes10_dDFE.Exponential_div10/,229,0.01164,0.0106478064
0.02639,-42.13429,1.21526,Exp.Nes10_dDFE.Exponential_div10/,926,0.02272,0.0005995808
0.39382,-42.53588,1.08384,Exp.Nes10_dDFE.Exponential_div10/,27,0.01197,0.0047140254
0.1497,-47.64932,0.99666,Exp.Nes10_dDFE.Exponential_div10/,388,0.00917,0.001372749
0.27968,-46.52396,0.99493,Exp.Nes10_dDFE.Exponential_div10/,481,0.00828,0.0023157504
1.4201,-39.3684,1.19654,Exp.Nes10_dDFE.Exponential_div10/,598,0.00961,0.013647161
2.26266,-42.77,1.09044,Exp.Nes10_dDFE.Exponential_div10/,421,0.0062,0.014028492
0.75927,-42.83318,1.1056,Exp.Nes10_dDFE.Exponential_div10/,856,0.01002,0.0076078854
3.30848,-45.02534,1.0088,Exp.Nes10_dDFE.Exponential_div10/,13,0.00347,0.0114804256
0.11924,-40.79068,1.19373,Exp.Nes10_dDFE.Exponential_div10/,540,0.01848,0.0022035552
7.18315,-45.11808,1.00088,Exp.Nes10_dDFE.Exponential_div10/,534,0.00147,0.0105592305
15.08768,-44.41883,0.99494,Exp.Nes10_dDFE.Exponential_div10/,841,0.00059,0.0089017312
8.28025,-46.55526,0.97436,Exp.Nes10_dDFE.Exponential_div10/,371,0.00116,0.00960509
0.24906,-46.56017,1.00526,Exp.Nes10_dDFE.Exponential_div10/,891,0.01084,0.0026998104
3.6097,-43.61685,1.01616,Exp.Nes10_dDFE.Exponential_div10/,70,0.00253,0.009132541
3.34385,-44.62912,1.01366,Exp.Nes10_dDFE.Exponential_div10/,335,0.00313,0.0104662505
0.29321,-41.77762,1.21755,Exp.Nes10_dDFE.Exponential_div10/,812,0.01928,0.0056530888
3.41666,-42.32978,1.05944,Exp.Nes10_dDFE.Exponential_div10/,205,0.00367,0.0125391422
0.84689,-44.39665,1.06959,Exp.Nes10_dDFE.Exponential_div10/,323,0.01016,0.0086044024
2.82917,-44.88247,1.03138,Exp.Nes10_dDFE.Exponential_div10/,773,0.00396,0.0112035132
1.26091,-45.10751,1.00923,Exp.Nes10_dDFE.Exponential_div10/,73,0.0058,0.007313278
0.45809,-45.77803,1.01088,Exp.Nes10_dDFE.Exponential_div10/,320,0.00753,0.0034494177
6.76651,-44.8036,1.01142,Exp.Nes10_dDFE.Exponential_div10/,948,0.0013,0.008796463
5.82616,-44.64953,1.00336,Exp.Nes10_dDFE.Exponential_div10/,365,0.00153,0.0089140248
0.24006,-45.31861,1.04855,Exp.Nes10_dDFE.Exponential_div10/,999,0.01274,0.0030583644
2.58316,-44.60076,1.00878,Exp.Nes10_dDFE.Exponential_div10/,258,0.00377,0.0097385132
0.04026,-44.72085,1.15632,Exp.Nes10_dDFE.Exponential_div10/,557,0.02102,0.0008462652
0.3151,-45.99384,1.00525,Exp.Nes10_dDFE.Exponential_div10/,188,0.00794,0.002501894
11.05618,-43.56983,1.00886,Exp.Nes10_dDFE.Exponential_div10/,669,0.00109,0.0120512362
1.88841,-45.8258,1.01177,Exp.Nes10_dDFE.Exponential_div10/,993,0.00476,0.0089888316
46.93951,-43.66834,1.01179,Exp.Nes10_dDFE.Exponential_div10/,716,0.00026,0.0122042726
4.49167,-45.93817,0.98728,Exp.Nes10_dDFE.Exponential_div10/,605,0.00234,0.0105105078
9.30746,-44.6552,1.00918,Exp.Nes10_dDFE.Exponential_div10/,585,0.00111,0.0103312806
0.62847,-42.72156,1.18648,Exp.Nes10_dDFE.Exponential_div10/,850,0.01598,0.0100429506
0.35137,-40.8377,1.30357,Exp.Nes10_dDFE.Exponential_div10/,869,0.0233,0.008186921
11.88824,-42.86121,1.01175,Exp.Nes10_dDFE.Exponential_div10/,539,0.00084,0.0099861216
0.11386,-46.64523,0.9789,Exp.Nes10_dDFE.Exponential_div10/,119,0.00729,0.0008300394
3.76751,-44.86521,1.00917,Exp.Nes10_dDFE.Exponential_div10/,55,0.00305,0.0114909055
8.92464,-44.3253,1.00394,Exp.Nes10_dDFE.Exponential_div10/,520,0.00107,0.0095493648
1.3737,-47.20235,1.01047,Exp.Nes10_dDFE.Exponential_div10/,403,0.00614,0.008434518
4.89013,-43.24003,1.05478,Exp.Nes10_dDFE.Exponential_div10/,93,0.00279,0.0136434627
0.17895,-49.55708,0.92796,Exp.Nes10_dDFE.Exponential_div10/,503,0.00479,0.0008571705
19.42893,-43.73791,0.9997,Exp.Nes10_dDFE.Exponential_div10/,350,0.00051,0.0099087543
10.23956,-44.39581,1.00996,Exp.Nes10_dDFE.Exponential_div10/,984,0.00106,0.0108539336
0.00913,-45.52451,1.0981,Exp.Nes10_dDFE.Exponential_div10/,461,0.01729,0.0001578577
1.41762,-42.58738,1.11665,Exp.Nes10_dDFE.Exponential_div10/,960,0.0089,0.012616818
0.0947,-46.43841,0.9228,Exp.Nes10_dDFE.Exponential_div10/,962,0.00034,3.2198e-05
0.30678,-49.14408,0.95493,Exp.Nes10_dDFE.Exponential_div10/,575,0.00719,0.0022057482
8.84144,-44.64762,0.97739,Exp.Nes10_dDFE.Exponential_div10/,922,0.00067,0.0059237648
0.99397,-45.31527,1.07295,Exp.Nes10_dDFE.Exponential_div10/,876,0.00888,0.0088264536
33.19954,-42.82614,1.0067,Exp.Nes10_dDFE.Exponential_div10/,160,0.00023,0.0076358942
1.21048,-42.43857,1.07248,Exp.Nes10_dDFE.Exponential_div10/,979,0.00723,0.0087517704
2.56803,-45.11141,1.01027,Exp.Nes10_dDFE.Exponential_div10/,788,0.00345,0.0088597035
0.63415,-41.89146,1.17669,Exp.Nes10_dDFE.Exponential_div10/,211,0.01486,0.009423469
1.35381,-48.14426,1.01201,Exp.Nes10_dDFE.Exponential_div10/,138,0.00745,0.0100858845
0.24699,-47.60769,0.98478,Exp.Nes10_dDFE.Exponential_div10/,818,0.00869,0.0021463431
3.21691,-44.83174,1.01035,Exp.Nes10_dDFE.Exponential_div10/,389,0.00307,0.0098759137
2.25991,-44.04538,1.06622,Exp.Nes10_dDFE.Exponential_div10/,270,0.00597,0.0134916627
0.03467,-38.75525,1.4252,Exp.Nes10_dDFE.Exponential_div10/,621,0.02884,0.0009998828
3.38423,-46.24199,1.00705,Exp.Nes10_dDFE.Exponential_div10/,937,0.00313,0.0105926399
0.01789,-42.43592,1.19287,Exp.Nes10_dDFE.Exponential_div10/,102,0.02073,0.0003708597
1.87847,-45.785,1.00403,Exp.Nes10_dDFE.Exponential_div10/,38,0.00416,0.0078144352
3.42261,-45.11317,1.01048,Exp.Nes10_dDFE.Exponential_div10/,494,0.00281,0.0096175341
0.13842,-49.40537,0.92351,Exp.Nes10_dDFE.Exponential_div10/,331,0.00346,0.0004789332
8.76915,-44.48098,1.01464,Exp.Nes10_dDFE.Exponential_div10/,695,0.00131,0.0114875865
0.19973,-48.84346,0.99958,Exp.Nes10_dDFE.Exponential_div10/,332,0.01247,0.0024906331
0.82621,-43.95353,1.0687,Exp.Nes10_dDFE.Exponential_div10/,744,0.00843,0.0069649503
1.29998,-46.55309,1.00074,Exp.Nes10_dDFE.Exponential_div10/,760,0.00581,0.0075528838
0.12768,-44.29183,1.01026,Exp.Nes10_dDFE.Exponential_div10/,899,0.0076,0.000970368
0.01863,-41.58014,1.23499,Exp.Nes10_dDFE.Exponential_div10/,131,0.02085,0.0003884355
4.87685,-45.06324,1.00328,Exp.Nes10_dDFE.Exponential_div10/,185,0.00234,0.011411829
2.04401,-46.15883,1.00142,Exp.Nes10_dDFE.Exponential_div10/,354,0.00394,0.0080533994
3.73709,-44.51084,1.00702,Exp.Nes10_dDFE.Exponential_div10/,939,0.00248,0.0092679832
49.52819,-47.02403,0.93949,Exp.Nes10_dDFE.Exponential_div10/,312,9e-05,0.0044575371
0.04623,-43.72713,1.11621,Exp.Nes10_dDFE.Exponential_div10/,25,0.01621,0.0007493883
3.82459,-43.64928,1.01261,Exp.Nes10_dDFE.Exponential_div10/,430,0.00278,0.0106323602
1.11223,-41.67905,1.09133,Exp.Nes10_dDFE.Exponential_div10/,724,0.00848,0.0094317104
0.12335,-46.48326,1.00154,Exp.Nes10_dDFE.Exponential_div10/,223,0.00958,0.001181693
