,distance,pi,fitted,BGS
0,0.0,0.6828581958092834,0.7309548276743555,0.8766102117120482
1,2.0,0.7263285484390744,0.7518065875667519,0.9029057949000001
2,4.0,0.7495930975443849,0.7634094871053251,0.9123434134759036
3,6.0,0.7664957829842305,0.7739093935895127,0.9198084769168674
4,8.0,0.7802236907074169,0.7815174572836485,0.9223700867807229
5,10.0,0.7928575076719712,0.790222222278466,0.9269808991722891
6,12.0,0.8030438477219364,0.798336549814319,0.9307637686313254
7,14.0,0.8141528251745861,0.8038105604979774,0.9305026378590361
8,16.0,0.8202349964238497,0.8128363456510997,0.9361082164614458
9,18.0,0.8296657543771417,0.8186573917446236,0.9368896750614458
10,20.0,0.8349641072720095,0.822769845501444,0.9353739144807228
11,22.0,0.8402272124764499,0.8278053724715261,0.9355564655493976
12,24.0,0.8446274805032339,0.8370721355614774,0.9421168138325301
13,26.0,0.8532364979955208,0.8411979784414618,0.941405865913253
14,28.0,0.855375283659462,0.8462197907690512,0.9422238166578313
15,30.0,0.8598086694350903,0.8507201662784148,0.9425389873650604
16,32.0,0.8667944922761723,0.8537348069067519,0.9410631170024097
17,34.0,0.8674333436234402,0.8550126715301559,0.9375393461987951
18,36.0,0.8742117362928241,0.8655638151665067,0.946519924379518
19,38.0,0.8746385448550309,0.8679784352813371,0.9448940264289156
20,40.0,0.8771431066525068,0.8705411248568355,0.9436955440783132
21,42.0,0.8766366091632756,0.8787117735638106,0.9498286487807229
22,44.0,0.8870780186861503,0.8794596492708878,0.946680985953012
23,46.0,0.891475165982232,0.8823040624187709,0.9463777064036144
24,48.0,0.8846318638633507,0.8889259368114993,0.9508845237469878
25,50.0,0.8984063634176098,0.8910943006628578,0.9500375079421688
26,52.0,0.9005432062903838,0.8882353901905066,0.9433045931301205
27,54.0,0.905697300890662,0.894462796035526,0.9476742998481926
28,56.0,0.9040093081986029,0.9002032664326179,0.9515320135915663
29,58.0,0.8949504852565151,0.9029406990177836,0.9519286809843374
30,60.0,0.9052457387893934,0.905897792614085,0.9526993925783133
31,62.0,0.9011491964497371,0.9065675472340037,0.950929962113253
32,64.0,0.9053341973448102,0.9021690492618483,0.9434856616686749
33,66.0,0.9126982035843842,0.9168269721991447,0.9579813343325302
34,68.0,0.9104931076895902,0.9099462796834062,0.9479712335566264
35,70.0,0.9181355695072703,0.912824338315482,0.9491821001614458
36,72.0,0.8997261179319922,0.9213658255856554,0.9568186147048193
37,74.0,0.904532150844968,0.916623115784961,0.9496547120650602
38,76.0,0.9126885034794215,0.9312584864380573,0.9641444021072288
39,78.0,0.9188607248698725,0.9230381534110356,0.9533362704204819
40,80.0,0.9231624685587301,0.9146976885252149,0.9426030219240963
41,82.0,0.9263217866303786,0.9228335904066995,0.9500224727614458
42,84.0,0.9263042027648921,0.9267780365112661,0.9528944641096384
43,86.0,0.9281798663620886,0.9409972829805557,0.9669569617385542
44,88.0,0.9263204551321981,0.9312374701333129,0.9550645473084337
45,90.0,0.9331242070388106,0.9266862236746675,0.9489399785987951
46,92.0,0.9425437103864236,0.930820191605503,0.9522185472180724
47,94.0,0.9364306012534893,0.9399822409958228,0.9609025400975904
48,96.0,0.9337408979672175,0.9279056187615622,0.9469741771566265
49,98.0,0.9434092123662772,0.9263996223858689,0.9444006342783132
50,100.0,0.9291064994011056,0.9431493004249817,0.961197761766265
51,102.0,0.9356479592992257,0.9435188579892042,0.9606654325795181
52,104.0,0.9321588273082415,0.928116806234325,0.9435870540493976
53,106.0,0.9380837455540088,0.9536991631107744,0.9696589973554217
54,108.0,0.9425738657959453,0.9306877397207605,0.9447436539048192
55,110.0,0.9515411814462984,0.9466243776186763,0.9606786819843373
56,112.0,0.9613832557604093,0.9380202817318225,0.9509948264168675
