,distance,pi,fitted,BGS
0,1.0706276069052238,0.6030275676522445,0.6087351052712869,0.8418840530267091
1,1.245041867123013,0.6119512655947356,0.6151254600256917,0.845519035941176
2,1.434147486649386,0.6242237854398567,0.6218141377770341,0.849052730165125
3,1.639181956260983,0.6343372630175831,0.6287669964781957,0.8523953213937759
4,1.8614870037481939,0.6274992809407799,0.6360103387395372,0.8556490854008159
5,2.1025173740654792,0.6482860400419027,0.6434817251315509,0.8586826483251859
6,2.363850349056204,0.6485657803668746,0.6511168802383364,0.861394509470013
7,2.6471960690482597,0.6485732533767835,0.6590098500111718,0.864112311228687
8,2.9544087238640797,0.6620012298369453,0.6671418175035131,0.866867539247178
9,3.2874986864780538,0.6802675874896567,0.6753764508467334,0.86943236930394
10,3.64864566872296,0.6852893729271141,0.6837228519697093,0.871955023466179
11,4.040212985135184,0.7026917084479779,0.6920398272357506,0.8742556373923929
12,4.4647630182801255,0.6995477825572393,0.7001827445619627,0.8761866441844329
13,4.925073986761522,0.7110901988795932,0.7082728182568413,0.878169778088119
14,5.42415812564308,0.7294075646053136,0.7162014256040843,0.880129936493652
15,5.965281398253548,0.7304953458398269,0.7237104849201711,0.881719606621991
16,6.551984868367537,0.7322322168033157,0.7308824665569953,0.8832556854574549
17,7.188107872619819,0.7430223624326957,0.7376080633173792,0.8846651008115992
18,7.877813144791343,0.7590397083863103,0.7438323507308915,0.8859613090875079
19,8.625614056378152,0.7513490613204393,0.7496640384416804,0.8874155295169871
20,9.436404151703096,0.7462855443047325,0.7547623004149189,0.888495335933814
21,10.315489170845543,0.7613224998141076,0.7587831054352512,0.8886729973392679
22,11.268621769944403,0.7518572668081689,0.7618993576869916,0.888262680257478
23,12.30203916608108,0.7478266838061799,0.7647875217352802,0.8883349744332092
24,13.422503953087215,0.7457657680707355,0.7677367880583632,0.889269040269632
25,14.637348355372335,0.744772678269798,0.7704229430125656,0.8904506050088971
26,15.954522209364598,0.752914800348261,0.7729113717144555,0.891888927742686
27,17.38264498655104,0.7547196731887478,0.7753571517457641,0.8937289568640971
28,18.931062198551587,0.7534034884258591,0.7777778799054399,0.8958999050982429
29,20.60990655333673,0.761338420886013,0.7799236315769642,0.89791982671587
30,22.430164262789887,0.7541054971614314,0.7817997900664457,0.899716220825743
31,24.403746935525323,0.7680836809815436,0.7835753560776091,0.901482059270057
32,26.54356952542202,0.7644663907322714,0.7850350055380166,0.902823235858941
33,28.86363484596211,0.7715323872908525,0.785878126643204,0.9032274791528959
34,31.379125203427954,0.7838835521333377,0.7862987531687198,0.902965405880121
35,34.10650174859808,0.773219206322181,0.7869368392343182,0.9030045107550201
36,37.06361219709048,0.7766855935371976,0.7878690526953218,0.903441850226082
37,40.269807623266026,0.788622039297647,0.7887808939018381,0.903777342327023
38,43.746069091981134,0.7849674177053132,0.79012969958135,0.90470235219578
39,47.515144956856915,0.7945003979163868,0.7921888476248388,0.9066222278758269
40,51.60169972353269,0.8014916601324075,0.7946694040437157,0.90908134272469
41,56.03247545205226,0.8074296169619066,0.7972435114602581,0.9115676405465829
42,60.83646675458599,0.8072951023007018,0.800157313661691,0.9144464486012129
43,66.04511053365866,0.8139119566905714,0.8031500622219668,0.9173089201481072
44,71.6924917025137,0.8113054077815585,0.8056509754215081,0.9192788596447191
45,77.81556623382995,0.815830731504557,0.8081280095278089,0.9210610294677279
46,84.45440299640231,0.8170425519565215,0.8104005678201618,0.9223756869984371
47,91.65244596234469,0.8261558525483726,0.8124156713450078,0.923139973901753
48,99.45679850067671,0.828502491709066,0.8144568057453254,0.923774546207386
49,107.91853161768564,0.8300257577221177,0.8164289365134747,0.9241320849865219
50,117.09301816116393,0.8350582532793497,0.8181944340540235,0.9240076004930792
51,127.04029517552277,0.8399638069093097,0.8202973507959713,0.9241944774773471
52,137.82545677900586,0.8384684064387369,0.8229189709688666,0.9249388526853579
53,149.51908013395374,0.8433873665651237,0.8257657212695451,0.9257992992869559
54,162.19768729763553,0.8470484888835504,0.8289309928557348,0.926897319635716
55,175.94424597595506,0.853117047636471,0.8324647646337743,0.928289405372886
56,190.84871245692528,0.8542036999364905,0.836234685873864,0.929776340764793
57,207.0086202768164,0.861385216717552,0.8400137335473248,0.931036633188062
58,224.52971847115933,0.8538600319129378,0.8437960476327258,0.932065233961692
59,243.5266635872659,0.8646380720822233,0.8477666710350524,0.933117412271754
60,264.12376998673113,0.8630015722255193,0.8518694009452082,0.934118340876269
61,286.4558233478374,0.8649842073648778,0.8559493924640409,0.9348698852191429
62,310.6689626913442,0.8758610214607638,0.859963685443777,0.9353326864516991
63,336.92163670157004,0.870781332894464,0.864065800167717,0.9357252027415459
64,365.385640600841,0.8739972796609927,0.8682004939056615,0.935995084999161
65,396.2472403625319,0.8781413304105243,0.8723091903224638,0.936093024168433
66,429.7083916194416,0.8763176674665261,0.8767589092884497,0.9364980784287299
67,465.98806124394576,0.8828786807599608,0.8816814410932492,0.937381899411038
68,505.32366024821897,0.8822939495838142,0.886807950503535,0.9384335054897299
69,547.9725973813165,0.8945428875180182,0.8920417890908965,0.9395652604270358
70,594.2139635897032,0.8817575056910709,0.8974167646017093,0.9408489616348921
71,644.3503583642121,0.8880836612119531,0.9029464361687296,0.942332643901764
72,698.7098699248681,0.8956198429481197,0.9083832973457334,0.9437712186009571
73,757.6482222017564,0.8878279063908107,0.913609449330311,0.945078251454369
74,821.5511026615733,0.8930501940263987,0.9186622700960909,0.946342076705282
75,890.8366862129621,0.9062098639507916,0.9233982395836677,0.947449981881324
