label,mid,pi,xsi,pi2,fwh,theta_W,tajima,sites
real,-365.385640601,0.00775151784405,0.749079635923,0.252172446601,0.00769691382911,0.00771395566436,0.0157565391758,13835574
real,-51.6016997235,0.00752329230553,0.752459952336,0.251451486261,0.00754528127847,0.00755225778279,-0.0124105186127,10420600
real,-1335.28026816,0.00787929737923,0.748988400233,0.253660551724,0.00783779000146,0.00779571843417,0.0346913458194,4389368
real,5.42415812564,0.00736407518575,0.747786926226,0.256363743904,0.00733624462131,0.0073526287286,0.0050374647638,6814333
real,117.093018161,0.00763388530276,0.74896946405,0.254672075791,0.00761981434033,0.00761467126154,0.00816496628674,12636423
real,20.6099065533,0.00751470691389,0.747211503477,0.252784439919,0.00742177170567,0.00748317263932,0.013635852105,8802654
real,-8.62561405638,0.00732127701206,0.751702091271,0.250817030339,0.00731736064667,0.00737770183922,-0.0247476185481,7574452
real,1.24504186712,0.0070466102709,0.750338094801,0.250466618425,0.00699731439374,0.00715328253197,-0.0482529692738,3829099
real,17.3826449866,0.0074428197649,0.749976468735,0.256741943928,0.00750753435032,0.00745059589149,-0.00337720167502,8035682
real,14.6373483554,0.00742622694311,0.749451032005,0.254417653926,0.00742350167325,0.00742578923972,0.000190731115263,7505522
real,-22.4301642628,0.00747289384904,0.74977961639,0.253700725974,0.00747147770412,0.0074723928635,0.000216945304432,8131780
real,890.836686213,0.0079292071208,0.748047822872,0.254146114348,0.0078890218504,0.00781960906397,0.0453527393201,9340856
real,1047.40774894,0.00786277876675,0.750409420956,0.25652785557,0.00793756958495,0.00781268719526,0.0207466878866,7492979
real,0.909763354201,0.00699916016958,0.749696433903,0.24610308334,0.00681632702994,0.00715275469562,-0.0694830544093,3436055
real,-264.123769987,0.00769952353505,0.751013599921,0.252976978186,0.00771847726978,0.00768244023139,0.00719548313601,14354928
real,0.761396427289,0.00692426927921,0.747929799619,0.24627738915,0.00673402105561,0.00704789940677,-0.0567596405486,3151728
real,-24.4037469355,0.00742505276489,0.74914651813,0.253272982495,0.00740306124788,0.00744040888138,-0.00667836228328,9166673
real,1135.71781557,0.00784274006299,0.749780579025,0.254742700937,0.00785519078265,0.00778046761589,0.0258984681398,6708272
real,-162.197687298,0.0077145427287,0.749810516243,0.253725940368,0.00771261325158,0.00767571386415,0.0163690331562,13598758
real,-224.529718471,0.00779297274199,0.749741938267,0.254613713625,0.00781512205754,0.00771787480403,0.0314860006824,13965993
real,-7.87781314479,0.00729215680895,0.752565004387,0.252194269336,0.00732453656768,0.00736836192138,-0.0334654762093,7090831
