label,key,start,mid,end,pi,xsi,pi2,fwh,theta_W,tajima,KZl,sites
0,1140,1139,1139,1140,0.00778044515454,0.753560143946,0.252396700577,0.00786630226762,0.00781023647532,-0.012342599644,-0.0186851494148,4691435
0,210,209,209,210,0.00771848136515,0.750667245962,0.254495245013,0.00776214387067,0.0076872768982,0.0131351116036,-0.0096545046898,51570188
0,1260,1259,1259,1260,0.00778111888884,0.750999656654,0.254645390414,0.00780293480358,0.00777867749141,0.001015571501,-0.00476703669061,3483617
0,660,659,659,660,0.00782012861193,0.750862898027,0.254124803855,0.00784651844256,0.00777967380091,0.0168265854884,-0.00576589210826,13809747
0,2220,2219,2219,2220,0.00769563589227,0.756071496941,0.246024092191,0.00780685753449,0.0077339153841,-0.0160065843633,-0.0244285482907,170690
0,690,689,689,690,0.00786290008695,0.751724999605,0.254993616515,0.00794435706659,0.00781108396038,0.0214654836559,-0.0177258923173,13064903
0,1770,1769,1769,1770,0.00787547198061,0.750479030916,0.257693434413,0.00790359084168,0.00784303175802,0.0133825371122,-0.00609327904366,840556
0,540,539,539,540,0.00779619790227,0.751402205753,0.253886879768,0.00783180801512,0.00776862228394,0.0114860126085,-0.00779150869808,18704861
0,2400,2399,2399,2400,0.00771262195409,0.754811720859,0.264477192446,0.00802801518043,0.00778977771631,-0.0320225710792,-0.0687547794118,116001
0,810,809,809,810,0.00781330892376,0.750374430582,0.254680129743,0.00781839203113,0.00778506427114,0.0117397821909,-0.00110983148543,10010515
0,930,929,929,930,0.00785765017838,0.747766305377,0.254627979141,0.00781078770371,0.00776916154393,0.0368551314068,0.0102527293358,7625975
0,2010,2009,2009,2010,0.0079373411541,0.752485988316,0.242828751866,0.00776361136349,0.0079963702255,-0.0238794877228,0.036916666141,308307
0,2910,2909,2909,2910,0.00684516661795,0.804852232171,0.26722886928,0.0089198298195,0.0078552422471,-0.413676977861,-0.446048416862,17124
0,2460,2459,2459,2460,0.00816295526854,0.758180017988,0.22169273224,0.00765849191115,0.00804941526443,0.0455924494684,0.106395876966,87891
0,990,989,989,990,0.00789129671238,0.749560623454,0.25621853511,0.00793483019381,0.0077859370081,0.0437872040356,-0.00950385401093,6422435
0,2850,2849,2849,2850,0.00740334170854,0.771789325377,0.267005596413,0.00877828068916,0.00709052234029,0.141642478082,-0.326748299075,14000
0,2700,2699,2699,2700,0.00980119351126,0.711162871425,0.29831686279,0.00962018731952,0.00872344164387,0.398943134494,0.0351875929876,42902
0,120,119,119,120,0.00764992081681,0.750099523582,0.252542832726,0.00763421355011,0.00761620016068,0.0143267450977,0.00350555284747,86486955
0,1950,1949,1949,1950,0.00786743497682,0.752971047984,0.252897154366,0.00791265817426,0.00786279545711,0.00190893825913,-0.00977403975053,459132
0,2550,2549,2549,2550,0.00735353068333,0.757344746455,0.233590404258,0.00710730173022,0.0075629673982,-0.0894150823388,0.0552074525403,47909
0,60,59,59,60,0.00751944502834,0.750876744153,0.253978797059,0.00754331023841,0.00752733245749,-0.0033906619488,-0.00538913042388,170751950
0,2490,2489,2489,2490,0.00808720763369,0.755175232397,0.248231179224,0.00809649202194,0.00803250425552,0.0220001916885,-0.00196105476694,58357
0,2310,2309,2309,2310,0.00769126405153,0.747619387362,0.263465345425,0.00776161712395,0.00765443659265,0.0155555314978,-0.0156084706755,122412
0,1410,1409,1409,1410,0.00802012612774,0.746235831036,0.25070941554,0.00790097236185,0.00780967430917,0.087194842015,0.0259327267591,2259080
0,2790,2789,2789,2790,0.00843768277836,0.75040795124,0.239499734322,0.00830095965824,0.00827502648866,0.0632705981748,0.0279206484116,17922
0,1380,1379,1379,1380,0.00771891585366,0.750076462214,0.250697711455,0.00767097889121,0.0076963438117,0.00948984915341,0.010586721277,2539885
0,2250,2249,2249,2250,0.00803301881349,0.72418790066,0.245614935858,0.00713571886726,0.0079102224397,0.0501995842643,0.192674794892,150225
0,1320,1319,1319,1320,0.00791071534977,0.750476211506,0.254157658406,0.00794220841001,0.00782299246396,0.0362840705824,-0.00684259453123,3034715
0,1080,1079,1079,1080,0.0078673269111,0.751996581198,0.251282320906,0.00787277160622,0.00781520313218,0.0215813023914,-0.0011841830423,5226331
0,1920,1919,1919,1920,0.00793094359699,0.741843090098,0.256159885369,0.00773087814969,0.00771385128484,0.0910471002246,0.0440745027222,454069
0,390,389,389,390,0.00776754748868,0.749712855163,0.253598733672,0.00775535034932,0.00772354530216,0.0184351359462,0.00268432030493,27632338
0,2820,2819,2819,2820,0.00860788874954,0.784863453815,0.178620710106,0.00772164241458,0.00818771294157,0.163422204779,0.180752116846,5906
0,1710,1709,1709,1710,0.00782528647051,0.738584813888,0.256109049439,0.00756807970047,0.007738168806,0.0364262588247,0.0564924395297,1006260
0,300,299,299,300,0.00771453139256,0.751402192764,0.251678574934,0.00771303186653,0.00768821818115,0.0110748378562,0.000331529242436,38155306
0,420,419,419,420,0.00772722886853,0.751531892396,0.253647372637,0.00776089452968,0.00772240326344,0.00202203174528,-0.00741016008167,25753125
0,1650,1649,1649,1650,0.00788976144317,0.747275334021,0.259037963388,0.00791251488693,0.00778999467715,0.0414385884078,-0.00496440100286,1282642
0,2070,2069,2069,2070,0.00802640703702,0.739937723389,0.261493627229,0.00781999678582,0.00788259246967,0.0590129793993,0.0444898377622,245082
0,360,359,359,360,0.00777075971187,0.749769712703,0.251968689352,0.00771492082241,0.00773833263661,0.0135596757956,0.0122654243275,30130106
0,1230,1229,1229,1230,0.00789430271569,0.749950919955,0.252633777958,0.00786726624746,0.00782149074376,0.0301225167024,0.00587545479996,3523326
