label,mid,pi,xsi,pi2,fwh,theta_W,tajima,sites
real,24.1883850254,0.00783676575854,0.748871883587,0.254211806397,0.00781816928934,0.00774165723002,0.0397531303679,9637189
real,-167.619445408,0.00795781285999,0.750152206784,0.252333903308,0.00792764149424,0.00781483529935,0.0591890240296,449073
real,-15.8286889318,0.00775578139511,0.749775668575,0.253945227302,0.00775692981357,0.0076845552034,0.0299921422694,11429833
real,-66.0756217599,0.00788471300421,0.748213136789,0.253638111363,0.00783862967894,0.00780532820054,0.032909741199,3607649
real,0.25917397036,0.00717098849264,0.751079237388,0.25039777481,0.00711576884289,0.00731549892267,-0.0639206721794,10867339
real,2.98579010116,0.00750850405926,0.751482408798,0.253904752633,0.00755543144494,0.00753461331056,-0.0112129557204,12155472
real,0.585519087632,0.00727599347916,0.752228938512,0.250602062112,0.00726776492674,0.00740244615088,-0.055276290792,10864755
real,4.31644831272,0.00755340430548,0.750997919739,0.252791650089,0.00755364212219,0.00757533849806,-0.00936928402047,12557283
real,20.1902470582,0.00780582271501,0.750303316851,0.254964076996,0.00785046743386,0.0077228072915,0.034783220503,10563431
real,-36.7007824411,0.00788225146574,0.749841967615,0.252043069886,0.00785278976766,0.0077993615865,0.0343895735557,7239680
real,-1.24026854343,0.00736970834823,0.751500526736,0.25280327402,0.00737779463563,0.00745447319888,-0.0367946788172,10872914
real,-199.434261197,0.00774129228952,0.764770203362,0.248841240331,0.00803939435882,0.00781421729888,-0.0301870114599,270803
real,-2.55198853704,0.0074889568214,0.751653299874,0.252798384402,0.00752340714355,0.00753025213477,-0.0177450735592,11840118
real,-13.9971043788,0.0077307448701,0.749707540485,0.253819342766,0.00772645476032,0.00767228158077,0.0246572919,11957244
real,4.96574196038,0.00758279383494,0.750144002386,0.254108926663,0.00758278449008,0.00759032771657,-0.00321177522976,12830523
real,8.45879775006,0.00765804690802,0.750240236998,0.251975064483,0.00762576907334,0.00764128968662,0.00709614043225,12668656
real,-12.3648640521,0.00771316133832,0.749875514638,0.252869080944,0.0076930131952,0.00766870034386,0.0187604883076,12193475
real,-4.96574196038,0.00755331274342,0.750593412514,0.253854600314,0.00756517225092,0.00758081828244,-0.0117406178871,12848729
real,9.01976125955,0.00769373717456,0.750321605675,0.254683610199,0.00772287777443,0.00764819478799,0.0192683158214,12849368
real,-11.6166225672,0.00770399096738,0.748913811488,0.252025219944,0.00764109670991,0.00766889786079,0.0148072913081,12275777
real,-0.188678213907,0.00712605714642,0.752331530751,0.251559159578,0.00712058441414,0.0073025360292,-0.0781996768298,10472808
real,-223.913139748,0.0078876425681,0.74925887395,0.258536356892,0.00795084076913,0.0077757527541,0.0465415711462,222260
real,1.51387077725,0.0074168894869,0.750807600055,0.254499674117,0.00744053378718,0.00747945827871,-0.0270691005264,10907028
real,62.3203450413,0.00788771308044,0.749158474952,0.253200016819,0.0078644263194,0.00779461227511,0.0386489791247,3883372
real,0.412955896217,0.00725600422422,0.751864362752,0.249221493565,0.00720336938685,0.00737738058895,-0.0532375597624,11066622
real,237.251839606,0.00821458899287,0.741340054265,0.260095630664,0.00810831936967,0.00793169248835,0.115361330189,224266
real,3.47257150886,0.00754038194836,0.751135813412,0.252401557789,0.00754524099049,0.00757031513398,-0.0127945695554,12236111
real,-17.8839634645,0.00777448084373,0.748681609327,0.25330296998,0.00773175179908,0.00770620055358,0.0286709021956,10868262
real,-0.0593060052991,0.00703462668981,0.752580307705,0.250517214011,0.00701016860553,0.00724796218273,-0.0952430017782,10450483
real,2.16540064756,0.00746237714869,0.751385120628,0.252997677011,0.00748180157883,0.00752297505021,-0.0260648037819,11670482
real,-1.98818342549,0.00741504899194,0.751063168939,0.254428130446,0.00743736012418,0.00747806337659,-0.0272669743662,11432664
real,1.37312992154,0.00742155588875,0.751291185798,0.251618111258,0.0074066781676,0.00749134840709,-0.0301463728382,10869897
real,149.26740546,0.00789810295616,0.749880927336,0.255577007915,0.00789052485194,0.00781538033613,0.034244621716,605142
