label,key,start,mid,end,pi,xsi,pi2,fwh,theta_W,tajima,KZl,sites
real,132,131,131,132,0.00793253043458,0.754116608939,0.250382768043,0.00801143550922,0.00784607845181,0.0356466214837,-0.0170900114796,461217
real,130,129,129,130,0.00794738256235,0.744962274591,0.256613794209,0.00791326798197,0.00780686826835,0.0582301102729,0.0074261209321,505889
real,136,135,135,136,0.00779539010664,0.752085964018,0.249914175787,0.00777975031083,0.00773331195743,0.0259696001801,0.00343677530396,448765
real,134,133,133,134,0.008018382214,0.755967498635,0.252679217742,0.0082400530874,0.00790135320029,0.0479160762576,-0.0476748764762,426830
real,138,137,137,138,0.00799853160061,0.743366028191,0.257399333046,0.00789806350882,0.00782741000695,0.0707253046651,0.0218117889145,426294
real,24,23,23,24,0.00776511866406,0.750304957096,0.253749687294,0.00777826566803,0.00771966639327,0.0190522345876,-0.00289481891703,29145544
real,26,25,25,26,0.00781956955481,0.749406584746,0.253719386298,0.00780014179454,0.00774606326999,0.0307066266593,0.00426318935775,25786217
real,20,19,19,20,0.00777618430301,0.749460368847,0.253653760812,0.00775901734909,0.00771638625395,0.0250762317203,0.0037815758165,37913394
real,22,21,21,22,0.00776360349019,0.750437282717,0.253644370524,0.00777712861448,0.00770798889458,0.023347304676,-0.00298258977378,33115255
real,28,27,27,28,0.00781366868708,0.750164676208,0.25410690622,0.00782085535142,0.00775016758421,0.0265129858625,-0.00157619142912,22952031
real,4,3,3,4,0.00749411809767,0.751073121926,0.252963466066,0.00750168379588,0.00753060053554,-0.0156763305045,-0.00170770948493,211326970
real,8,7,7,8,0.00763441035841,0.750437212243,0.252963880309,0.00762907471931,0.00761608088405,0.00778768623802,0.00119082865766,111429244
real,120,119,119,120,0.00777762986323,0.750744062285,0.259326131219,0.00789102443906,0.0077699632388,0.00319234461394,-0.024802474603,667233
real,122,121,121,122,0.00790843494379,0.74815044469,0.254054484971,0.00788759288916,0.00779346162457,0.0477297603563,0.0045449556747,646017
real,124,123,123,124,0.00796413499404,0.749217464953,0.257179967349,0.00797208853038,0.00785391082903,0.0454055295986,-0.00172103069577,599550
real,126,125,125,126,0.00807685375052,0.749108126924,0.256533458944,0.00810251653625,0.0079321754179,0.0590101368014,-0.00549823212387,574165
real,128,127,127,128,0.00774686840215,0.749756746145,0.241498925236,0.00751679221166,0.00777243925746,-0.0106437912541,0.0503058096379,535864
real,58,57,57,58,0.00789771571281,0.749789937335,0.252750822264,0.00787947235288,0.00780960706271,0.036506640091,0.0039706509526,5543990
real,54,53,53,54,0.00782942812298,0.750105945919,0.250634242061,0.00776638692129,0.00777913946649,0.0209180931096,0.0137746392324,6483752
real,56,55,55,56,0.00786569668874,0.749561284256,0.254416595354,0.00786506648701,0.00779177152187,0.0307000597484,0.00013747702789,6028061
real,50,49,49,50,0.0078923415471,0.749315207559,0.254980278219,0.00790589461309,0.00780172075901,0.0375856635394,-0.00295281175665,7819707
real,52,51,51,52,0.00788531131592,0.747273268954,0.255651773975,0.0078522374802,0.00777840997568,0.0444709602128,0.00722739309151,7080886
real,198,197,197,198,0.00851819139365,0.754662862882,0.248268485335,0.00865855878175,0.00814589282886,0.147746045077,-0.0292582219418,98012
real,194,193,193,194,0.00843249227557,0.750667526823,0.267276905056,0.00878255254312,0.00812520741268,0.12227636123,-0.0731660127157,118400
real,196,195,195,196,0.008366712893,0.740815004134,0.265957117796,0.00840645569362,0.00798909304987,0.152802537129,-0.0084468064673,102344
real,190,189,189,190,0.00794401277111,0.748533894153,0.261230787513,0.00812362696117,0.00784828740371,0.0394343849799,-0.0388644460002,118282
real,192,191,191,192,0.0076949147478,0.754066474912,0.256365068297,0.00784384735931,0.00780393975477,-0.0451689089902,-0.0324091456046,120416
real,114,113,113,114,0.00789325705926,0.754650983064,0.252786716199,0.00801109456382,0.00785211607441,0.0169520125494,-0.02550517106,761454
real,88,87,87,88,0.00802574278243,0.74779845935,0.249595238301,0.0078752319997,0.00792147801656,0.0425890135187,0.0322945613455,1784125
real,116,115,115,116,0.00779075766728,0.752555405716,0.251725666783,0.00781799209758,0.00776745175481,0.00970772843555,-0.00595892019255,728652
real,110,109,109,110,0.00784137232741,0.75068421657,0.251120056854,0.0078156732516,0.00777240399872,0.0287101123483,0.00561955106347,881427
real,112,111,111,112,0.00797363306047,0.746181001519,0.251432024694,0.00781281023594,0.00786789298923,0.0434831049412,0.0347398094322,850863
real,82,81,81,82,0.00782360508197,0.755050729711,0.252846910706,0.00793075398189,0.00781876048328,0.002004892119,-0.0232928819234,2265318
real,80,79,79,80,0.00791269104449,0.750558007782,0.256357990917,0.00796552700098,0.00782606162634,0.0358174366271,-0.0114752227365,2421050
real,86,85,85,86,0.00790902405211,0.753473163957,0.252673114731,0.00801224371693,0.0078260687218,0.0342979796542,-0.0224175753335,1939919
real,118,117,117,118,0.00794955232164,0.747267920494,0.255951277228,0.00793792679789,0.00786444180137,0.0350142270998,0.00251229998845,709425
real,84,83,83,84,0.00788518652392,0.752593992715,0.2542603858,0.00797680018473,0.00780566393213,0.0329647261512,-0.0199490048018,2025766
real,108,107,107,108,0.00804816967805,0.747097453588,0.258888871991,0.0080684245893,0.0078828427431,0.0678587057916,-0.00436708556113,950424
real,102,101,101,102,0.00797794142266,0.743290542075,0.261473593233,0.00794165133047,0.00788046754876,0.0400210518104,0.00782687799636,1136138
real,100,99,99,100,0.00783852526451,0.749083038334,0.254323752244,0.00781421429111,0.00782638842436,0.00501763297592,0.00527954010961,1220852
