"","label","mid","pi","xsi","pi2","fwh","theta_W","tajima","sites","B","Bsmooth"
"152","real",26.5435695254,0.00750277511896,0.750020701549,0.252908308517,0.00748698084154,0.00748239696234,0.00881270929883,8962199,0.903948809513253,0.902823235858941
"68","real",28.863634846,0.00758905116554,0.747643829958,0.254708351875,0.00752760563828,0.00755006477015,0.0167089039624,9366497,0.914343513920482,0.903227479152896
"132","real",-28.863634846,0.0074665391028,0.750488365065,0.255749613278,0.0075289129865,0.00746668812897,-6.4583259374e-05,9258578,0.899583024433735,0.903227479152896
"57","real",-31.3791252034,0.00748515904542,0.753874627611,0.253533754489,0.00758506918475,0.00749841299642,-0.00571954394545,9128599,0.901826391014458,0.902965405880121
"141","real",31.3791252034,0.00748016517748,0.749927026271,0.251510666027,0.0074327275039,0.00747227765,0.00341565090996,9534688,0.901224720178313,0.902965405880121
"54","real",34.1065017486,0.00750373786576,0.749549851906,0.25488654986,0.00751443511052,0.00751205407506,-0.00358222125847,9703452,0.904064803103614,0.90300451075502
"146","real",-34.1065017486,0.00748791793208,0.749410844295,0.254225944049,0.00746937420122,0.00750466169702,-0.00721950524287,9194146,0.90215878699759,0.90300451075502
"22","real",-37.0636121971,0.00749619594256,0.752066331794,0.255740009004,0.00758278315468,0.00751349688841,-0.00745098397796,10116618,0.903156137657831,0.903441850226082
"75","real",37.0636121971,0.00746231029162,0.750476744379,0.256463221603,0.00751546685395,0.00748141950085,-0.0082650323415,10060833,0.899073529110843,0.903441850226082
"134","real",40.2698076233,0.00743660332261,0.750313515511,0.253542613273,0.00740918079972,0.0074721292829,-0.0153846450325,10495796,0.895976303928916,0.903777342327023
"174","real",-40.2698076233,0.00752379228136,0.751130201176,0.25403976046,0.00756107154925,0.00752650773253,-0.00116743970904,10287079,0.906480997754217,0.903777342327023
"73","real",43.746069092,0.00755386507716,0.749192063678,0.253612025456,0.00752594212681,0.00754074042801,0.00563196265462,10456725,0.910104226163855,0.90470235219578
"124","real",-43.746069092,0.00746425906496,0.753327318268,0.251023701901,0.00750200263701,0.00751368294126,-0.0212848179003,10362016,0.899308321079518,0.90470235219578
"93","real",-47.5151449569,0.00751589565199,0.752290652786,0.251551991553,0.00752978392519,0.00754531511165,-0.0126166288698,10361158,0.905529596625301,0.906622227875827
"108","real",47.5151449569,0.00756466368244,0.74943895009,0.254744474394,0.0075596770908,0.00754332243393,0.0091546838087,10808704,0.911405262944578,0.906622227875827
"2","real",-51.6016997235,0.00752329230553,0.752459952336,0.251451486261,0.00754528127847,0.00755225778279,-0.0124105186127,10420600,0.90642075970241,0.90908134272469
"189","real",51.6016997235,0.00753388548712,0.749426861606,0.253040120882,0.00749214936574,0.00753704363129,-0.001355867278,10974671,0.907697046640964,0.90908134272469
"60","real",56.0324754521,0.00756004516834,0.749737928269,0.257370728783,0.00761699989621,0.00754775724254,0.00526801553318,11323466,0.910848815462651,0.911567640546583
"138","real",-56.0324754521,0.00756305093068,0.752838255737,0.251746282711,0.00761205118241,0.00757467449586,-0.00496548594341,11243507,0.911210955503614,0.911567640546583
"176","real",-60.8364667546,0.00763476755422,0.75096390715,0.25396974499,0.00766846465094,0.00760681590197,0.011890247296,11009609,0.919851512556627,0.914446448601213
"193","real",60.8364667546,0.00764962865457,0.748389974373,0.254615238835,0.00762306997131,0.00759270996277,0.0242574151829,11346441,0.921642006574699,0.914446448601213
"32","real",66.0451105337,0.00760001919795,0.749786160597,0.250107725319,0.00750392941656,0.00756486306525,0.0150378825486,12130274,0.915664963608434,0.917308920148107
"179","real",-66.0451105337,0.00761544850095,0.750091540251,0.253773440089,0.00762189743068,0.00758617513373,0.0124863699828,11245495,0.917523915777108,0.917308920148107
"87","real",-71.6924917025,0.00757919202901,0.751832868956,0.251652145574,0.00758307653341,0.00758326102746,-0.00173627266497,11324676,0.913155666145783,0.919278859644719
"113","real",71.6924917025,0.00760930483426,0.7494712605,0.251735118967,0.00755826191833,0.00758257189309,0.011408187319,11406163,0.916783714971084,0.919278859644719
"94","real",77.8155662338,0.00771773197352,0.747887565622,0.255197279978,0.00767823283778,0.00762608164246,0.0388883254347,12001662,0.929847225725301,0.921061029467728
"107","real",-77.8155662338,0.00767479260261,0.749792870595,0.253788937781,0.00767411584807,0.00762642094543,0.0205237551043,11922852,0.924673807543373,0.921061029467728
"24","real",-84.4544029964,0.0076501241738,0.750267746671,0.252886057635,0.00763298837958,0.00761752955331,0.0138458076025,11570391,0.921701707686747,0.922375686998437
"172","real",84.4544029964,0.00765255673096,0.750371314302,0.2532640807,0.00765622294077,0.00760924427831,0.0184186546667,12027346,0.921994786862651,0.922375686998437
"69","real",91.6524459623,0.00761901193615,0.751422464479,0.252077848167,0.00763070996046,0.00760823451641,0.00458371564338,12382944,0.917953245319277,0.923139973901753
"131","real",-91.6524459623,0.00764096930912,0.751664283499,0.25224764871,0.00766300572996,0.00761425507156,0.0113527743943,11989220,0.920598711942169,0.923139973901753
"71","real",99.4567985007,0.00769124598032,0.751444409261,0.255712263805,0.00777170793857,0.00765966572773,0.0133411249334,11994944,0.926656142207229,0.923774546207386
"127","real",-99.4567985007,0.00764072277318,0.748223464332,0.252560833823,0.0075722532993,0.00760085539804,0.0169723480133,12377403,0.920569008816867,0.923774546207386
"88","real",107.918531618,0.00775992118894,0.747742431707,0.253941272917,0.00770692983358,0.00767071817137,0.0376296631549,12454727,0.934930263727711,0.924132084986522
"112","real",-107.918531618,0.00763354522335,0.748381826493,0.253431821064,0.00757974776997,0.00759783544628,0.0152084198049,12662967,0.919704243777108,0.924132084986522
"5","real",117.093018161,0.00763388530276,0.74896946405,0.254672075791,0.00761981434033,0.00761467126154,0.00816496628674,12636423,0.9197452172,0.924007600493079
"195","real",-117.093018161,0.00767010921523,0.750182189554,0.254517668534,0.00770602470899,0.00763126927492,0.0164690524597,12610456,0.924109544003614,0.924007600493079
"76","real",127.040295176,0.00764315587233,0.749132511578,0.254651732527,0.00763932473225,0.00762433792748,0.00798650612511,12402884,0.920862153292771,0.924194477477347
"123","real",-127.040295176,0.00766294358706,0.75004886898,0.254399579219,0.00767036167137,0.00762076207138,0.0179106215245,12776423,0.923246215308434,0.924194477477347
"53","real",137.825456779,0.00765434537204,0.751309106883,0.252882913822,0.00767944673192,0.00764628353621,0.00341169660215,12635152,0.922210285787952,0.924938852685358
"144","real",-137.825456779,0.00767920376243,0.751003775166,0.25320476066,0.00768952723836,0.00766519149352,0.00591523932697,12658274,0.925205272581928,0.924938852685358
"77","real",-149.519080134,0.0077105192517,0.751687553539,0.255006974958,0.00778806980979,0.00766289786156,0.0201092542516,12907172,0.928978223096386,0.925799299286956
"130","real",149.519080134,0.00766485001274,0.749821072411,0.252462235807,0.00763872616572,0.00764906022113,0.00667967349628,12868171,0.923475905149398,0.925799299286956
"19","real",-162.197687298,0.0077145427287,0.749810516243,0.253725940368,0.00771261325158,0.00767571386415,0.0163690331562,13598758,0.929462979361446,0.926897319635716
"178","real",162.197687298,0.00765842670229,0.75090619873,0.251246141941,0.00764074033414,0.00765479748239,0.00153414555445,13127562,0.922702012324096,0.926897319635716
"95","real",-175.944245976,0.00767733110906,0.750925978588,0.252815671453,0.00769026510896,0.00766067451783,0.00703568317096,13805645,0.924979651693976,0.928289405372886
"106","real",175.944245976,0.00772818459344,0.74865362014,0.254324263031,0.00770489697557,0.00765977050359,0.0289012659499,13447563,0.931106577522892,0.928289405372886
"58","real",190.848712457,0.00771466545391,0.750363577893,0.254377533138,0.00774378345649,0.00767384391095,0.0172132776015,13617537,0.929477765531325,0.929776340764793
"140","real",-190.848712457,0.0077427470045,0.752766886287,0.255298124367,0.0078580340472,0.00771977556352,0.00962876774025,13655398,0.932861084879518,0.929776340764793
"40","real",207.008620277,0.00783178844712,0.750209882346,0.25404520444,0.00785975398021,0.00774975142193,0.0342538426483,13690661,0.94358896953253,0.931036633188062
"157","real",-207.008620277,0.00766882090436,0.75292981846,0.253238054925,0.00773605230976,0.0076733660432,-0.00191667467901,13824816,0.923954325826506,0.931036633188062
"20","real",-224.529718471,0.00779297274199,0.749741938267,0.254613713625,0.00781512205754,0.00771787480403,0.0314860006824,13965993,0.938912378553012,0.932065233961692
"177","real",224.529718471,0.00771594248437,0.751124382337,0.254088835844,0.00774120612012,0.00770156966533,0.00603878953952,13851104,0.929631624622892,0.932065233961692
"29","real",-243.526663587,0.00773232316871,0.749071624499,0.253080235187,0.00769250463022,0.0077064724872,0.0108543450169,14164605,0.931605201049398,0.933117412271754
"168","real",243.526663587,0.00774524559239,0.752152673911,0.251806090541,0.00775779123315,0.00771665482794,0.0119890259885,13927623,0.93316211956506,0.933117412271754
"15","real",-264.123769987,0.00769952353505,0.751013599921,0.252976978186,0.00771847726978,0.00768244023139,0.00719548313601,14354928,0.927653437957831,0.934118340876269
"183","real",264.123769987,0.00771081535954,0.750433262459,0.251064485307,0.00765589922041,0.0076977720144,0.00548291117245,14230339,0.929013898739759,0.934118340876269
"72","real",-286.455823348,0.00775849617552,0.749378503921,0.252108150105,0.00770348776113,0.00771035466707,0.0202037829378,14615193,0.934758575363855,0.934869885219143
"126","real",286.455823348,0.00772850550241,0.7510808734,0.253134484336,0.00775574548213,0.00772246986576,0.0025290317277,14875523,0.931145241254217,0.934869885219143
"27","real",310.668962691,0.00780718158109,0.749845268563,0.255370456283,0.00779778141387,0.00775147359483,0.0232552236945,14434160,0.940624286878313,0.935332686451699
"170","real",-310.668962691,0.00782251561374,0.750083814415,0.254507050442,0.00783962246149,0.00775127250073,0.0297411117561,14351742,0.942471760691566,0.935332686451699
"55","real",336.921636702,0.00778754220828,0.74839980121,0.251772441381,0.00769859627496,0.007722256413,0.0273565776819,14262745,0.938258097383132,0.935725202741546
"194","real",-336.921636702,0.00775214004975,0.751213802883,0.253544851241,0.00777310901096,0.00774103366635,0.00464259563846,13649550,0.933992777078313,0.935725202741546
"1","real",-365.385640601,0.00775151784405,0.749079635923,0.252172446601,0.00769691382911,0.00771395566436,0.0157565391758,13835574,0.933917812536145,0.935995084999161
"30","real",365.385640601,0.00776136679693,0.750624530747,0.253106367235,0.00776379577533,0.00772848164276,0.0137687004063,14080821,0.93510443336506,0.935995084999161
"122","real",-396.247240363,0.00774188736672,0.750436160626,0.253752562033,0.0077488986409,0.00772414873583,0.00743116033899,13718207,0.932757514062651,0.936093024168433
"158","real",396.247240363,0.00780150521751,0.751721202044,0.255699910684,0.00789090693679,0.00776064828014,0.0170355113179,14570655,0.939940387651807,0.936093024168433
"28","real",429.708391619,0.00776202766757,0.750120487838,0.251315217094,0.00771547795779,0.00773358092638,0.0119025222075,13493966,0.935184056333735,0.93649807842873
"169","real",-429.708391619,0.00773611588635,0.748835863182,0.25268407172,0.00766838318769,0.00773117038073,0.00206991520058,13436793,0.932062154981928,0.93649807842873
"37","real",465.988061244,0.00776605027501,0.750459386596,0.252952070719,0.00775235190296,0.00774660174511,0.00812386422842,13444733,0.93566870783253,0.937381899411038
"160","real",-465.988061244,0.0077834854688,0.748680080814,0.252678193669,0.00771483786227,0.00775712005009,0.0109981928639,13694821,0.937769333590362,0.937381899411038
"86","real",505.323660248,0.00779004452027,0.751517547801,0.253464858135,0.00782259344748,0.00776228057867,0.0115738791063,13622893,0.938559580755422,0.93843350548973
"114","real",-505.323660248,0.00776773935165,0.751148799679,0.251840052209,0.00776607544911,0.00774899250136,0.00782834665504,12933027,0.935872211042169,0.93843350548973
"43","real",-547.972597381,0.00778729473362,0.751305809029,0.254049696216,0.00782828569899,0.00775970662786,0.011504387803,12744740,0.938228281159036,0.939565260427036
"155","real",547.972597381,0.00783307912517,0.751281242998,0.252066958893,0.00782776733547,0.00778195551477,0.0212578784296,13546769,0.943744472912048,0.939565260427036
"78","real",594.21396359,0.00784223272103,0.750785107837,0.251975487953,0.00782901709955,0.00776770185558,0.031047775101,12495278,0.944847315786747,0.940848961634892
"121","real",-594.21396359,0.00779051683539,0.751161331143,0.253008961498,0.00780274291463,0.00775282536869,0.0157314862477,12012233,0.938616486191566,0.940848961634892
"80","real",644.350358364,0.00785587746631,0.748134139048,0.253659906765,0.0077979508438,0.00778096910681,0.031151808562,11811644,0.946491261001205,0.942332643901764
"120","real",-644.350358364,0.00782613128801,0.752100899781,0.253659368574,0.00788892930375,0.0077974850445,0.0118877545844,11887816,0.94290738409759,0.942332643901764
"42","real",-698.709869925,0.00780542515007,0.752008782705,0.253690651013,0.00784760028303,0.00777970708931,0.0106969880254,11405685,0.940412668683133,0.943771218600957
"156","real",698.709869925,0.00785171550561,0.750301488865,0.253610123712,0.00787609104114,0.00779002568907,0.0256248392491,11460193,0.945989819953012,0.943771218600957
"23","real",757.648222202,0.00785924294696,0.749927885916,0.253196277975,0.00783882790753,0.00779387984389,0.0271372086193,10511233,0.94689674059759,0.945078251454369
"173","real",-757.648222202,0.0077934869028,0.749487148523,0.25311230761,0.00775399662506,0.007781917782,0.00481060765483,10534414,0.938974325638554,0.945078251454369
"62","real",821.551102662,0.00794233392787,0.748335321031,0.254025282675,0.0078930767757,0.00783015185824,0.0463595470792,9767993,0.956907702153012,0.946342076705282
"137","real",-821.551102662,0.0077903495647,0.750351410654,0.251242835465,0.00774864955573,0.00776927485252,0.00877742682979,10140241,0.938596333096385,0.946342076705282
"12","real",890.836686213,0.0079292071208,0.748047822872,0.254146114348,0.0078890218504,0.00781960906397,0.0453527393201,9340856,0.95532615913253,0.947449981881324
"186","real",-890.836686213,0.00778961750202,0.750058020788,0.254364228634,0.00779644270356,0.00776785324268,0.00906626788412,9314931,0.938508132773494,0.947449981881324
"98","real",965.958371707,0.00792026257186,0.747652696357,0.25333696533,0.00786010052326,0.0078156244236,0.0433223130904,8544292,0.954248502633735,0.948333239767919
"103","real",-965.958371707,0.00787087912572,0.750615533985,0.251180757141,0.00784569072634,0.00779768041782,0.0303754446156,7648416,0.948298689845783,0.948333239767919
"13","real",1047.40774894,0.00786277876675,0.750409420956,0.25652785557,0.00793756958495,0.00781268719526,0.0207466878866,7492979,0.947322742981928,0.949108432720464
"41","real",-1047.40774894,0.00782161072398,0.751322826247,0.251244921316,0.00779391768448,0.00782413577499,-0.00104428215297,6918550,0.942362737828916,0.949108432720464
"18","real",1135.71781557,0.00784274006299,0.749780579025,0.254742700937,0.00785519078265,0.00778046761589,0.0258984681398,6708272,0.944908441324096,0.949971728593898
"96","real",-1135.71781557,0.00794301042341,0.74918572912,0.254107916996,0.00792465352495,0.00785824897144,0.0349024438964,6075719,0.956989207639759,0.949971728593898
"63","real",1231.46646502,0.00779488293477,0.749576241644,0.253241308929,0.00777207551354,0.00775668251503,0.0159358423515,5884790,0.939142522261446,0.95085470578079
