"","label","mid","pi","xsi","pi2","fwh","theta_W","tajima","sites","B","Bsmooth"
"136","real",-1231.46646502,0.00797211962295,0.750643775383,0.25519764166,0.00804279057246,0.00786059442341,0.0459092099547,5305692,0.960496340114458,0.95085470578079
"3","real",-1335.28026816,0.00787929737923,0.748988400233,0.253660551724,0.00783779000146,0.00779571843417,0.0346913458194,4389368,0.949312937256627,0.951569739835345
"197","real",1335.28026816,0.00790700698149,0.744744885946,0.250539070432,0.00770744656882,0.00781045666455,0.0399998219632,4551585,0.952651443553012,0.951569739835345
"79","real",1447.83857349,0.00790613921872,0.751087138901,0.254875144647,0.00794181833845,0.00783309472263,0.0301739363724,3477284,0.952546893821687,0.952273932665998
"119","real",-1447.83857349,0.00795979050446,0.746315199675,0.257921964761,0.0079425771968,0.00783653556143,0.0508930271545,3530989,0.959010904151807,0.952273932665998
"66","real",1569.87795282,0.00797536347708,0.748760484664,0.252326613045,0.0079291232382,0.0078544550748,0.0498097096391,2587609,0.960887165913253,0.952999049533095
"188","real",-1569.87795282,0.00789864793855,0.748196512587,0.257696806731,0.00794704161773,0.00778301300293,0.0480747050389,2911909,0.951644329945783,0.952999049533095
"101","real",-1702.19702126,0.00788887656882,0.750710283343,0.253176238858,0.00787306711724,0.00786194760061,0.0110830467094,2088624,0.950467056484337,0.953572651387457
"198","real",1702.19702126,0.00778975547817,0.749662883186,0.25407742977,0.00775319734603,0.00779172411493,-0.000817518377434,1760690,0.938524756406024,0.953572651387457
"105","real",1845.66166332,0.00796945975492,0.751049823658,0.256795369851,0.00806577797272,0.00789928342496,0.0287442693758,1027316,0.960175874086747,0.953894053868532
"180","real",-1845.66166332,0.00787518622407,0.749321485893,0.253598949686,0.00782459095214,0.0078451810065,0.0123752838938,1499143,0.948817617357831,0.953894053868532
"97","real",-2001.21069918,0.00806145589618,0.743956014031,0.244468179545,0.00770652495191,0.0079085593096,0.0625496304811,653473,0.971259746527711,0.953430438928741
"104","real",2001.21069918,0.00800663565806,0.748238589426,0.261609454319,0.00810322786237,0.00790468537811,0.0417266282731,533598,0.964654898561446,0.953430438928741
"61","real",2169.86202825,0.00793500160474,0.747237702505,0.250810078803,0.0078044553001,0.00782941837599,0.0436261395418,399805,0.956024289727711,0.951850125210534
"143","real",-2169.86202825,0.00784411557403,0.755684521984,0.252331224779,0.00805405873994,0.00779534416148,0.0202405896712,450174,0.945074165545783,0.951850125210534
"89","real",-2352.71929018,0.00764386846486,0.756074661081,0.255294661797,0.0077669854947,0.00770005043526,-0.0236007216648,263032,0.920948007814458,0.949476172787706
"111","real",2352.71929018,0.00796896936139,0.75155438026,0.248247710123,0.0079223986808,0.00788618683855,0.0339553621007,281718,0.960116790528916,0.949476172787706
"100","real",-2550.97908706,0.00826166028699,0.748350686488,0.242730891024,0.00800571175746,0.007971488954,0.11770607677,139608,0.995380757468675,0.946323055766003
"116","real",2550.97908706,0.00813650493375,0.75876028228,0.2582465019,0.00859844890959,0.00790477015129,0.0947738074806,106796,0.980301799246988,0.946323055766003
"67","real",2765.9388138,0.00797045863311,0.749255148435,0.256207068341,0.00807484186951,0.00787215677913,0.0403658984937,97635,0.960296220856626,0.941888291848837
"133","real",-2765.9388138,0.00672590241345,0.758054644051,0.232685852676,0.00649191970835,0.00718592644964,-0.206929315629,101817,0.81034968836747,0.941888291848837
"26","real",-2999.00514822,0.00757249131518,0.757729844559,0.248380954916,0.00766663854239,0.00771981129932,-0.0617413582735,639123,0.912348351226506,0.93586101312381
"128","real",2999.00514822,0.00795740277849,0.750230582048,0.245119262521,0.00772965751804,0.00786550591569,0.0378016408222,807328,0.958723226324096,0.93586101312381
