,distance,label,pi,fam_div_jc,rat_div_jc,tajima,sites
0,0,autosomes,0.00762857580149,0.0370343670837,0.178981741359,-0.457724555013,375537780
1,30,autosomes,0.00808482945716,0.0374470764057,0.17892787349,-0.448419717277,110623293
2,60,autosomes,0.00825456245997,0.0376548400796,0.17887397488,-0.451298982896,71149501
3,90,autosomes,0.00835827673641,0.0377121792724,0.178808632283,-0.442355497608,51254068
4,120,autosomes,0.00846953676608,0.0378891996882,0.179101559039,-0.439684869726,40183172
5,150,autosomes,0.00849510417341,0.0379774699984,0.1794408171,-0.444303722204,31894684
6,180,autosomes,0.00856905238196,0.0379972774589,0.179380505718,-0.438357744416,27088673
7,210,autosomes,0.00864915840267,0.0380900852085,0.179598820015,-0.434993045035,23030604
8,240,autosomes,0.00868252525102,0.0381796668498,0.179616443254,-0.435602184965,19925528
9,270,autosomes,0.00866886848854,0.038184733572,0.179868619532,-0.439779361305,17007399
10,300,autosomes,0.00874390601231,0.0381959021076,0.179514136109,-0.430728523664,14919580
11,330,autosomes,0.00879247666059,0.0381779471307,0.179994460298,-0.43011726766,13359465
12,360,autosomes,0.00885032789088,0.0382218948756,0.179555379727,-0.431414118283,11775644
13,390,autosomes,0.00880102762116,0.0383158366454,0.179484651555,-0.437596994728,10741333
14,420,autosomes,0.00893319921576,0.0382522015039,0.179561044598,-0.421189524214,9738614
15,450,autosomes,0.00888277917043,0.0382836065374,0.179378560856,-0.434218253971,8978046
16,480,autosomes,0.00884104608652,0.0381624871134,0.179324562609,-0.431592810807,8232810
17,510,autosomes,0.00894738973414,0.0384520817294,0.179761207446,-0.425661758719,7482431
18,540,autosomes,0.00893207050894,0.0384208801603,0.17974995268,-0.428836709677,6784758
19,570,autosomes,0.00895789667542,0.0385103823748,0.179197018237,-0.423996109678,6173813
20,600,autosomes,0.00902574901073,0.0385699935577,0.180926484784,-0.427494290635,5889052
21,630,autosomes,0.00894952677465,0.0384138647814,0.179922522729,-0.439630756849,5387391
22,660,autosomes,0.00902703615712,0.0385147775267,0.180121964864,-0.441734235857,5102475
23,690,autosomes,0.00888925028097,0.0385186401747,0.180700899273,-0.444642683603,4666167
24,720,autosomes,0.00899718787929,0.0387021301266,0.180749951576,-0.443729935898,4385995
25,750,autosomes,0.00902416174505,0.0384284561981,0.179723312418,-0.425080796623,4106559
26,780,autosomes,0.00890009073759,0.0382485536071,0.180493608098,-0.44402952714,3829725
27,810,autosomes,0.00907577062928,0.0385992539893,0.181162750582,-0.430484235646,3493652
28,840,autosomes,0.00905328646828,0.0383408513479,0.180273501256,-0.422693353608,3269335
29,870,autosomes,0.00897539826606,0.0386442479687,0.180445478926,-0.451268682584,2901644
30,900,autosomes,0.00905696763387,0.038295965654,0.179090713666,-0.42306487446,2782641
31,930,autosomes,0.00906848614739,0.0384204040245,0.178610682864,-0.399677466962,2588130
32,960,autosomes,0.00902330926926,0.0385991446418,0.178959328002,-0.432212711797,2386830
33,990,autosomes,0.00908985865727,0.0386996498943,0.178981952734,-0.433375674436,2311645
34,1020,autosomes,0.00903490699844,0.038618414085,0.179990001413,-0.442744754451,2182779
35,1050,autosomes,0.00912786684334,0.0385213644017,0.179297337102,-0.422837043283,2013938
36,1080,autosomes,0.00905366879014,0.038684006955,0.180250612146,-0.445881827612,1986298
37,1110,autosomes,0.00925369868346,0.038729988728,0.179867617767,-0.397822183386,1923227
38,1140,autosomes,0.00913614334253,0.0384652264293,0.178444717393,-0.422668799635,1725034
39,1170,autosomes,0.00911892202773,0.0386116766854,0.17846536429,-0.416733486616,1699659
40,1200,autosomes,0.00915801986676,0.0388915555148,0.178930387827,-0.440735585823,1646289
41,1230,autosomes,0.00913622372308,0.0386605188919,0.179778625673,-0.444956175774,1523500
42,1260,autosomes,0.00913320063917,0.0389511225814,0.177876886473,-0.438100325217,1394580
43,1290,autosomes,0.00939384787172,0.0390342325356,0.179486367004,-0.390850347108,1386613
44,1320,autosomes,0.00924565320993,0.0387133570424,0.179856325963,-0.384041418064,1260655
45,1350,autosomes,0.00914440715491,0.0390898537927,0.17813504952,-0.440245092664,1194713
46,1380,autosomes,0.00920273119908,0.0387645533745,0.17866232186,-0.440636874848,1133807
47,1410,autosomes,0.0091581336248,0.0389153470359,0.178332600822,-0.450421152145,1093664
48,1440,autosomes,0.00923735255517,0.0387725895084,0.177431336308,-0.432276044721,1005202
49,1470,autosomes,0.00928913807965,0.0387537575649,0.177276717503,-0.418426228459,991063
50,1500,autosomes,0.00931355429884,0.0386800103486,0.179194942494,-0.417505408081,942373
51,1530,autosomes,0.00909924643701,0.0387576031533,0.177092953859,-0.436180839597,898706
52,1560,autosomes,0.00916476672176,0.0386902871507,0.177133121493,-0.434464413149,829133
53,1590,autosomes,0.00912287096254,0.0385010619309,0.17874431599,-0.410949472217,795640
54,1620,autosomes,0.00906550231119,0.0386998647165,0.177717689934,-0.427319535832,777022
55,1650,autosomes,0.00944786873936,0.0389843692094,0.177999484763,-0.42189759871,728694
56,1680,autosomes,0.00925187411295,0.0390670269698,0.179180434606,-0.443227528682,656816
57,1710,autosomes,0.0092869380042,0.0385416333316,0.176125477519,-0.434818206678,692423
58,1740,autosomes,0.00915244244482,0.0382842561307,0.175741366994,-0.442569294934,615965
59,1770,autosomes,0.00923701494044,0.0392242222688,0.178978770813,-0.455423583458,583915
60,1800,autosomes,0.00922453407821,0.0385904839308,0.177583428305,-0.442889160934,580787
61,1830,autosomes,0.00932647751225,0.0387649581375,0.17866525757,-0.432286789059,529431
62,1860,autosomes,0.0092764677265,0.0381864661937,0.175214026553,-0.42103051496,533029
63,1890,autosomes,0.00916582930566,0.0387365868442,0.176511071714,-0.465201211104,476277
64,1920,autosomes,0.00936791306083,0.038635647979,0.177429753341,-0.420086659439,487368
65,1950,autosomes,0.00923128113651,0.0386443452424,0.176891027623,-0.430957924223,461402
66,1980,autosomes,0.00920996158774,0.0386520504587,0.176504188835,-0.450603677475,489290
67,2010,autosomes,0.0092508079181,0.0394419873371,0.179159515136,-0.452769833449,420167
68,2040,autosomes,0.0095161875578,0.0392061067964,0.179837645921,-0.419497295766,412079
69,2070,autosomes,0.00910603836492,0.0384180406279,0.176673956889,-0.404849174219,373211
70,2100,autosomes,0.0091116620484,0.0382193384774,0.175084443083,-0.434707170413,360449
71,2130,autosomes,0.00885755960218,0.0385580192894,0.17699191096,-0.518229030587,341638
72,2160,autosomes,0.00901320251659,0.0384983309957,0.176767854293,-0.447915452644,331735
73,2190,autosomes,0.00933652641837,0.038073342659,0.177082874419,-0.39400966794,346846
74,2220,autosomes,0.00900298565242,0.0386299394131,0.175238637017,-0.499568288406,318682
75,2250,autosomes,0.00925624018624,0.0382913744064,0.177676434897,-0.404440191738,322285
76,2280,autosomes,0.00910221249846,0.038271413185,0.178788001239,-0.426875486384,307440
77,2310,autosomes,0.00905865631933,0.0383544119853,0.178262852579,-0.445934564121,287027
78,2340,autosomes,0.00935893596823,0.039064033,0.177304764868,-0.409475332905,293347
79,2370,autosomes,0.00932812506419,0.0389847061009,0.179077898616,-0.405175709661,281846
80,2400,autosomes,0.00916838646997,0.0391202769789,0.179838195863,-0.400315046995,296163
81,2430,autosomes,0.00898416937819,0.0380195467704,0.178000153161,-0.437525260025,249164
82,2460,autosomes,0.00933567897074,0.0384028448522,0.178775226474,-0.42335655515,275001
83,2490,autosomes,0.00900524383595,0.0384559367593,0.179411524257,-0.411514902237,250329
84,2520,autosomes,0.00890290180427,0.0379842768113,0.177215477176,-0.450004970952,237375
85,2550,autosomes,0.00937116756484,0.0384492767222,0.179065399207,-0.356324832228,247970
86,2580,autosomes,0.00911691806258,0.0388509269778,0.177065038879,-0.427965420244,247743
87,2610,autosomes,0.00957269378482,0.039445458834,0.178245769974,-0.382298629245,207359
88,2640,autosomes,0.00937917580344,0.0390415895561,0.17424229473,-0.410770707609,209895
89,2670,autosomes,0.00947451281195,0.0393947271932,0.178412753407,-0.358196007014,222315
90,2700,autosomes,0.00949581109732,0.039663303975,0.180402011652,-0.400171797763,194524
91,2730,autosomes,0.00932901063179,0.0393218880969,0.180778977907,-0.385606627754,193219
92,2760,autosomes,0.00944488992189,0.0385254090288,0.179389415358,-0.428753437066,194154
93,2790,autosomes,0.00981255955682,0.0396388094318,0.178892616478,-0.33984104479,190497
94,2820,autosomes,0.00995863650755,0.0387811734334,0.178439394947,-0.316945912859,180365
95,2850,autosomes,0.00978619255458,0.039098620818,0.179641030295,-0.352725427993,187259
96,2880,autosomes,0.00945888731298,0.038613800259,0.178510026185,-0.449530190974,169808
97,2910,autosomes,0.00935394378099,0.0391949818938,0.179554916469,-0.409173079458,165050
98,2940,autosomes,0.00965243943757,0.0398792102966,0.177445958902,-0.37204890957,196511
99,2970,autosomes,0.00943299375429,0.0386802044777,0.178888097549,-0.391644573861,6152225
