,mid,label,pi,fam_div_jc,rat_div_jc,tajima,sites
0,-0.0,all,0.00651343614782,0.0350579054021,0.188201179692,-0.171559595107,1099671
1,0.0,all,0.00640968602116,0.0356109153163,0.190471465935,-0.187665407699,1011337
2,-0.0842325581076,all,0.00618256687569,0.0348153702951,0.182420496243,-0.218097490134,925171
3,0.0842325581076,all,0.00602790838075,0.0348266523976,0.184106060843,-0.258011878801,830639
4,-0.17556024006,all,0.00573918424886,0.0338511207202,0.176194912319,-0.311053107636,1066814
5,0.17556024006,all,0.00579210672359,0.0339708678103,0.178769982019,-0.354819540705,989251
6,-0.27458068629,all,0.00548044245168,0.0336448983398,0.174460231227,-0.413516425361,1249126
7,0.27458068629,all,0.00539160512464,0.0340986899566,0.17597026472,-0.416952472648,1096170
8,-0.381941878011,all,0.00534244382398,0.033802161679,0.171284924153,-0.465708457835,1307858
9,0.381941878011,all,0.00540717222228,0.0341795612899,0.173582606747,-0.457396873902,1179561
10,-0.498346377552,all,0.00569733759949,0.0339526859074,0.171720697324,-0.412691236554,1444648
11,0.498346377552,all,0.00574891807448,0.0343550882936,0.173590954988,-0.389596561058,1262503
12,-0.624555925864,all,0.00565127687389,0.034235222534,0.173036108236,-0.450814973381,1515257
13,0.624555925864,all,0.00571023133661,0.0345575001831,0.173959573543,-0.448142539447,1351032
14,-0.761396427289,all,0.00579406216386,0.03442479087,0.172175113058,-0.454154166204,1523151
15,0.761396427289,all,0.00564459950732,0.0345652777322,0.172997899509,-0.475985681074,1365181
16,-0.909763354201,all,0.0056551148268,0.0340258710514,0.171476204297,-0.502835312567,1735999
17,0.909763354201,all,0.0057179535176,0.0341224504777,0.171775956113,-0.486508486645,1580467
18,-1.07062760691,all,0.00580255787296,0.0343134858809,0.170788524753,-0.459396787834,1840349
19,1.07062760691,all,0.00568645706717,0.0343574877996,0.171624695435,-0.487294204111,1640323
20,-1.24504186712,all,0.00587642514995,0.034322802493,0.171014918932,-0.480570133645,1832111
21,1.24504186712,all,0.00588416588961,0.0346837710039,0.171209296461,-0.504762840177,1639906
22,-1.43414748665,all,0.00594343924385,0.0342010529989,0.170133599128,-0.481686167792,1999374
23,1.43414748665,all,0.00610762051066,0.0350722933294,0.172724953178,-0.488919725619,1785589
24,-1.63918195626,all,0.00604220516445,0.0346460238322,0.169572883018,-0.499035569744,2102075
25,1.63918195626,all,0.00609621175531,0.0347344146014,0.172070662197,-0.486652221895,1886698
26,-1.86148700375,all,0.00594030129366,0.0343846682108,0.169698489009,-0.534562775343,2195197
27,1.86148700375,all,0.00603458214419,0.0347534353248,0.170013731063,-0.536793260706,1957125
28,-2.10251737407,all,0.00616046579331,0.0343875938923,0.170351612234,-0.492563163759,2250621
29,2.10251737407,all,0.00631613577123,0.0347009359017,0.171036838622,-0.466976683629,1984907
30,-2.36385034906,all,0.00610527996461,0.0344847918671,0.168075052763,-0.517118910993,2342422
31,2.36385034906,all,0.00618729539262,0.0343355601428,0.169543048109,-0.507874594964,2081554
32,-2.64719606905,all,0.0062220094767,0.0346858156343,0.169015205114,-0.527347324048,2436868
33,2.64719606905,all,0.00628023859235,0.0347038832031,0.169545897342,-0.504695175421,2166117
34,-2.95440872386,all,0.00631667041494,0.0345811064404,0.168624975983,-0.511787778349,2585751
35,2.95440872386,all,0.00645470305276,0.0345382154417,0.168819639358,-0.48921567241,2317018
36,-3.28749868648,all,0.00651345266617,0.0349164748898,0.168949425847,-0.491472898683,2586750
37,3.28749868648,all,0.00658048033448,0.0348957299994,0.16942605794,-0.478439312164,2333797
38,-3.64864566872,all,0.00654858318467,0.0347067459705,0.168842171479,-0.499640147939,2681570
39,3.64864566872,all,0.00662852731364,0.0352567392654,0.169660605769,-0.51331851218,2399474
40,-4.04021298514,all,0.0065814186413,0.0346507888876,0.168435894098,-0.504870274399,2936373
41,4.04021298514,all,0.00664188959957,0.0348954835842,0.169426160727,-0.50457753236,2608595
42,-4.46476301828,all,0.00669952127853,0.0349220217051,0.168954815447,-0.497085363175,2936275
43,4.46476301828,all,0.00673794978779,0.035190807113,0.170506361852,-0.509435456344,2672816
44,-4.92507398676,all,0.00690319848698,0.0351300652016,0.168565846158,-0.506562831417,3054719
45,4.92507398676,all,0.00688740418195,0.0354928549604,0.169101898955,-0.492540304936,2742101
46,-5.42415812564,all,0.00691830798721,0.034902143791,0.168544652332,-0.484924591925,2970311
47,5.42415812564,all,0.00698080816989,0.0352417808389,0.168783085163,-0.486942514164,2662882
48,-5.96528139825,all,0.00699557489456,0.0352316123728,0.169072023715,-0.494156995107,2931408
49,5.96528139825,all,0.00708091402311,0.0353716410208,0.170110020326,-0.49957397942,2611916
50,-6.55198486837,all,0.00688885962337,0.0352977643609,0.168871364355,-0.508876654676,2923026
51,6.55198486837,all,0.00705517163207,0.0354332736514,0.170958395884,-0.497560417094,2580261
52,-7.18810787262,all,0.00710253215112,0.0352392901378,0.168492275969,-0.476119818323,3018455
53,7.18810787262,all,0.00726427982888,0.035728191107,0.169849059421,-0.468659326762,2688121
54,-7.87781314479,all,0.00716041948062,0.0353745485561,0.169397871154,-0.494471779549,2958591
55,7.87781314479,all,0.00727521737919,0.0355118796039,0.170061570005,-0.473195791189,2674008
56,-8.62561405638,all,0.00719734775498,0.0354745410775,0.168815736879,-0.492197967459,2958701
57,8.62561405638,all,0.00716258125464,0.0356436909355,0.169887932924,-0.50941813775,2647460
58,-9.4364041517,all,0.00716801411379,0.0358076752773,0.169137661963,-0.512479756465,2959762
59,9.4364041517,all,0.00729606355328,0.0359571339914,0.169702576972,-0.500730658791,2569726
60,-10.3154891708,all,0.00717372094823,0.035440031032,0.168615356981,-0.481069252162,2809676
61,10.3154891708,all,0.00730880816138,0.0358518939918,0.17014666378,-0.483897254604,2538642
62,-11.2686217699,all,0.00709801338146,0.0354409555605,0.169264916361,-0.483858269808,2827746
63,11.2686217699,all,0.00712637074296,0.0354448381898,0.170123067696,-0.481937183041,2538798
64,-12.3020391661,all,0.00707871155656,0.0355502431818,0.169144341796,-0.511817497711,2915683
65,12.3020391661,all,0.00718752498918,0.0358051991601,0.169882458527,-0.502935617111,2566900
66,-13.4225039531,all,0.00704391748753,0.0352966787377,0.169760871015,-0.503138895531,2769513
