,distance,label,pi,fam_div_jc,rat_div_jc,tajima,sites
77,2310,all,0.00919097793733,0.0374241600155,0.167568027057,-0.443545933226,48732
78,2340,all,0.00892777041396,0.0362748862013,0.1674792132,-0.531839620482,41653
79,2370,all,0.00915565094386,0.040347461864,0.169763135202,-0.516625194391,42081
80,2400,all,0.00949342059913,0.0382151462,0.172194173076,-0.308942179316,29014
81,2430,all,0.0092730304005,0.0370063502311,0.169623933726,-0.549502724214,41071
82,2460,all,0.0088258174972,0.03411786558,0.162984892551,-0.47392190543,36398
83,2490,all,0.00840579710145,0.0348981537668,0.166147518345,-0.278931418533,30705
84,2520,all,0.00913783458963,0.0383744391779,0.166444035195,-0.501284992511,19006
85,2550,all,0.00992851518095,0.041901142829,0.177279940162,-0.354224379935,17177
86,2580,all,0.00893175884251,0.0346119319055,0.167604301543,-0.707077694713,22557
87,2610,all,0.00861080935628,0.0372675148347,0.177089628793,-0.618529130477,15843
88,2640,all,0.00877272636756,0.0388235200667,0.165916559299,-0.466584873854,13215
89,2670,all,0.00736384041043,0.0351905402459,0.159619220434,-0.841635593905,11490
90,2700,all,0.00858397285872,0.0378216544082,0.180155830192,-0.676409245281,14505
91,2730,all,0.0097911241145,0.0382208400671,0.171786822779,-0.396543216558,9822
92,2760,all,0.00962044785068,0.0382288792303,0.170863865184,-0.312672577232,8076
93,2790,all,0.00716986020657,0.0338704491025,0.165444129908,-0.83088692249,8938
94,2820,all,0.00878927512615,0.0370659739787,0.176346859863,-0.521384962161,7687
95,2850,all,0.00945375001103,0.0450679323074,0.178745424566,-0.705487007214,5967
96,2880,all,0.00909759836484,0.0462103380114,0.206696814277,-0.605768761024,12875
97,2910,all,0.00949073427062,0.0375690949473,0.175567597288,-0.351728158367,7532
98,2940,all,0.00813452160753,0.0422545158825,0.184852463773,-0.778671341188,15650
99,2970,all,0.00810876488916,0.0371512705565,0.171383727906,-0.609412758311,149009
