,distance,label,pi,fam_div_jc,rat_div_jc,tajima,sites
0,0,Autosomes,0.00711095595941,0.0355210506081,0.169906124825,-0.482604494472,206279299
1,30,Autosomes,0.00754975131606,0.0358874751015,0.169476062049,-0.475271594687,61502893
2,60,Autosomes,0.00770544902376,0.0360809384372,0.169369484436,-0.480507976691,39401137
3,90,Autosomes,0.00780489472077,0.0361173135863,0.169105256616,-0.473503202359,28371934
4,120,Autosomes,0.00790965018581,0.0362961325764,0.169585082324,-0.472543453984,22282941
5,150,Autosomes,0.00792507264058,0.0363527068487,0.169609420107,-0.473468881739,17668807
6,180,Autosomes,0.00798597415175,0.0363174334264,0.169534235723,-0.470834207729,15024786
7,210,Autosomes,0.00803975748918,0.0363849953498,0.169627511966,-0.469938704645,12715830
8,240,Autosomes,0.00807799295255,0.0364634242927,0.169716712891,-0.472151679629,11032044
9,270,Autosomes,0.00810120267051,0.0365196881158,0.170024678357,-0.473536373049,9455904
10,300,Autosomes,0.00816905727045,0.0364712478507,0.169625870836,-0.457512227027,8273565
11,330,Autosomes,0.00816625057991,0.0363755017889,0.169616469074,-0.471772741327,7381094
12,360,Autosomes,0.00827425839225,0.0364851912108,0.169466055759,-0.45811900464,6502141
13,390,Autosomes,0.00820841194416,0.0365586204518,0.169128329316,-0.469748365922,5934325
14,420,Autosomes,0.00834391846289,0.0365295904137,0.169334720895,-0.4486087716,5388642
15,450,Autosomes,0.0082906853345,0.0364693908654,0.169161243367,-0.465290848697,4965824
16,480,Autosomes,0.0082170608835,0.0362876480653,0.168799814048,-0.462206815693,4539776
17,510,Autosomes,0.008318345342,0.0367333184639,0.169807867119,-0.466869075155,4147648
18,540,Autosomes,0.0083398532412,0.0366005086944,0.169466689631,-0.458278374261,3780661
19,570,Autosomes,0.00837631570055,0.0367857230067,0.168939825525,-0.457248858162,3403405
20,600,Autosomes,0.00843434639521,0.0369458710237,0.170720557961,-0.462290649071,3254395
21,630,Autosomes,0.00834447872336,0.0366727762518,0.169398023104,-0.472593648492,2989750
22,660,Autosomes,0.00838016903869,0.0367417790689,0.169525204054,-0.474734163607,2817885
23,690,Autosomes,0.00825627968579,0.0366639931056,0.16987997946,-0.479243066449,2574209
24,720,Autosomes,0.00837585552401,0.0369839930125,0.170277661966,-0.47864162882,2435065
