,distance,label,pi,fam_div_jc,rat_div_jc,tajima,sites
0,0,all,0.00645042907695,0.0348524058695,0.170687834782,-0.480573824334,122798842
1,10,all,0.00716815027454,0.0355539528134,0.16959918938,-0.492662289533,43420834
2,20,all,0.00727523643366,0.0356713196392,0.169661352738,-0.488765435281,27335469
3,30,all,0.00743015262562,0.0358688605954,0.169467855964,-0.485191840637,20875780
4,40,all,0.00750940007499,0.0359611797938,0.169641967124,-0.479357520749,16698565
5,50,all,0.00769062518836,0.0360420128201,0.170540700836,-0.463300495927,14620584
6,60,all,0.00773650544611,0.0361295050736,0.170192993444,-0.458661789771,12548378
7,70,all,0.00774415314069,0.0361482631825,0.169814689842,-0.47175266713,11201027
8,80,all,0.00780675457158,0.0362267578989,0.170263872258,-0.466239729965,10071437
9,90,all,0.00787127471453,0.0363398106296,0.170264916311,-0.459707299828,9456898
10,100,all,0.00790655606722,0.0362542070174,0.169815022353,-0.463114797587,8391324
11,110,all,0.00795664242123,0.0362919824572,0.169885229077,-0.471400911865,7899169
12,120,all,0.00797173654216,0.0363344163223,0.170065535229,-0.466191858049,7392510
13,130,all,0.00801375462496,0.0364006758364,0.169674266172,-0.462669382893,6894370
14,140,all,0.00801814722255,0.0364865303141,0.170032246029,-0.466645554173,6635819
15,150,all,0.0080494464415,0.0365165305822,0.17002581807,-0.475352394729,6250131
16,160,all,0.00808638753251,0.036695285219,0.169459399893,-0.481475725435,5960982
17,170,all,0.00810971391409,0.0365705167249,0.169902838922,-0.465912116069,5665696
18,180,all,0.00814799703414,0.0366004427136,0.16964898223,-0.460339664689,5371156
19,190,all,0.00812830061941,0.0366835297745,0.169858922024,-0.480363432072,5241271
20,200,all,0.00818758840978,0.0368014008373,0.170127767809,-0.470714457897,5038775
21,210,all,0.00826110852471,0.0366915185311,0.170211678707,-0.465650814935,4696180
22,220,all,0.008142103607,0.0368958787898,0.17018024824,-0.481459517403,4633414
23,230,all,0.00821794299843,0.0364896158059,0.16945322045,-0.466886648284,4388343
24,240,all,0.00817745629922,0.0365047876521,0.169891697598,-0.462892090106,4201217
25,250,all,0.00831591977782,0.0368538377592,0.169066216313,-0.469225339739,4157076
26,260,all,0.00820327170323,0.0367570915869,0.169532388013,-0.479805884363,4017016
27,270,all,0.0082452458167,0.0369878990238,0.169993677274,-0.472074582943,3982667
28,280,all,0.008237356257,0.0367237385851,0.169708432293,-0.468709859775,3700116
29,290,all,0.00823862218778,0.0367814538159,0.169931333382,-0.481421026813,3722255
30,300,all,0.00828770279993,0.0367477360059,0.169868801467,-0.471429554424,3545285
31,310,all,0.00837595028677,0.0369277699672,0.169722527785,-0.45376978967,3467949
32,320,all,0.00832156144825,0.0367303305915,0.168711103882,-0.473983062497,3333731
33,330,all,0.00839409204739,0.036792670579,0.169671602227,-0.469222653788,3253912
34,340,all,0.00830721618712,0.0368094743046,0.169172526714,-0.478509936182,3105055
35,350,all,0.00832618480477,0.0364092241197,0.168876199022,-0.461949694535,3040130
36,360,all,0.00827679960719,0.0365364373563,0.168614478586,-0.479888540424,2971949
37,370,all,0.00834644453252,0.0365914844508,0.168421562587,-0.477782895164,2799301
38,380,all,0.00835156650135,0.0366440699961,0.16914895964,-0.470365810776,2714544
39,390,all,0.00841385552833,0.0366589069586,0.16872825639,-0.475666322994,2801712
