,distance,label,pi,fam_div_jc,rat_div_jc,tajima,sites
0,0,all,0.00645768008774,0.0348591032362,0.170676170333,-0.480746570607,123558820
1,10,all,0.00716853545349,0.0355539342055,0.169574181878,-0.492242206529,43117179
2,20,all,0.00727004321073,0.0356743237661,0.169674734528,-0.48925412218,27241543
3,30,all,0.00743031964456,0.0358625250348,0.169522641781,-0.485034557091,20785202
4,40,all,0.00751217810527,0.0359662844047,0.169680123914,-0.478591872401,16670794
5,50,all,0.00769072180564,0.0360288301576,0.170502626116,-0.46245771217,14587173
6,60,all,0.00773747165126,0.0361349998221,0.170164563218,-0.459131927617,12538777
7,70,all,0.00773332314067,0.0361309430084,0.169803817638,-0.472872397628,11175566
8,80,all,0.00781497799443,0.0362326688221,0.170270239389,-0.464546760104,10071049
9,90,all,0.00787265895333,0.0363482519843,0.17030837422,-0.461025333539,9423217
10,100,all,0.00790962831797,0.0362693407893,0.169848424998,-0.462997727035,8400249
11,110,all,0.00794878977076,0.0362724402227,0.169846041317,-0.471691394754,7866948
12,120,all,0.00797818817408,0.0363395326146,0.170024631444,-0.465262039411,7408352
13,130,all,0.0080091003124,0.0364237877711,0.169709975055,-0.463319035232,6881522
14,140,all,0.00802496311772,0.036476162736,0.170013716579,-0.465658902847,6626846
15,150,all,0.00804312993139,0.0365154835624,0.170064525851,-0.476546043488,6250362
16,160,all,0.00809018764169,0.0367012391124,0.169482122928,-0.480956230189,5945688
17,170,all,0.00810382516863,0.0365613318555,0.16980984689,-0.467227131853,5667197
18,180,all,0.00816637752959,0.0366453395406,0.169782272742,-0.458253047287,5361659
19,190,all,0.00811304151325,0.0366358640195,0.169858029043,-0.482825967279,5237381
20,200,all,0.00817971755503,0.0368082894371,0.170129091923,-0.470212080146,5034542
21,210,all,0.00826246307829,0.0366759961613,0.170131815346,-0.46631199797,4700522
22,220,all,0.0081557771428,0.0369325040393,0.170327702638,-0.479301916444,4628515
23,230,all,0.0082103922055,0.036477815433,0.169347537723,-0.468789954963,4386021
24,240,all,0.00817706698481,0.0364911115777,0.169826153997,-0.461179325596,4197391
25,250,all,0.00831591961519,0.0368606087578,0.169070643338,-0.471182703836,4156609
26,260,all,0.00821763784988,0.0367731036232,0.169594431043,-0.478511993703,4014975
27,270,all,0.00823765620202,0.0369659287514,0.169986075849,-0.468600737263,3980873
28,280,all,0.00823780720368,0.036734218629,0.169697265697,-0.472362881794,3705976
29,290,all,0.00823469202044,0.0367918679199,0.169944254365,-0.482238294074,3706549
