,dist,pi
0,32551,0.00787150877193
1,-47651,0.00855640350877
2,-10451,0.00626973684211
3,15351,0.00685850877193
4,66951,0.00897887719298
5,11851,0.0064260877193
6,-3251,0.00421136842105
7,56551,0.00885396491228
8,-64651,0.00893310526316
9,42851,0.00847619298246
10,35251,0.00806501754386
11,59751,0.00858498245614
12,-35851,0.00828468421053
13,-12251,0.00662052631579
14,29151,0.00788777192982
15,61951,0.00892005263158
16,-29951,0.00794280701754
17,57951,0.0086888245614
18,-55851,0.00849928070175
19,-47351,0.0087191754386
20,-23351,0.00759056140351
21,68951,0.00901228070175
22,-34251,0.00811938596491
23,-39851,0.00831745614035
24,45251,0.0086720877193
25,3951,0.00441194736842
26,17451,0.00725589473684
27,-60451,0.00876922807018
28,17751,0.00729089473684
29,2351,0.00395861403509
30,-9151,0.00602692982456
31,-18551,0.00710522807018
32,-42751,0.00855794736842
33,-22251,0.00781849122807
34,28451,0.007929
35,-14351,0.00680368421053
36,3151,0.00418740350877
37,-7351,0.00555570175439
38,451,0.00314435087719
39,27851,0.00786777192982
40,-27651,0.00775312280702
41,-40351,0.0082798245614
42,-15451,0.00689426315789
43,31651,0.007943
44,40051,0.00838710526316
45,52751,0.00869261403509
46,20951,0.00772956140351
47,-37351,0.00828433333333
48,-38651,0.00822889473684
49,-36651,0.00823177192982
50,5351,0.00496422807018
51,67551,0.00877312280702
52,26651,0.0077308245614
53,63551,0.0086489122807
54,-46851,0.00861161403509
55,-41951,0.00836121052632
56,-12451,0.00628829824561
57,-26751,0.00775763157895
58,66851,0.00886271929825
59,-8851,0.00589010526316
60,10551,0.00639559649123
61,60351,0.00859973684211
62,-62951,0.00886845614035
63,43851,0.00819528070175
64,-4051,0.00453649122807
65,25351,0.00785370175439
66,-9451,0.00598828070175
67,42351,0.00834256140351
68,42451,0.00827036842105
69,56451,0.00898059649123
70,-34551,0.00836271929825
71,-35351,0.00827512280702
72,-10851,0.00630647368421
73,52051,0.00869059649123
74,2251,0.00388878947368
75,38651,0.00804021052632
76,48451,0.00863094736842
77,-1151,0.00343371929825
78,-38451,0.00839147368421
79,-2451,0.00384754385965
80,8851,0.00579764912281
81,23551,0.00777868421053
82,-551,0.00313205263158
83,-41451,0.00842310526316
84,-44951,0.00856226315789
85,-31551,0.00810556140351
86,3351,0.00439078947368
87,-34951,0.00798143859649
88,-55751,0.00857412280702
89,8351,0.00576549122807
90,15651,0.00696584210526
91,-24251,0.00761085964912
92,69551,0.00907057894737
93,57851,0.00874901754386
94,-30051,0.00790350877193
95,-24351,0.00765205263158
96,65351,0.00878445614035
97,-38751,0.00825668421053
98,-40251,0.00829036842105
99,19351,0.00719878947368
100,-3151,0.00421561403509
101,33051,0.00799089473684
102,-39751,0.00838366666667
103,-10051,0.00598301754386
104,57251,0.00885973684211
105,46151,0.00858403508772
106,-13951,0.00668084210526
107,14751,0.00683278947368
108,-8051,0.00580905263158
109,52151,0.00848721052632
110,68551,0.00913477192982
111,21951,0.00734880701754
112,41751,0.00837335087719
113,-20251,0.00728512280702
114,55551,0.00863221052632
115,13051,0.00686250877193
116,-61351,0.00886524561404
117,58651,0.00853184210526
118,-9651,0.00608703508772
119,55251,0.00875210526316
120,39651,0.00833461403509
121,-7651,0.00574485964912
122,-56751,0.00885494736842
123,8251,0.00586522807018
124,-25751,0.00770038596491
125,29651,0.00789240350877
126,-39551,0.00826575438596
127,-4851,0.00488826315789
128,17851,0.00719350877193
129,14351,0.00683138596491
130,-22151,0.00758471929825
131,8151,0.00573712280702
132,3551,0.00436329824561
133,13951,0.00667977192982
134,16651,0.0070410877193
135,-6751,0.00534535087719
136,48351,0.00880666666667
137,-61451,0.00901154385965
138,23851,0.00789178947368
139,-48951,0.00875475438596
140,-60051,0.00886022807018
141,57051,0.00882238596491
142,751,0.00322287719298
143,-46651,0.00858984210526
144,-52451,0.00862996491228
145,49451,0.00877966666667
146,67951,0.00865507017544
147,18651,0.00731307017544
148,-29551,0.00785824561404
149,25851,0.00777680701754
150,-64451,0.00914550877193
151,24451,0.00794284210526
152,-30451,0.00807833333333
153,-35451,0.00834135087719
154,-48151,0.00856850877193
155,15751,0.00700731578947
156,-54751,0.00887149122807
157,47751,0.00864871929825
158,-5151,0.00483468421053
159,61651,0.00881196491228
160,-61551,0.00890438596491
161,-66251,0.00886666666667
162,65851,0.00886736842105
163,-57451,0.00874933333333
164,40151,0.00837743859649
165,-66651,0.00893033333333
166,-32551,0.008161
167,-5351,0.00495189473684
168,-5451,0.00493629824561
169,48651,0.00844154385965
170,25151,0.0077291754386
171,-33351,0.007886
172,-63351,0.00904329824561
173,60851,0.00883133333333
174,34951,0.00796810526316
175,27151,0.00767656140351
176,39551,0.00845275438596
177,-43951,0.00865759649123
178,-62451,0.00902738596491
179,-23151,0.00760454385965
180,29251,0.00805078947368
181,-31751,0.00800031578947
182,63651,0.00904105263158
183,13551,0.00683298245614
184,-39251,0.00819314035088
185,29551,0.00794980701754
186,34051,0.00802573684211
187,60951,0.00882147368421
188,-27051,0.00783056140351
189,-10551,0.0063221754386
190,-16651,0.00697861403509
191,43451,0.0083761754386
192,29451,0.00788710526316
193,48851,0.00857131578947
194,-60551,0.00886885964912
195,-35551,0.00810849122807
196,-49651,0.00876342105263
197,-32051,0.00801643859649
198,-17451,0.00724226315789
199,-27451,0.00782138596491
200,-14951,0.00679336842105
201,6751,0.00530012280702
202,7751,0.00552684210526
203,40751,0.0081948245614
204,51351,0.00858945614035
205,-63551,0.00913236842105
206,53551,0.00871857894737
207,35551,0.00808329824561
208,55451,0.00871029824561
209,-44651,0.00843857894737
210,30951,0.008117
211,65751,0.00899615789474
212,-48851,0.00867484210526
213,23651,0.00773636842105
214,-68451,0.00912868421053
215,65651,0.00906289473684
216,33351,0.00791
217,-51651,0.00869843859649
218,-40851,0.00827533333333
219,55151,0.00886631578947
220,-15751,0.00695998245614
221,46351,0.00863826315789
222,7051,0.00549845614035
223,34751,0.00822038596491
224,64951,0.00897687719298
225,27951,0.00809149122807
226,60151,0.00878398245614
227,-16551,0.00700607017544
228,-33951,0.00810652631579
229,-5551,0.00494250877193
230,-61751,0.00891285964912
231,-46351,0.00857131578947
232,-67351,0.00904621052632
233,40851,0.00861345614035
234,-58751,0.00889464912281
235,-21751,0.00740198245614
236,1851,0.00363852631579
237,-18851,0.00724670175439
238,8751,0.00581149122807
239,-20051,0.00741435087719
240,-17151,0.00713589473684
241,7251,0.00546126315789
242,6451,0.00512545614035
243,-41151,0.00851619298246
244,-54051,0.00864580701754
245,-35951,0.00837066666667
246,-7051,0.00556645614035
247,62451,0.00896470175439
248,-47551,0.00844914035088
249,48551,0.0086571754386
250,19851,0.00742771929825
251,59551,0.00873087719298
252,22451,0.00766624561404
253,-51451,0.00868666666667
254,-52151,0.00878073684211
255,-3051,0.00417078947368
256,-851,0.00319647368421
257,-19251,0.00744010526316
258,-19351,0.00748905263158
259,2551,0.0039641754386
260,-11051,0.00635485964912
261,53451,0.00862210526316
262,-58251,0.00894015789474
263,-17751,0.00720410526316
264,53951,0.00876119298246
265,-13251,0.00667464912281
266,18551,0.00725010526316
267,-24851,0.00754171929825
268,-10251,0.00622864912281
269,51851,0.00864943859649
270,-15951,0.00691236842105
271,68251,0.00890310526316
272,-55151,0.0087579122807
273,-16951,0.007196
274,-8351,0.0057279122807
275,25451,0.00782915789474
276,31951,0.00797692982456
277,851,0.00323185964912
278,-54851,0.00880773684211
279,-30651,0.00800410526316
280,-51051,0.00862984210526
281,9251,0.00593156140351
282,-17651,0.00711268421053
283,-45351,0.00851584210526
284,-62051,0.00899664912281
285,-20351,0.00738552631579
286,-5851,0.00499240350877
287,16451,0.00705271929825
288,-39151,0.00858064912281
289,19551,0.00740450877193
290,13151,0.00691780701754
291,22551,0.007617
292,-19551,0.00742877192982
293,-45851,0.00858357894737
294,32851,0.00816228070175
295,-61251,0.00874952631579
296,56251,0.00881873684211
297,4651,0.00473421052632
298,7851,0.00559807017544
299,-2251,0.00390056140351
300,-58451,0.00875484210526
301,33251,0.00812971929825
302,-11151,0.00621275438596
303,38751,0.00812635087719
304,-64951,0.00883450877193
305,38551,0.00823957894737
306,6351,0.00538192982456
307,-25351,0.00757742105263
308,-47951,0.00850949122807
309,-55351,0.00864292982456
310,-65451,0.00890143859649
311,52351,0.00879394736842
312,63751,0.00878877192982
313,-69051,0.00909121052632
314,-67551,0.009038
315,-48251,0.00889689473684
316,-52351,0.00845596491228
317,38351,0.00831080701754
318,-56051,0.00873749122807
319,41251,0.00844842105263
320,20151,0.00737631578947
321,36151,0.00811485964912
322,49651,0.00859763157895
323,26451,0.00805415789474
324,-61951,0.00887073684211
325,-50151,0.00871178947368
326,6151,0.00518652631579
327,68651,0.00906278947368
328,-13351,0.00660315789474
329,37051,0.00828898245614
330,34351,0.00804254385965
331,21551,0.00770240350877
332,2051,0.00369849122807
333,4751,0.00469671929825
334,61351,0.00888703508772
335,42751,0.00817387719298
336,-36251,0.00824873684211
337,58051,0.00874826315789
338,-54351,0.00888714035088
339,-13451,0.00657722807018
