,dist,pi
0,32551,0.00990542105263
1,-47651,0.0102576842105
2,-10451,0.00941084210526
3,15351,0.00993615789474
4,66951,0.00976826315789
5,11851,0.00992389473684
6,-3251,0.00915784210526
7,56551,0.00998231578947
8,-64651,0.0101392631579
9,42851,0.00962578947368
10,35251,0.00984357894737
11,59751,0.00996784210526
12,-35851,0.00940552631579
13,-12251,0.00951410526316
14,29151,0.0101672105263
15,61951,0.0100469473684
16,-29951,0.00991257894737
17,57951,0.00965478947368
18,-55851,0.00999826315789
19,-47351,0.0101919473684
20,-23351,0.00983015789474
21,68951,0.00991821052632
22,-34251,0.00965736842105
23,-39851,0.00969105263158
24,45251,0.00971289473684
25,3951,0.00911642105263
26,17451,0.00977521052632
27,-60451,0.00951773684211
28,17751,0.00938715789474
29,2351,0.00950484210526
30,-9151,0.00922631578947
31,-18551,0.00968826315789
32,-42751,0.010034
33,-22251,0.00950578947368
34,28451,0.0101028421053
35,-14351,0.00983873684211
36,3151,0.00911231578947
37,-7351,0.00934594736842
38,451,0.00880957894737
39,27851,0.00941689473684
40,-27651,0.009736
41,-40351,0.0101392105263
42,-15451,0.00999705263158
43,31651,0.00955326315789
44,40051,0.00961142105263
45,52751,0.009947
46,20951,0.00982394736842
47,-37351,0.00954305263158
48,-38651,0.00944431578947
49,-36651,0.00978478947368
50,5351,0.00936163157895
51,67551,0.009837
52,26651,0.00997221052632
53,63551,0.00967652631579
54,-46851,0.0100494736842
55,-41951,0.0100969473684
56,-12451,0.009494
57,-26751,0.009285
58,66851,0.00963952631579
59,-8851,0.00928342105263
60,10551,0.0101515789474
61,60351,0.00992942105263
62,-62951,0.00978494736842
63,43851,0.00995826315789
64,-4051,0.00924931578947
65,25351,0.0101743684211
66,-9451,0.00958568421053
67,42351,0.00984610526316
68,42451,0.00995642105263
69,56451,0.0101953157895
70,-34551,0.0100471052632
71,-35351,0.00980894736842
72,-10851,0.00948221052632
73,52051,0.00976768421053
74,2251,0.00891405263158
75,38651,0.00960852631579
76,48451,0.00984236842105
77,-1151,0.008747
78,-38451,0.00947889473684
79,-2451,0.009097
80,8851,0.00978110526316
81,23551,0.00992463157895
82,-551,0.00875078947368
83,-41451,0.0100657368421
84,-44951,0.00958184210526
85,-31551,0.00992894736842
86,3351,0.00935810526316
87,-34951,0.0101263684211
88,-55751,0.0101703684211
89,8351,0.009263
90,15651,0.00934089473684
91,-24251,0.00973042105263
92,69551,0.00980005263158
93,57851,0.0101917894737
94,-30051,0.0102728947368
95,-24351,0.009827
96,65351,0.0101053684211
97,-38751,0.00962331578947
98,-40251,0.009203
99,19351,0.00998547368421
100,-3151,0.00936689473684
101,33051,0.0100022631579
102,-39751,0.009706
103,-10051,0.00978673684211
104,57251,0.00985673684211
105,46151,0.00985042105263
106,-13951,0.00988647368421
107,14751,0.00956073684211
108,-8051,0.00958052631579
109,52151,0.009739
110,68551,0.0102416842105
111,21951,0.00980326315789
112,41751,0.00960694736842
113,-20251,0.00973810526316
114,55551,0.0100267368421
115,13051,0.00962021052632
116,-61351,0.00996052631579
117,58651,0.0101689473684
118,-9651,0.00979326315789
119,55251,0.00984873684211
120,39651,0.00958073684211
121,-7651,0.00958152631579
122,-56751,0.00970263157895
123,8251,0.00975831578947
124,-25751,0.00950884210526
125,29651,0.0101793157895
126,-39551,0.00983010526316
127,-4851,0.00935663157895
128,17851,0.00985115789474
129,14351,0.00952221052632
130,-22151,0.0101960526316
131,8151,0.00988231578947
132,3551,0.00928031578947
133,13951,0.00995426315789
134,16651,0.00983552631579
135,-6751,0.00952884210526
136,48351,0.0101857894737
137,-61451,0.00977405263158
138,23851,0.00956831578947
139,-48951,0.0100471052632
140,-60051,0.00938715789474
141,57051,0.00968910526316
142,751,0.008489
143,-46651,0.0101949473684
144,-52451,0.00986657894737
145,49451,0.0101321578947
146,67951,0.0104737368421
147,18651,0.00981568421053
148,-29551,0.0101586842105
149,25851,0.0101560526316
150,-64451,0.00995473684211
151,24451,0.00943868421053
152,-30451,0.0100175263158
153,-35451,0.0100481052632
154,-48151,0.0101081578947
155,15751,0.00974905263158
156,-54751,0.0102435789474
157,47751,0.0103321578947
158,-5151,0.00924615789474
159,61651,0.0100544736842
