,Unnamed: 0,rep,NeSa,pa,AIC,identifier,product
0,0,0,0.9911840479775,0.22606448838199997,-24261.6199245,Nes200_dDFE.Exponential_div10,0.00896286058793733
1,1,1,1.13103161419,0.169709135539,-24272.0927637,Nes200_dDFE.Exponential_div10,0.007677855900458587
2,2,2,1.0613104137149998,0.20730765097299997,-24244.697113299997,Nes200_dDFE.Exponential_div10,0.008800710752817577
3,3,3,0.9253610156174998,0.22603641112499998,-24280.948553799997,Nes200_dDFE.Exponential_div10,0.00836661131860659
4,4,4,0.8324397911300001,0.225873106135,-24184.7665431,Nes200_dDFE.Exponential_div10,0.00752103045171615
5,5,5,0.90490586639,0.223548591133,-24340.619410599997,Nes200_dDFE.Exponential_div10,0.00809161726157885
6,6,6,0.92150975405,0.20778399915299997,-24291.9107895,Nes200_dDFE.Exponential_div10,0.007658999278200257
7,7,7,1.11649557932,0.190323963792,-24235.189111300002,Nes200_dDFE.Exponential_div10,0.00849983456849711
8,8,8,0.7623769704975,0.27936083820999996,-24133.8087658,Nes200_dDFE.Exponential_div10,0.00851913078040728
9,9,9,0.8681802303,0.2608389526,-24340.1546849,Nes200_dDFE.Exponential_div10,0.009058208877579153
10,10,10,1.047854841535,0.20374832842299997,-24197.0042478,Nes200_dDFE.Exponential_div10,0.008539946895708153
11,11,11,0.89233386185,0.260438563792,-24336.350109900002,Nes200_dDFE.Exponential_div10,0.009295925976127318
12,12,12,0.9560777851299999,0.189154150111,-24223.900331200002,Nes200_dDFE.Exponential_div10,0.007233843235450896
13,13,13,0.7457973063774999,0.34362850244300003,-24256.3723039,Nes200_dDFE.Exponential_div10,0.010251088460660942
14,14,14,0.8759955641799999,0.237432281073,-24198.6081249,Nes200_dDFE.Exponential_div10,0.008319585000523478
15,15,15,0.92371389424,0.248586374295,-24340.6845741,Nes200_dDFE.Exponential_div10,0.009184907514201467
16,16,16,0.8855226608075,0.23575113426199998,-24322.001363299998,Nes200_dDFE.Exponential_div10,0.008350518868002896
17,17,17,0.8627565200475,0.26453606883,-24268.820230200003,Nes200_dDFE.Exponential_div10,0.00912920872683267
18,18,18,0.9928760446024999,0.186290943138,-24252.4020143,Nes200_dDFE.Exponential_div10,0.007398552590725066
19,19,19,0.89224932651,0.279247021306,-24286.9167942,Nes200_dDFE.Exponential_div10,0.009966318667608085
20,20,20,1.0303641065375,0.228799630052,-24216.8401371,Nes200_dDFE.Exponential_div10,0.00942987705578558
21,21,21,0.9458525193325,0.24329661425999996,-24301.7500088,Nes200_dDFE.Exponential_div10,0.009204908621715538
22,22,22,0.9345312387275,0.225774383927,-24212.4305197,Nes200_dDFE.Exponential_div10,0.008439728587369499
23,23,23,0.88287312128,0.22203694711199998,-24282.3514427,Nes200_dDFE.Exponential_div10,0.007841218101450147
24,24,24,0.9345389192025,0.224151099127,-24248.1577464,Nes200_dDFE.Exponential_div10,0.008379117036647961
25,25,25,0.9674021870225,0.230723172948,-24312.003135799998,Nes200_dDFE.Exponential_div10,0.00892808408426663
26,26,26,1.0560329371600001,0.202360408884,-24324.2997038,Nes200_dDFE.Exponential_div10,0.008547970278346764
27,27,27,0.7921612273925,0.26411795947899996,-24215.9787088,Nes200_dDFE.Exponential_div10,0.008368960278291489
28,28,28,0.8369271181399999,0.23565210015699997,-24276.674636900003,Nes200_dDFE.Exponential_div10,0.007888945322721466
