,Unnamed: 0,rep,NeSa,pa,AIC,identifier,product
90,90,90,12.2336204264,1.9863555245099997e-09,-23103.4064375,Exp.Nes10_dDFE.Exponential,4.860063903747604e-10
91,91,91,0.0007268094459600001,3.12437090319,-23143.8983213,Exp.Nes10_dDFE.Exponential,4.541644570242138e-05
92,92,92,49994.85200675,2.1574220188099996e-07,-23128.3681348,Exp.Nes10_dDFE.Exponential,0.0002157199890930195
93,93,93,6.534759056899999,8.886153479710002e-07,-23153.917337,Exp.Nes10_dDFE.Exponential,1.1613774386507675e-07
94,94,94,39.69814364535,1.1450285164499999e-09,-23174.3702917,Exp.Nes10_dDFE.Exponential,9.09110130481082e-10
95,95,95,0.0086889525075,111.86786738299999,-23049.861963099997,Exp.Nes10_dDFE.Exponential,0.019440291736123903
96,96,96,2.2399936074199998,4.48234394046e-07,-23119.809059,Exp.Nes10_dDFE.Exponential,2.0080843545776348e-08
97,97,97,10.49311945125,3.02385894102e-09,-23149.9036648,Exp.Nes10_dDFE.Exponential,6.345942614370637e-10
98,98,98,9.19408228925,5.511036071939999e-09,-23211.686534700002,Exp.Nes10_dDFE.Exponential,1.0133783828888287e-09
99,99,99,0.018316506031350002,3.4269938817399996,-23111.0959612,Exp.Nes10_dDFE.Exponential,0.0012554110820858053
