,Unnamed: 0,Unnamed: 0.1,rep,NeSa,pa,AIC,identifier,product
38,38,38,38,0.9661572377000001,0.0015090539928800002,-22948.0330341,Exp.Nes10_dDFE.Exponential_div10,2.915966874602193e-06
39,39,39,39,0.37171203810000003,0.0011031564550699998,-22968.7113743,Exp.Nes10_dDFE.Exponential_div10,8.201130685144815e-07
40,40,40,40,1.2247635257799998,0.000965222346494,-23047.5057312,Exp.Nes10_dDFE.Exponential_div10,2.364338248507272e-06
41,41,41,41,0.3394449124900001,0.0223440044245,-23055.1189466,Exp.Nes10_dDFE.Exponential_div10,1.5169117253101154e-05
42,42,42,42,777.0967549625,0.021718937759400002,-23088.011448700006,Exp.Nes10_dDFE.Exponential_div10,0.033755432108124504
43,43,43,43,0.5390709158399999,0.0016041168393599997,-23064.1832251,Exp.Nes10_dDFE.Exponential_div10,1.729465467416322e-06
44,44,44,44,865.3619337525,0.8523565631080001,-22996.6786786,Exp.Nes10_dDFE.Exponential_div10,1.4751938473955477
45,45,45,45,0.08086716949874999,0.011006112687899998,-22934.475289200003,Exp.Nes10_dDFE.Exponential_div10,1.780066360509504e-06
46,46,46,46,1.1775097834775,0.0008123557382330001,-22989.8106765,Exp.Nes10_dDFE.Exponential_div10,1.9131136588668892e-06
47,47,47,47,0.8956309099550002,0.000157895918562,-22980.9181981,Exp.Nes10_dDFE.Exponential_div10,2.828329304397293e-07
48,48,48,48,2499.9626053724996,0.0377440689814,-23085.8469958,Exp.Nes10_dDFE.Exponential_div10,0.1887175220562002
49,49,49,49,2499.09943281,8.45960929086,-22960.1948498,Exp.Nes10_dDFE.Exponential_div10,42.28280956116487
50,50,50,50,1.9789595019675001,5.551115123129999e-09,-23017.7021637,Exp.Nes10_dDFE.Exponential_div10,2.1970864038867205e-11
51,51,51,51,2.28700423087,2.55351295664e-05,-23110.663380200003,Exp.Nes10_dDFE.Exponential_div10,1.1679789870834086e-07
52,52,52,52,0.25566152261499997,0.00142069689346,-23021.2919478,Exp.Nes10_dDFE.Exponential_div10,7.264350619127681e-07
53,53,53,53,1.36207836151,0.000843564107456,-22897.3896348,Exp.Nes10_dDFE.Exponential_div10,2.2980008346246285e-06
54,54,54,54,1645.6623118875002,4.170934142509999,-22990.0730238,Exp.Nes10_dDFE.Exponential_div10,13.72789824738703
55,55,55,55,1712.9747583700002,3.4166168449999996,-22949.2522417,Exp.Nes10_dDFE.Exponential_div10,11.705156829013493
56,56,56,56,2285.7994456725,0.152245094309,-22966.9335649,Exp.Nes10_dDFE.Exponential_div10,0.6960035043557393
57,57,57,57,1647.4291371025,0.517060672056,-23022.619949400007,Exp.Nes10_dDFE.Exponential_div10,1.7036416335897095
58,58,58,58,0.8785318830449999,0.0009074740958680001,-22949.671770400004,Exp.Nes10_dDFE.Exponential_div10,1.5944898525149456e-06
59,59,59,59,0.5356664760225,0.0036835090533299994,-22998.3920087,Exp.Nes10_dDFE.Exponential_div10,3.9462646279885115e-06
60,60,60,60,709.8781903450001,0.040537806445,-23036.848145,Exp.Nes10_dDFE.Exponential_div10,0.05755380935946497
61,61,61,61,0.8633834696799999,0.000232702745961,-23062.8461099,Exp.Nes10_dDFE.Exponential_div10,4.0182340842374354e-07
62,62,62,62,0.023526266710874995,0.0070752903536000005,-23071.2445477,Exp.Nes10_dDFE.Exponential_div10,3.3291033583134937e-07
63,63,63,63,2492.4096043475,1.94276426613,-22980.7375408,Exp.Nes10_dDFE.Exponential_div10,9.68432863177107
64,64,64,64,1.37645704052,5.10147479815e-06,-23014.5562755,Exp.Nes10_dDFE.Exponential_div10,1.4043921805897827e-08
65,65,65,65,2390.1409114775,0.439730651891,-22989.388479,Exp.Nes10_dDFE.Exponential_div10,2.1020364422307
66,66,66,66,0.49054673728500003,0.00210169659454,-23069.3301684,Exp.Nes10_dDFE.Exponential_div10,2.061960814429185e-06
67,67,67,67,1.1496900332675,2.1033175201499996e-05,-23040.1514278,Exp.Nes10_dDFE.Exponential_div10,4.836326379426737e-08
68,68,68,68,0.00033026809551,1749366.6375499994,-23052.0111718,Exp.Nes10_dDFE.Exponential_div10,1.1555199754647416
69,69,69,69,0.796492091665,0.0,-22956.8396765,Exp.Nes10_dDFE.Exponential_div10,0.0
70,70,70,70,0.682704389475,0.00035381142460300005,-23029.6222172,Exp.Nes10_dDFE.Exponential_div10,4.830972252457423e-07
71,71,71,71,294.59903862,0.018068357921,-22973.0101925,Exp.Nes10_dDFE.Exponential_div10,0.010645841745937324
72,72,72,72,2499.6730749375,0.16190772611499996,-23139.9022907,Exp.Nes10_dDFE.Exponential_div10,0.8094327671880411
73,73,73,73,0.7316385498200001,0.00042013614809400005,-22871.789603,Exp.Nes10_dDFE.Exponential_div10,6.1477560423691e-07
74,74,74,74,0.15204871071974999,0.04818097032459999,-23027.6866502,Exp.Nes10_dDFE.Exponential_div10,1.4651708838163925e-05
75,75,75,75,1.1105699232725,5.93858295872e-05,-23033.2422647,Exp.Nes10_dDFE.Exponential_div10,1.3190423241626093e-07
76,76,76,76,0.9174718829299999,0.00035864644587499996,-22969.5849345,Exp.Nes10_dDFE.Exponential_div10,6.580960600061771e-07
77,77,77,77,1591.1720413925,18.2354256972,-23010.5189416,Exp.Nes10_dDFE.Exponential_div10,58.03139906454995
78,78,78,78,1.51074154085,0.00016272538871899998,-23017.1748261,Exp.Nes10_dDFE.Exponential_div10,4.916720089775145e-07
79,79,79,79,1.3858394116700001,8.695266728859998e-05,-23058.907477400004,Exp.Nes10_dDFE.Exponential_div10,2.4100486655674133e-07
80,80,80,80,2498.0211872025,666.366757629,-23040.0427638,Exp.Nes10_dDFE.Exponential_div10,3329.19655800935
81,81,81,81,2403.5871045125,14.783595370099999,-23006.5380219,Exp.Nes10_dDFE.Exponential_div10,71.06731837980611
82,82,82,82,1.3722274705425e-06,12916851.4279,-23008.2711915,Exp.Nes10_dDFE.Exponential_div10,0.035449716724560994
83,83,83,83,2369.9490376100007,0.15206101378099998,-23027.2467534,Exp.Nes10_dDFE.Exponential_div10,0.720753706536564
84,84,84,84,0.185133174251,4.996003610809999e-08,-23015.010885900007,Exp.Nes10_dDFE.Exponential_div10,1.8498520140774255e-11
85,85,85,85,0.09529770067974999,0.00672960576154,-22990.2828788,Exp.Nes10_dDFE.Exponential_div10,1.28263191111192e-06
86,86,86,86,0.40609440128749996,0.0007757794406869998,-23021.6599996,Exp.Nes10_dDFE.Exponential_div10,6.300793749938776e-07
87,87,87,87,0.8801873374225,0.0047653381241,-22966.692485900006,Exp.Nes10_dDFE.Exponential_div10,8.38878055073902e-06
88,88,88,88,0.014607723908675003,5.694801202829999,-23138.055814900006,Exp.Nes10_dDFE.Exponential_div10,0.00016637616737146189
89,89,89,89,0.08237706243425,0.15723936042099998,-23041.2821941,Exp.Nes10_dDFE.Exponential_div10,2.590583322104451e-05
90,90,90,90,1931.9110449200002,0.813673850519,-22977.3563897,Exp.Nes10_dDFE.Exponential_div10,3.1438909975604825
91,91,91,91,0.9648724510675001,0.00180040982123,-23027.1075013,Exp.Nes10_dDFE.Exponential_div10,3.47433167427238e-06
92,92,92,92,0.15973963335725,0.07443131111449998,-22987.0297842,Exp.Nes10_dDFE.Exponential_div10,2.3779260695459273e-05
93,93,93,93,0.8281502438549999,0.0041913361670300004,-23014.348993,Exp.Nes10_dDFE.Exponential_div10,6.942112137608351e-06
94,94,94,94,24.733036870075,0.0065477123723000005,-23000.4906116,Exp.Nes10_dDFE.Exponential_div10,0.00032388962303748434
95,95,95,95,2226.8946657025,0.04600523295649998,-23071.7320886,Exp.Nes10_dDFE.Exponential_div10,0.20489761573046134
96,96,96,96,0.21448973870100008,0.0272539435464,-23005.5469885,Exp.Nes10_dDFE.Exponential_div10,1.1691382459678287e-05
97,97,97,97,0.4806646255175,0.011265072208399996,-23037.6513474,Exp.Nes10_dDFE.Exponential_div10,1.0829443428956362e-05
98,98,98,98,0.39602392588499996,0.000518696197105,-23100.259074200007,Exp.Nes10_dDFE.Exponential_div10,4.108322086382837e-07
99,99,99,99,0.103255750076,0.00396166988104,-22986.2309839,Exp.Nes10_dDFE.Exponential_div10,8.181303902405658e-07
