,Unnamed: 0,Unnamed: 0.1,rep,NeSa,pa,AIC,identifier,product
0,0,0,0,2.998238061025,0.0008305023335710001,-23031.646211000007,Exp.Nes10_dDFE.Exponential_div10,4.980087412565307e-06
1,1,1,1,2428.8197844250003,0.7157062220649998,-23029.9264796,Exp.Nes10_dDFE.Exponential_div10,3.4766428639750884
2,2,2,2,0.23468899749900002,0.000261790589207,-23045.9535768,Exp.Nes10_dDFE.Exponential_div10,1.2287874187132674e-07
3,3,3,3,3.2267571187499997,6.65967281321e-05,-23041.2935603,Exp.Nes10_dDFE.Exponential_div10,4.297829331714241e-07
4,4,4,4,0.13734663356475,0.334176747385,-23037.304757700003,Exp.Nes10_dDFE.Exponential_div10,9.179610253789523e-05
5,5,5,5,1228.2676159625003,0.22486488226999993,-23056.759337,Exp.Nes10_dDFE.Exponential_div10,0.5523885057189222
6,6,6,6,0.0008016356255199999,395209.34996,-22951.2307306,Exp.Nes10_dDFE.Exponential_div10,0.6336277889330743
7,7,7,7,511.65659861999995,8.980412852239997,-23038.2242398,Exp.Nes10_dDFE.Exponential_div10,9.189774988360899
8,8,8,8,2.5589047327,5.171418848699999e-05,-23020.546099,Exp.Nes10_dDFE.Exponential_div10,2.646633633342482e-07
9,9,9,9,1.8303592721199997,5.551115123129999e-09,-23049.717435,Exp.Nes10_dDFE.Exponential_div10,2.0321070072453097e-11
10,10,10,10,2.7143324379249996,0.00012542189509200002,-23061.7028349,Exp.Nes10_dDFE.Exponential_div10,6.808734365484839e-07
11,11,11,11,12.48050478875,0.00105585540311,-22989.8490256,Exp.Nes10_dDFE.Exponential_div10,2.6355216829483832e-05
12,12,12,12,2384.3138473675,0.6722474521490001,-23014.427596,Exp.Nes10_dDFE.Exponential_div10,3.2056978180327635
13,13,13,13,2360.6098804775,0.032807645489199996,-23050.0652718,Exp.Nes10_dDFE.Exponential_div10,0.1548921041940172
14,14,14,14,1769.4883438299998,0.364769775496,-23096.8661682,Exp.Nes10_dDFE.Exponential_div10,1.2909117318433159
15,15,15,15,379.26342510250004,0.46048364010799997,-23008.1818181,Exp.Nes10_dDFE.Exponential_div10,0.34928920510205413
16,16,16,16,0.8603175470524999,0.435135633081,-23079.2511853,Exp.Nes10_dDFE.Exponential_div10,0.0007487096409747651
17,17,17,17,0.00024910109933099997,70660.7877583,-23108.1667315,Exp.Nes10_dDFE.Exponential_div10,0.035203359820373994
18,18,18,18,0.056427360411500004,0.121916154949,-23032.195507,Exp.Nes10_dDFE.Exponential_div10,1.3758813630583007e-05
19,19,19,19,2498.69973336,0.270190064766,-22960.0260144,Exp.Nes10_dDFE.Exponential_div10,1.350247685574651
20,20,20,20,1119.19916361,0.032509356318,-23006.9594842,Exp.Nes10_dDFE.Exponential_div10,0.07276888880121013
21,21,21,21,656.277052975,0.009654899102429998,-23062.017476,Exp.Nes10_dDFE.Exponential_div10,0.012672577459427464
22,22,22,22,0.304735597565,0.0014526269076500001,-23045.94549,Exp.Nes10_dDFE.Exponential_div10,8.853342574834418e-07
23,23,23,23,0.7259359968725,0.0015876910897099999,-23031.9734384,Exp.Nes10_dDFE.Exponential_div10,2.305124227868429e-06
24,24,24,24,0.53098634466,0.00342968986544,-23079.9811862,Exp.Nes10_dDFE.Exponential_div10,3.6422369699348662e-06
25,25,25,25,2459.6505496,0.41335894151999986,-22982.2617324,Exp.Nes10_dDFE.Exponential_div10,2.033437095383484
26,26,26,26,2245.28582113,0.148653622745,-22961.5286237,Exp.Nes10_dDFE.Exponential_div10,0.6675397428179132
27,27,27,27,0.10786248403899998,0.0032896740886899996,-22983.068034,Exp.Nes10_dDFE.Exponential_div10,7.096648377696738e-07
28,28,28,28,0.8600577916200001,0.0016143475445299994,-23045.591022,Exp.Nes10_dDFE.Exponential_div10,2.776864368111282e-06
29,29,29,29,0.95933256752,0.0012596146348199998,-23022.1155492,Exp.Nes10_dDFE.Exponential_div10,2.416778683415275e-06
30,30,30,30,1.3788555559150002,0.0030208502366199995,-23067.628530200003,Exp.Nes10_dDFE.Exponential_div10,8.330632264701259e-06
31,31,31,31,0.24738691005175,0.00152209911342,-23083.8322236,Exp.Nes10_dDFE.Exponential_div10,7.53094792922964e-07
32,32,32,32,1.2367942403924999,0.0007723766071169997,-22988.6264602,Exp.Nes10_dDFE.Exponential_div10,1.910541878192412e-06
33,33,33,33,0.007947353985325001,25.3476887202,-23062.5069975,Exp.Nes10_dDFE.Exponential_div10,0.00040289410993851814
34,34,34,34,0.6835197780975001,0.00529846722053,-23011.191358900003,Exp.Nes10_dDFE.Exponential_div10,7.243214277667087e-06
35,35,35,35,2415.857102285,0.747647838084,-22911.6577432,Exp.Nes10_dDFE.Exponential_div10,3.612420679286515
36,36,36,36,2.043939893035,3.88578058619e-08,-22998.4210094,Exp.Nes10_dDFE.Exponential_div10,1.5884603911389338e-10
37,37,37,37,0.07518821788400001,0.5433956395959999,-23051.3179205,Exp.Nes10_dDFE.Exponential_div10,8.171389949431918e-05
