,rep,NeSa,pa,AIC,identifier
0,0,836.169049691,7.2250538885e-12,-23036.2140821,Nes10_dDFE.Exponential
1,1,12.835986777,0.0,-22957.5967448,Nes10_dDFE.Exponential
2,2,565.785971022,1.34053879108e-12,-23064.416271,Nes10_dDFE.Exponential
3,3,1468.97841595,8.00470800755e-14,-23037.5596198,Nes10_dDFE.Exponential
4,4,55861.1227514,2.09299244602e-12,-23068.2762367,Nes10_dDFE.Exponential
5,5,294.925064267,1.02876041019e-11,-23047.271691,Nes10_dDFE.Exponential
6,6,337.986642365,9.55735490749e-13,-23038.1224432,Nes10_dDFE.Exponential
7,7,657.407890137,4.71900296617e-13,-23080.9797684,Nes10_dDFE.Exponential
8,8,867.548904996,9.27424803621e-13,-23094.1283931,Nes10_dDFE.Exponential
9,9,775.058211093,1.09967590589e-12,-22990.4165994,Nes10_dDFE.Exponential
10,10,735.62005824,1.10356168648e-13,-23043.0812776,Nes10_dDFE.Exponential
11,11,38.4853406752,2.11614348267e-09,-23074.2815937,Nes10_dDFE.Exponential
12,12,59.2695179756,2.48921883106e-10,-22940.140791,Nes10_dDFE.Exponential
13,13,1.60477051381,3.3123376264e-10,-23043.0403256,Nes10_dDFE.Exponential
14,14,55.2784338102,2.92201263186e-11,-22971.0663651,Nes10_dDFE.Exponential
15,15,861.852363002,1.73699943318e-12,-23044.4304965,Nes10_dDFE.Exponential
16,16,848.25544278,1.15935039346e-12,-23108.7930878,Nes10_dDFE.Exponential
17,17,598.810491371,1.77496906062e-12,-23008.9058569,Nes10_dDFE.Exponential
18,18,2.5022527626,2.44025625595e-07,-23051.8895737,Nes10_dDFE.Exponential
19,19,15.5859819386,1.86847110006e-09,-23045.8040961,Nes10_dDFE.Exponential
20,20,666.093816812,2.24820162487e-12,-22880.3262244,Nes10_dDFE.Exponential
21,21,2845.18509017,9.57526835599e-11,-22967.4678976,Nes10_dDFE.Exponential
22,22,154.606079515,1.92733162763e-10,-23099.2876869,Nes10_dDFE.Exponential
23,23,968.963320786,5.18762810486e-12,-22949.2375918,Nes10_dDFE.Exponential
24,24,73.920619637,5.45359646331e-10,-23041.4540063,Nes10_dDFE.Exponential
25,25,196.532957262,4.50506298932e-12,-23104.0560599,Nes10_dDFE.Exponential
26,26,32.4224029322,1.24229143639e-09,-23075.379581,Nes10_dDFE.Exponential
27,27,893.783283465,4.23105994685e-13,-23052.8233535,Nes10_dDFE.Exponential
28,28,557.097882629,1.03966835141e-12,-23051.3379468,Nes10_dDFE.Exponential
29,29,682.478925103,6.69569955036e-12,-23063.0110854,Nes10_dDFE.Exponential
30,30,35.3356540543,3.61202900923e-10,-23022.8998011,Nes10_dDFE.Exponential
31,31,602.01565441,1.20498055978e-12,-22954.8379797,Nes10_dDFE.Exponential
32,32,370.799314234,1.83925097375e-12,-22971.4857767,Nes10_dDFE.Exponential
33,33,353.358253527,3.0364044612e-12,-22985.9315645,Nes10_dDFE.Exponential
34,34,93.1930538473,1.81739234772e-10,-23037.4140737,Nes10_dDFE.Exponential
35,35,760.228259685,7.98938692981e-12,-23011.8696342,Nes10_dDFE.Exponential
36,36,193.45572298,3.25479643237e-11,-23116.5893743,Nes10_dDFE.Exponential
37,37,21.6339597618,3.24615501146e-10,-23131.0298907,Nes10_dDFE.Exponential
38,38,1080.033419,8.78641603919e-12,-23036.5294614,Nes10_dDFE.Exponential
39,39,561.708157639,8.42992342598e-13,-23032.364331,Nes10_dDFE.Exponential
40,40,597.680347378,3.42781358853e-13,-23020.8862091,Nes10_dDFE.Exponential
41,41,285.053703191,8.29852853101e-12,-23125.2415968,Nes10_dDFE.Exponential
42,42,622.243770448,4.43867165245e-13,-23000.8040351,Nes10_dDFE.Exponential
43,43,1204.50679072,2.26701990513e-12,-22991.4981696,Nes10_dDFE.Exponential
44,44,757.358104642,6.37062624875e-12,-23093.9070594,Nes10_dDFE.Exponential
45,45,234.334369969,6.27842222656e-12,-23095.7804047,Nes10_dDFE.Exponential
46,46,739.365990281,3.39428485319e-12,-22993.3610763,Nes10_dDFE.Exponential
47,47,310.059516981,5.79314374249e-13,-23073.9335563,Nes10_dDFE.Exponential
48,48,813.943523344,6.54143406109e-12,-23006.408454,Nes10_dDFE.Exponential
49,49,85.2035801512,2.87939172505e-10,-23032.8988217,Nes10_dDFE.Exponential
50,50,745.687940357,1.48880907602e-13,-23034.5220359,Nes10_dDFE.Exponential
51,51,1081.38349184,1.56247237371e-12,-23030.8460987,Nes10_dDFE.Exponential
52,52,2241.17663603,2.82163181708e-13,-23061.489756,Nes10_dDFE.Exponential
