,rep,NeSa,pa,AIC,identifier
87,87,96557.2960443,5.38979416653e-11,-23952.9013883,Exp.Nes100_dDFE.Exponential_div10
88,88,22791.1541826,3.84748899407e-11,-23966.9419424,Exp.Nes100_dDFE.Exponential_div10
89,89,964750.060545,2.27499313832e-09,-23888.2215217,Exp.Nes100_dDFE.Exponential_div10
90,90,999628.947283,2.35150848793e-08,-23907.3203852,Exp.Nes100_dDFE.Exponential_div10
91,91,226.198518177,1.2635004154e-11,-23927.1482835,Exp.Nes100_dDFE.Exponential_div10
92,92,993331.788772,3.62457056036e-08,-23882.8253482,Exp.Nes100_dDFE.Exponential_div10
93,93,322622.073886,3.53024798283e-09,-23914.6618161,Exp.Nes100_dDFE.Exponential_div10
94,94,0.000432440749876,0.753642090888,-23817.0944796,Exp.Nes100_dDFE.Exponential_div10
95,95,956632.565205,1.60498681012e-09,-23908.8884111,Exp.Nes100_dDFE.Exponential_div10
96,96,474.274650181,6.27886631577e-13,-23856.5894378,Exp.Nes100_dDFE.Exponential_div10
97,97,214736.370647,4.19370448923e-08,-23887.6898258,Exp.Nes100_dDFE.Exponential_div10
98,98,134.690608225,4.17471612835e-12,-23957.8658995,Exp.Nes100_dDFE.Exponential_div10
99,99,594.69628614,0.0,-23972.195984,Exp.Nes100_dDFE.Exponential_div10
