,Unnamed: 0,rep,NeSa,pa,AIC,identifier,product
69,69,69,23.055299117049998,5.635436561849999e-08,-23108.961166099998,Nes10_dDFE.Exponential_div10,2.598533511772231e-09
70,70,70,11.97528729895,6.33038066411e-08,-23119.1917268,Nes10_dDFE.Exponential_div10,1.5161625432887032e-09
71,71,71,22.51233981455,3.5459968294999994e-08,-23140.898267900004,Nes10_dDFE.Exponential_div10,1.5965737121404183e-09
72,72,72,41.55418288215,6.095901561310001e-08,-23119.8111739,Nes10_dDFE.Exponential_div10,5.06620416620519e-09
73,73,73,46.608599949449996,3.93352017625e-09,-23189.6042967,Nes10_dDFE.Exponential_div10,3.666717365758526e-10
74,74,74,5.6703532652,1.7411561081799998e-06,-23198.2059622,Nes10_dDFE.Exponential_div10,1.9745940446482774e-08
75,75,75,76.062257706,9.132861134019999e-08,-23221.4703715,Nes10_dDFE.Exponential_div10,1.3893320743378811e-08
76,76,76,0.10816417621300001,0.000118781565139,-23216.2805395,Nes10_dDFE.Exponential_div10,2.569582028510147e-08
77,77,77,25.8648588073,1.66533453694e-12,-23179.6761555,Nes10_dDFE.Exponential_div10,8.614728532974686e-14
78,78,78,4.997981594925,2.28216667786e-06,-23207.011567200003,Nes10_dDFE.Exponential_div10,2.281245410499082e-08
79,79,79,23.99028916915,2.14791517905e-07,-23102.5239075,Nes10_dDFE.Exponential_div10,1.030582125124322e-08
80,80,80,34.6791885816,4.52554660413e-08,-23148.786735799997,Nes10_dDFE.Exponential_div10,3.1388456823888752e-09
81,81,81,0.27018178863099995,0.0005948588860379999,-23244.242833099997,Nes10_dDFE.Exponential_div10,3.21440075625582e-07
82,82,82,10.567572373700001,1.1039835712300002e-07,-23108.869332299997,Nes10_dDFE.Exponential_div10,2.3332852576697634e-09
83,83,83,1.452074037435,0.0,-23099.5083992,Nes10_dDFE.Exponential_div10,0.0
84,84,84,328.5142363895,3.3113900510499997e-06,-23191.0133598,Nes10_dDFE.Exponential_div10,2.1756775480169564e-06
85,85,85,75.89076964,2.82002754481e-07,-23161.3105295,Nes10_dDFE.Exponential_div10,4.2802812156326094e-08
86,86,86,40.15288923115,1.10289555266e-08,-23049.812874400002,Nes10_dDFE.Exponential_div10,8.856888591896989e-10
87,87,87,83.9609227335,5.5117577169e-08,-23161.8058533,Nes10_dDFE.Exponential_div10,9.255445275888266e-09
88,88,88,20.248096621400002,2.2006840794099997e-08,-23246.1645562,Nes10_dDFE.Exponential_div10,8.911932774614078e-10
89,89,89,16.64579822935,4.4722170411400004e-07,-23114.6154987,Nes10_dDFE.Exponential_div10,1.4888724500935424e-08
90,90,90,45.83309737195,7.33801908126e-09,-23207.059804499997,Nes10_dDFE.Exponential_div10,6.726482861372333e-10
91,91,91,18.73247089605,1.37989064619e-07,-23157.0041032,Nes10_dDFE.Exponential_div10,5.169752273897162e-09
92,92,92,24.1203376623,1.3674616994299998e-08,-23136.611069299997,Nes10_dDFE.Exponential_div10,6.596727586102838e-10
93,93,93,32.06267554315,3.26683124996e-09,-23158.915026,Nes10_dDFE.Exponential_div10,2.0948670084338128e-10
94,94,94,117.236765919,1.96676008812e-09,-23177.570570599997,Nes10_dDFE.Exponential_div10,4.611531841395126e-10
95,95,95,20.46207467655,2.0317580950999998e-07,-23210.8875927,Nes10_dDFE.Exponential_div10,8.314797173324234e-09
96,96,96,45.04723591075,1.4868661857299998e-08,-23170.464212900002,Nes10_dDFE.Exponential_div10,1.3395842367259264e-09
97,97,97,47.57741205745,2.38475905689e-09,-23222.948745200003,Nes10_dDFE.Exponential_div10,2.2692132861478275e-10
98,98,98,32.119333636,4.626854455129999e-09,-23192.118295099997,Nes10_dDFE.Exponential_div10,2.972229638590669e-10
99,99,99,77.85360480099999,3.34371419441e-08,-23109.414240000002,Nes10_dDFE.Exponential_div10,5.206404069181803e-09
100,100,100,16.36529155295,1.0399514582799998e-07,-23184.6334841,Nes10_dDFE.Exponential_div10,3.4038217631335437e-09
101,101,101,0.7651341593500001,2.63910782117e-06,-23149.9871134,Nes10_dDFE.Exponential_div10,4.038543088369837e-09
102,102,102,22.463511034599996,3.58808538437e-07,-23133.184349799998,Nes10_dDFE.Exponential_div10,1.6120199124976494e-08
103,103,103,32.43653086175,2.1837531782900003e-08,-23155.9180828,Nes10_dDFE.Exponential_div10,1.4166675472409648e-09
104,104,104,27.242131152600003,8.659739592079999e-10,-23085.531538799998,Nes10_dDFE.Exponential_div10,4.718195234296124e-11
105,105,105,71.9358555425,4.93383112143e-09,-23143.7664177,Nes10_dDFE.Exponential_div10,7.098387256445585e-10
106,106,106,27.8782295736,4.996003610809999e-12,-23137.052103,Nes10_dDFE.Exponential_div10,2.785594712253914e-13
107,107,107,34.90882736825,3.97715194111e-08,-23209.709183900002,Nes10_dDFE.Exponential_div10,2.776754210590188e-09
108,108,108,12.7623432279,1.0180079001999999e-07,-23173.0823367,Nes10_dDFE.Exponential_div10,2.5984332462132336e-09
109,109,109,5.9153362205,9.38532584982e-08,-23147.765695299997,Nes10_dDFE.Exponential_div10,1.1103471588127038e-09
110,110,110,600.91131881,9.02755648013e-08,-23205.7234165,Nes10_dDFE.Exponential_div10,1.084952174021336e-07
111,111,111,49.6418384483,1.75748304798e-09,-23093.7526075,Nes10_dDFE.Exponential_div10,1.7448937908689808e-10
112,112,112,33.49871006995,6.796785356759999e-09,-23144.391972499998,Nes10_dDFE.Exponential_div10,4.553670841475698e-10
113,113,113,38.8777592053,7.946754365660001e-08,-23200.6980953,Nes10_dDFE.Exponential_div10,6.1790400538359225e-09
114,114,114,39.633621339449995,5.55999690732e-09,-23187.6703442,Nes10_dDFE.Exponential_div10,4.407256241464679e-10
115,115,115,43.64380479815,8.59257109909e-09,-23147.094391900002,Nes10_dDFE.Exponential_div10,7.500249915258184e-10
116,116,116,163.3089013305,1.0626699520299999e-06,-23106.895635599998,Nes10_dDFE.Exponential_div10,3.4708692468590884e-07
117,117,117,44.91402640435,2.10981232485e-08,-23107.2565158,Nes10_dDFE.Exponential_div10,1.895203329330719e-09
118,118,118,26.854364605799997,5.551115123129999e-13,-23142.9663062,Nes10_dDFE.Exponential_div10,2.981433389706067e-14
119,119,119,0.96262707947,1.4432588457699999e-06,-23176.5700064,Nes10_dDFE.Exponential_div10,2.7786400952456366e-09
120,120,120,36.87844840819999,1.46160861192e-09,-23170.944471799998,Nes10_dDFE.Exponential_div10,1.0780371557534506e-10
121,121,121,38.52724500205,2.849387392699999e-09,-23201.0862312,Nes10_dDFE.Exponential_div10,2.1955809236861065e-10
122,122,122,55.436004272000005,1.19060317161e-08,-23195.5688488,Nes10_dDFE.Exponential_div10,1.3200456501525742e-09
123,123,123,87.106424187,5.93415871997e-07,-23187.0266646,Nes10_dDFE.Exponential_div10,1.0338066933093836e-07
124,124,124,3.66319170774,2.48581932816e-06,-23176.1563837,Nes10_dDFE.Exponential_div10,1.821206549971106e-08
125,125,125,34.775443557050004,8.78852546293e-09,-23192.8924385,Nes10_dDFE.Exponential_div10,6.11249742371638e-10
126,126,126,56.985981174,1.10184084079e-08,-23090.489823,Nes10_dDFE.Exponential_div10,1.2557896282000656e-09
127,127,127,25.90035139585,6.66910970892e-09,-23147.107298900002,Nes10_dDFE.Exponential_div10,3.454645699170058e-10
128,128,128,14.36822492055,1.2018719353099998e-07,-23217.894388999997,Nes10_dDFE.Exponential_div10,3.45375325844616e-09
129,129,129,54.178764758499995,3.4644509483399997e-09,-23121.4610637,Nes10_dDFE.Exponential_div10,3.7539934589495017e-10
130,130,130,14.4353919771,3.59751117784e-08,-23112.907255500002,Nes10_dDFE.Exponential_div10,1.0386296798823821e-09
131,131,131,6.852745726100001,1.8370416299299998e-07,-23211.3923315,Nes10_dDFE.Exponential_div10,2.5177558356341174e-09
132,132,132,0.6065512066100001,3.47190498573e-06,-23227.5436633,Nes10_dDFE.Exponential_div10,4.211776316659613e-09
133,133,133,69.7710255225,3.6143865678199994e-08,-23070.856533099995,Nes10_dDFE.Exponential_div10,5.043589149431007e-09
134,134,134,25.24017042195,9.16128284345e-08,-23124.7109658,Nes10_dDFE.Exponential_div10,4.624646805047294e-09
135,135,135,5.61361236805,5.50310907954e-06,-23133.950096200002,Nes10_dDFE.Exponential_div10,6.178464238326799e-08
136,136,136,54.689314269,3.3939517862799994e-09,-23195.0508148,Nes10_dDFE.Exponential_div10,3.7122579170740163e-10
137,137,137,108.862306027,1.9106938253799996e-08,-23121.6237679,Nes10_dDFE.Exponential_div10,4.160050718848337e-09
138,138,138,40.5711995666,4.88220575079e-09,-23182.824548099998,Nes10_dDFE.Exponential_div10,3.961538876810066e-10
139,139,139,21.457209520750002,3.86402021491e-08,-23209.0876088,Nes10_dDFE.Exponential_div10,1.6582218268747464e-09
140,140,140,0.655053481715,9.98939375663e-06,-23152.321663299997,Nes10_dDFE.Exponential_div10,1.308717432100513e-08
141,141,141,52.133278317,8.05633337819e-09,-23096.137303299998,Nes10_dDFE.Exponential_div10,8.400061404394321e-10
142,142,142,19.1351137283,3.08371661539e-07,-23149.0106085,Nes10_dDFE.Exponential_div10,1.18014536282672e-08
143,143,143,5.28821849905,9.205469719830001e-08,-23116.406335,Nes10_dDFE.Exponential_div10,9.736107052969926e-10
144,144,144,0.1449815440675,0.0,-23168.2818728,Nes10_dDFE.Exponential_div10,0.0
145,145,145,33.3062513959,8.15425504896e-08,-23206.3393051,Nes10_dDFE.Exponential_div10,5.431753372138973e-09
146,146,146,44.4179987566,7.77489184145e-09,-23169.5654317,Nes10_dDFE.Exponential_div10,6.906902722924511e-10
147,147,147,6.67733668165,7.220712916479999e-07,-23182.5608658,Nes10_dDFE.Exponential_div10,9.64302624497517e-09
148,148,148,29.365999066649998,8.630651748829999e-08,-23146.781519,Nes10_dDFE.Exponential_div10,5.0689542240144594e-09
149,149,149,50.281268466,1.50934820198e-09,-23123.461519,Nes10_dDFE.Exponential_div10,1.5178388430486156e-10
150,150,150,67.2551495605,5.7329696545599994e-08,-23191.490101400002,Nes10_dDFE.Exponential_div10,7.711434630864817e-09
151,151,151,11.50982828855,8.03190847165e-09,-23168.702851700004,Nes10_dDFE.Exponential_div10,1.8489177467608315e-10
152,152,152,0.10865445742049999,2.1823088336399994e-05,-23133.738134900002,Nes10_dDFE.Exponential_div10,4.742351644862367e-09
153,153,153,40.03056520975,9.722889160459999e-08,-23241.683498,Nes10_dDFE.Exponential_div10,7.784254971299308e-09
154,154,154,5.1070237341,0.0,-23174.8281048,Nes10_dDFE.Exponential_div10,0.0
155,155,155,44.392585396550004,1.78462800093e-08,-23269.6439066,Nes10_dDFE.Exponential_div10,1.584485018647187e-09
156,156,156,66.5097853115,3.98514554689e-09,-23115.3415943,Nes10_dDFE.Exponential_div10,5.301023495174683e-10
157,157,157,43.44069193475,1.67865721323e-09,-23126.5556325,Nes10_dDFE.Exponential_div10,1.4584406172794073e-10
158,158,158,14.7834857443,2.26278995541e-07,-23233.814899,Nes10_dDFE.Exponential_div10,6.6903846096297935e-09
159,159,159,25.842929954800002,1.07913677994e-08,-23258.4394867,Nes10_dDFE.Exponential_div10,5.577611243127569e-10
160,160,160,48.090782121900006,3.18611803607e-08,-23159.1578147,Nes10_dDFE.Exponential_div10,3.064458165745966e-09
161,161,161,22.12823404195,9.641842879660001e-08,-23142.1104433,Nes10_dDFE.Exponential_div10,4.267139116736513e-09
162,162,162,311.2160471085,2.65965027779e-08,-23184.1069871,Nes10_dDFE.Exponential_div10,1.6554516922896556e-08
163,163,163,11.9939294298,4.94869145662e-07,-23101.247319799997,Nes10_dDFE.Exponential_div10,1.187085122011089e-08
164,164,164,29.54035209375,3.3052005576900005e-07,-23146.8359527,Nes10_dDFE.Exponential_div10,1.9527357642924293e-08
165,165,165,0.09716004351049999,0.000693592537293,-23122.877276299998,Nes10_dDFE.Exponential_div10,1.3477896220389193e-07
166,166,166,2.7162713906950002,6.106226635440001e-12,-23127.239687,Nes10_dDFE.Exponential_div10,3.3172337429890925e-14
167,167,167,38.5255552967,1.01119113083e-08,-23142.746722599997,Nes10_dDFE.Exponential_div10,7.791339965264753e-10
168,168,168,6.54841544625,3.81310316655e-06,-23155.7528874,Nes10_dDFE.Exponential_div10,4.993956734796162e-08
169,169,169,35.64177756385,2.18436380095e-09,-23116.8726532,Nes10_dDFE.Exponential_div10,1.557092174239716e-10
170,170,170,35.34338054805001,1.8154922010199998e-08,-23234.841882099998,Nes10_dDFE.Exponential_div10,1.2833126348533351e-09
171,171,171,34.088357881600004,1.56835655574e-08,-23097.6949332,Nes10_dDFE.Exponential_div10,1.069253991160373e-09
172,172,172,76.54312939799999,8.424927422369999e-09,-23194.429668200002,Nes10_dDFE.Exponential_div10,1.2897406197184509e-09
173,173,173,45.6057534228,1.10106368467e-08,-23116.3929181,Nes10_dDFE.Exponential_div10,1.0042967781171929e-09
174,174,174,39.5033477406,3.1358249330499997e-09,-23151.6589219,Nes10_dDFE.Exponential_div10,2.4775116556783573e-10
175,175,175,16.04136515655,2.5075996834499995e-07,-23157.6910946,Nes10_dDFE.Exponential_div10,8.045064437734126e-09
176,176,176,6.82050412385,8.291978215169998e-08,-23172.6425305,Nes10_dDFE.Exponential_div10,1.1311094322288268e-09
177,177,177,34.22097696675,8.532619055759999e-09,-23161.3049449,Nes10_dDFE.Exponential_div10,5.839891203464301e-10
178,178,178,35.7104283502,8.87118156712e-08,-23258.2905815,Nes10_dDFE.Exponential_div10,6.335873874685074e-09
179,179,179,9.71441072555,3.966327266619999e-08,-23155.1443389,Nes10_dDFE.Exponential_div10,7.706106427978946e-10
180,180,180,32.279435862,0.0,-23124.2868117,Nes10_dDFE.Exponential_div10,0.0
181,181,181,31.5659161256,7.25808302349e-09,-23129.4370828,Nes10_dDFE.Exponential_div10,4.5821607990425323e-10
182,182,182,62.2387251385,3.88578058619e-12,-23172.280840900003,Nes10_dDFE.Exponential_div10,4.836920597047977e-13
183,183,183,22.5658043695,2.17083573339e-07,-23116.784171799998,Nes10_dDFE.Exponential_div10,9.797330895599761e-09
184,184,184,50.420977995,7.40074668215e-09,-23136.5814929,Nes10_dDFE.Exponential_div10,7.463057712145088e-10
185,185,185,0.0986114908035,0.00013111325025700002,-23141.1651659,Nes10_dDFE.Exponential_div10,2.5858546143870304e-08
186,186,186,43.16957585945,1.87516668859e-08,-23181.902281900002,Nes10_dDFE.Exponential_div10,1.6190030122439934e-09
187,187,187,185.4401845935,1.02676145364e-06,-23121.1971027,Nes10_dDFE.Exponential_div10,3.8080566699298396e-07
188,188,188,68.715429694,4.721223412219999e-09,-23184.929580900003,Nes10_dDFE.Exponential_div10,6.488417909041404e-10
189,189,189,33.40405847195,7.12485626053e-09,-23134.7497841,Nes10_dDFE.Exponential_div10,4.759982302619663e-10
190,190,190,71.7686059975,4.7384318691e-09,-23131.9341739,Nes10_dDFE.Exponential_div10,6.801412997188709e-10
191,191,191,6.861228646949999,1.1325718141099997e-07,-23149.2200223,Nes10_dDFE.Exponential_div10,1.554166835139932e-09
192,192,192,49.83110463125,2.3037127761000002e-09,-23197.143228200002,Nes10_dDFE.Exponential_div10,2.2959310477237306e-10
193,193,193,32.493787948350004,5.0032200604700006e-09,-23182.842673099996,Nes10_dDFE.Exponential_div10,3.251471434076861e-10
194,194,194,3.12391924436,0.0,-23187.8711997,Nes10_dDFE.Exponential_div10,0.0
195,195,195,5.13270362175,9.425737967919998e-08,-23131.0120163,Nes10_dDFE.Exponential_div10,9.675903881121892e-10
196,196,196,49.5678602533,2.65015787093e-08,-23180.967966,Nes10_dDFE.Exponential_div10,2.627253099908826e-09
197,197,197,37.5952295891,9.90980075777e-07,-23162.7899701,Nes10_dDFE.Exponential_div10,7.451224693412008e-08
198,198,198,25.8398617855,1.20498055978e-08,-23223.961948099997,Nes10_dDFE.Exponential_div10,6.227306223785924e-10
199,199,199,38.033262141349994,3.657185665419999e-08,-23160.568795400002,Nes10_dDFE.Exponential_div10,2.7818940222501272e-09
200,200,200,0.11914178427450002,0.0008096030829069999,-23109.3893625,Nes10_dDFE.Exponential_div10,1.929151117033519e-07
201,201,201,0.550703097285,0.0,-23164.731233900002,Nes10_dDFE.Exponential_div10,0.0
202,202,202,2.361405790905,5.0812781759999996e-06,-23138.2970831,Nes10_dDFE.Exponential_div10,2.399791942001119e-08
203,203,203,54.22979211650001,2.5185409313599996e-09,-23134.5551711,Nes10_dDFE.Exponential_div10,2.731599022890982e-10
204,204,204,32.602463826400005,5.551115123129999e-13,-23238.6335092,Nes10_dDFE.Exponential_div10,3.619600599960556e-14
205,205,205,37.8086949838,1.95066185427e-09,-23142.9715156,Nes10_dDFE.Exponential_div10,1.475039581292563e-10
206,206,206,23.91844817845,4.303613021509999e-08,-23233.5248815,Nes10_dDFE.Exponential_div10,2.058714900701791e-09
207,207,207,55.3417442495,5.57942581025e-09,-23209.343113400002,Nes10_dDFE.Exponential_div10,6.175503124998297e-10
208,208,208,14.206026679699999,2.49150700071e-08,-23183.8646438,Nes10_dDFE.Exponential_div10,7.078882984949118e-10
209,209,209,108.96683308300001,7.49267314859e-08,-23159.638648400003,Nes10_dDFE.Exponential_div10,1.632905728655765e-08
210,210,210,50.8097921585,0.0,-23233.8872003,Nes10_dDFE.Exponential_div10,0.0
211,211,211,1.6187321411300002,6.37918662338e-06,-23124.2284467,Nes10_dDFE.Exponential_div10,2.065238884306353e-08
212,212,212,37.156821762250004,5.9829918797e-09,-23160.0384412,Nes10_dDFE.Exponential_div10,4.44617925758004e-10
213,213,213,66.7474409455,6.18949336229e-10,-23176.867543200002,Nes10_dDFE.Exponential_div10,8.26265685364032e-11
214,214,214,32.966765432,5.8558713433900005e-09,-23100.570586200003,Nes10_dDFE.Exponential_div10,3.8609827395501773e-10
215,215,215,10.63002827455,7.00212110516e-08,-23152.529302000003,Nes10_dDFE.Exponential_div10,1.488654906593482e-09
216,216,216,49.23184641030001,2.18935980456e-09,-23150.1079857,Nes10_dDFE.Exponential_div10,2.1557245126996472e-10
217,217,217,0.2047790714555,0.00010722649323999998,-23048.754047799997,Nes10_dDFE.Exponential_div10,4.391548344223329e-08
218,218,218,105.98929798700001,1.4838130724099997e-09,-23133.518758000002,Nes10_dDFE.Exponential_div10,3.1453661177733897e-10
219,219,219,26.287103645500004,1.4980794382799998e-08,-23175.7159564,Nes10_dDFE.Exponential_div10,7.876033892651755e-10
220,220,220,31.580989207400002,5.319697460319999e-06,-23170.294126599998,Nes10_dDFE.Exponential_div10,3.360026161619982e-07
221,221,221,24.45993291255,1.8945955915199997e-08,-23158.971092900003,Nes10_dDFE.Exponential_div10,9.268336212998436e-10
222,222,222,18.44253240485,7.95680188403e-08,-23245.9146539,Nes10_dDFE.Exponential_div10,2.934871531703896e-09
223,223,223,21.144579750349997,7.316369732279999e-09,-23166.772902599998,Nes10_dDFE.Exponential_div10,3.0940312657448267e-10
224,224,224,13.9303281811,4.19703161114e-08,-23142.1161159,Nes10_dDFE.Exponential_div10,1.1693205545926218e-09
225,225,225,1.06823620246,3.89266319178e-05,-23095.1422625,Nes10_dDFE.Exponential_div10,8.31656749088578e-08
226,226,226,70.792910967,1.68198788231e-10,-23210.057482599997,Nes10_dDFE.Exponential_div10,2.381456367998894e-11
