,rep,NeSa,pa,AIC,identifier
265,265,1210.49690854,3.71369601737e-13,-23132.9986784,Nes10_dDFE.Exponential_div10
266,266,857.666287019,4.63629135083e-13,-23112.3918539,Nes10_dDFE.Exponential_div10
267,267,1590.45863362,4.73016070757e-12,-23234.0581462,Nes10_dDFE.Exponential_div10
268,268,1381.79753228,4.4408920985e-16,-23181.674498,Nes10_dDFE.Exponential_div10
269,269,729.522356438,1.60050306341e-11,-23116.1665052,Nes10_dDFE.Exponential_div10
270,270,710.930640083,4.31432667369e-13,-23191.4193542,Nes10_dDFE.Exponential_div10
271,271,796.879607656,8.98781049585e-13,-23208.0624387,Nes10_dDFE.Exponential_div10
272,272,91.484672682,5.55111512313e-17,-23153.4657588,Nes10_dDFE.Exponential_div10
273,273,444.804007823,4.49726922369e-11,-23163.3904176,Nes10_dDFE.Exponential_div10
274,274,639.688469628,5.55111512313e-17,-23143.3134244,Nes10_dDFE.Exponential_div10
275,275,840.940016302,7.91200438499e-13,-23124.2275503,Nes10_dDFE.Exponential_div10
276,276,4.88871130672,5.46698353254e-10,-23106.2138089,Nes10_dDFE.Exponential_div10
277,277,978.271588074,4.86999329752e-13,-23179.2692101,Nes10_dDFE.Exponential_div10
278,278,918.012739372,1.59650070941e-13,-23228.4314272,Nes10_dDFE.Exponential_div10
279,279,1026.90589451,4.09505762633e-13,-23149.5561885,Nes10_dDFE.Exponential_div10
280,280,716.482458204,6.26576568408e-12,-23107.0720811,Nes10_dDFE.Exponential_div10
281,281,96.7233017982,6.55445697717e-11,-23166.0908665,Nes10_dDFE.Exponential_div10
282,282,28.8985935513,7.03358482568e-11,-23165.7009649,Nes10_dDFE.Exponential_div10
283,283,759.476295387,8.50097769955e-13,-23122.8803312,Nes10_dDFE.Exponential_div10
284,284,565.943583226,1.50668366672e-12,-23150.9925984,Nes10_dDFE.Exponential_div10
285,285,663.778943799,3.448907826e-13,-23205.0244986,Nes10_dDFE.Exponential_div10
286,286,697.544575548,1.39682709843e-12,-23269.1554348,Nes10_dDFE.Exponential_div10
287,287,390.064501714,1.16206488876e-11,-23172.1000336,Nes10_dDFE.Exponential_div10
288,288,2759.91189463,1.39371847396e-12,-23213.2583042,Nes10_dDFE.Exponential_div10
289,289,228.082071886,1.36873845591e-12,-23173.7067758,Nes10_dDFE.Exponential_div10
290,290,883.221970033,1.15296661107e-13,-23247.0095124,Nes10_dDFE.Exponential_div10
291,291,848.699165681,5.90694160252e-13,-23155.5929958,Nes10_dDFE.Exponential_div10
292,292,45.7010768255,4.88498130835e-15,-23158.4631018,Nes10_dDFE.Exponential_div10
293,293,201.405173741,8.96988039401e-12,-23229.0945736,Nes10_dDFE.Exponential_div10
294,294,206.579047682,1.59999791194e-12,-23117.8868469,Nes10_dDFE.Exponential_div10
295,295,110.500912523,2.08046468941e-10,-23134.0009519,Nes10_dDFE.Exponential_div10
296,296,4309.69612474,4.31659152866e-11,-23124.2374453,Nes10_dDFE.Exponential_div10
297,297,602.059868728,1.42968969996e-12,-23182.8152423,Nes10_dDFE.Exponential_div10
298,298,843.016848915,8.58146886884e-13,-23151.6803711,Nes10_dDFE.Exponential_div10
299,299,667.438011519,3.11028980349e-13,-23133.8175271,Nes10_dDFE.Exponential_div10
300,300,153.169393497,1.16046061649e-11,-23213.8748566,Nes10_dDFE.Exponential_div10
301,301,47.0283709587,2.18158824339e-13,-23179.633455,Nes10_dDFE.Exponential_div10
