,Unnamed: 0,rep,NeSa,pa,AIC,identifier,product
0,0,0,1.185016454495,0.6494261505410001,-25882.837299400002,Exp.Nes100_dDFE.Exponential,0.1539161348740864
1,1,1,1.17458641709,0.653510560577,-25819.157118900002,Exp.Nes100_dDFE.Exponential,0.15352092557572317
2,2,2,1.18577301411,0.6455976963819999,-25836.0104593,Exp.Nes100_dDFE.Exponential,0.15310646526827135
3,3,3,1.1741241174200001,0.658063970189,-25784.7144178,Exp.Nes100_dDFE.Exponential,0.15452975564081214
4,4,4,1.163588933,0.6595484206819999,-25850.708203,Exp.Nes100_dDFE.Exponential,0.15348864861664066
5,5,5,1.177858527795,0.6568936295860001,-25850.0787194,Exp.Nes100_dDFE.Exponential,0.15474555269241602
6,6,6,1.196821617505,0.636838065013,-25751.4492015,Exp.Nes100_dDFE.Exponential,0.15243631261152257
7,7,7,1.205099760355,0.6292165397230001,-25836.4477232,Exp.Nes100_dDFE.Exponential,0.15165374024631792
8,8,8,1.1851458827599999,0.646812953765,-25856.930286900002,Exp.Nes100_dDFE.Exponential,0.1533135418140848
9,9,9,1.176334270135,0.657102070414,-25809.635438,Exp.Nes100_dDFE.Exponential,0.15459433688093002
10,10,10,1.1747417979950001,0.656540995304,-25845.699980200003,Exp.Nes100_dDFE.Exponential,0.15425322985616957
11,11,11,1.1884275121749999,0.648009809508,-25806.3855583,Exp.Nes100_dDFE.Exponential,0.15402253715571762
12,12,12,1.1881683193450001,0.648027242165,-25782.1959531,Exp.Nes100_dDFE.Exponential,0.15399308784259266
13,13,13,1.1731804882,0.6605193346430001,-25916.7015038,Exp.Nes100_dDFE.Exponential,0.1549816790964028
14,14,14,1.2017289088,0.631156269614,-25774.284750400002,Exp.Nes100_dDFE.Exponential,0.15169574703310215
15,15,15,1.185347602615,0.6479929284149999,-25810.397506,Exp.Nes100_dDFE.Exponential,0.1536193728416387
16,16,16,1.16277805439,0.6715320570580001,-25815.6810802,Exp.Nes100_dDFE.Exponential,0.15616854775328315
17,17,17,1.1650633613249999,0.668204788858,-25833.2359261,Exp.Nes100_dDFE.Exponential,0.1557001834720727
18,18,18,3.106202939505,0.0177620349492,-22254.9740636,Exp.Nes100_dDFE.Exponential,0.011034497034159117
19,19,19,1.1894800922350002,0.641459300202,-25773.3948859,Exp.Nes100_dDFE.Exponential,0.1526006135138547
